Batch	m_SP	2	P2_L	W4_L	
1.976716e-13	9.809908797899999e-06	0.1	1.976716e-13	1.327417e-07	0.1
4.77477e-13	9.5473960934812e-06	0.1	4.77477e-13	3.16801e-07	0.1
1.074651e-12	9.010854977052599e-06	0.1	1.074651e-12	6.950175e-07	0.1
2.129413e-12	8.1371459988352e-06	0.1	2.129413e-12	1.316908e-06	0.1
3.602603e-12	7.0591435786466e-06	0.1	3.602603e-12	2.094955e-06	0.1
4.568749e-12	6.4322098504999e-06	0.1	4.568749e-12	2.553201e-06	0.1
5.71783e-12	5.7597276191768e-06	0.1	5.71783e-12	3.049705e-06	0.1
7.141315e-12	5.024641480313e-06	0.1	7.141315e-12	3.598618e-06	0.1
9.640513e-12	3.9561367324927e-06	0.1	9.640513e-12	4.408859e-06	0.1
1.213971e-11	3.11702019434034e-06	0.1	1.213971e-11	5.056337e-06	0.1
1.463891e-11	2.45732832056176e-06	0.1	1.463891e-11	5.572992e-06	0.1
1.713811e-11	1.93821323985999e-06	0.1	1.713811e-11	5.984739e-06	0.1
1.96373e-11	1.5293988583780401e-06	0.1	1.96373e-11	6.312525e-06	0.1
2.22382e-11	1.19567583369858e-06	0.1	2.22382e-11	6.582621e-06	0.1
2.524589e-11	8.9981589360036e-07	0.1	2.524589e-11	6.824145e-06	0.1
2.825358e-11	6.773933970174e-07	0.1	2.825358e-11	7.007126e-06	0.1
3.126127e-11	5.100909777516001e-07	0.1	3.126127e-11	7.145635e-06	0.1
3.451651e-11	3.7533943235082006e-07	0.1	3.451651e-11	7.257789e-06	0.1
3.814308e-11	2.6675606123754e-07	0.1	3.814308e-11	7.348583e-06	0.1
4.176965e-11	1.8962850911733e-07	0.1	4.176965e-11	7.413316e-06	0.1
4.539621e-11	1.34829240207938e-07	0.1	4.539621e-11	7.459434e-06	0.1
