Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.238195e-11	9.764276310568e-06	0.1	2.238195e-11	1.37504126e-10	0.1	2.238195e-11	2.2744456100000003e-07	0.1	2.238195e-11	4.6733242999999997e-14	0.1
4.770241e-11	9.505174492708e-06	0.1	4.770241e-11	2.9062909100000003e-10	0.1	4.770241e-11	4.7761291e-07	0.1	4.770241e-11	2.07986661e-13	0.1
1.069066e-10	8.92848242678e-06	0.1	1.069066e-10	6.3905931e-10	0.1	1.069066e-10	1.03424212e-06	0.1	1.069066e-10	9.9621571e-13	0.1
2.043499e-10	8.061888659002e-06	0.1	2.043499e-10	1.18550624e-09	0.1	2.043499e-10	1.87015078e-06	0.1	2.043499e-10	3.3699296e-12	0.1
3.267644e-10	7.103319130776001e-06	0.1	3.267644e-10	1.8298498999999998e-09	0.1	3.267644e-10	2.79386354e-06	0.1	3.267644e-10	7.8359205e-12	0.1
4.722962e-10	6.126458068388e-06	0.1	4.722962e-10	2.5438477299999997e-09	0.1	4.722962e-10	3.7339226999999993e-06	0.1	4.722962e-10	1.46610716e-11	0.1
6.318982e-10	5.226367870552e-06	0.1	6.318982e-10	3.2728851600000002e-09	0.1	6.318982e-10	4.5985549e-06	0.1	6.318982e-10	2.33326435e-11	0.1
8.47781e-10	4.240601786268e-06	0.1	8.47781e-10	4.1869559e-09	0.1	8.47781e-10	5.5430449e-06	0.1	8.47781e-10	3.6021596e-11	0.1
1.063664e-09	3.465843481744e-06	0.1	1.063664e-09	5.03619339e-09	0.1	1.063664e-09	6.282677299999999e-06	0.1	1.063664e-09	4.8940745e-11	0.1
1.279547e-09	2.8546568057219997e-06	0.1	1.279547e-09	5.8354937e-09	0.1	1.279547e-09	6.863566e-06	0.1	1.279547e-09	6.150973300000001e-11	0.1
1.495429e-09	2.3706228865939997e-06	0.1	1.495429e-09	6.5958558e-09	0.1	1.495429e-09	7.3211194e-06	0.1	1.495429e-09	7.341510699999999e-11	0.1
1.711312e-09	1.985722084764e-06	0.1	1.711312e-09	7.3253870999999996e-09	0.1	1.711312e-09	7.682575900000001e-06	0.1	1.711312e-09	8.451242800000001e-11	0.1
1.927195e-09	1.678355732214e-06	0.1	1.927195e-09	8.0300471e-09	0.1	1.927195e-09	7.968928499999999e-06	0.1	1.927195e-09	9.476120500000001e-11	0.1
2.143078e-09	1.431838162664e-06	0.1	2.143078e-09	8.7142022e-09	0.1	2.143078e-09	8.1963953e-06	0.1	2.143078e-09	1.04181923e-10	0.1
2.377132e-09	1.218381931874e-06	0.1	2.377132e-09	9.436447699999998e-09	0.1	2.377132e-09	8.390993299999999e-06	0.1	2.377132e-09	1.13522951e-10	0.1
2.638443e-09	1.0312439747080001e-06	0.1	2.638443e-09	1.02222468e-08	0.1	2.638443e-09	8.5588647e-06	0.1	2.638443e-09	1.22985851e-10	0.1
2.899755e-09	8.853989916660001e-07	0.1	2.899755e-09	1.09890049e-08	0.1	2.899755e-09	8.6869614e-06	0.1	2.899755e-09	1.31556325e-10	0.1
3.161066e-09	7.70996179768e-07	0.1	3.161066e-09	1.1738541400000001e-08	0.1	3.161066e-09	8.784856000000001e-06	0.1	3.161066e-09	1.39359776e-10	0.1
3.475019e-09	6.648929118758001e-07	0.1	3.475019e-09	1.2617934e-08	0.1	3.475019e-09	8.8724549e-06	0.1	3.475019e-09	1.47878697e-10	0.1
3.788972e-09	5.843311131440001e-07	0.1	3.788972e-09	1.3475380399999999e-08	0.1	3.788972e-09	8.935714e-06	0.1	3.788972e-09	1.55618135e-10	0.1
4.102925e-09	5.226511167686e-07	0.1	4.102925e-09	1.4311545899999999e-08	0.1	4.102925e-09	8.9810837e-06	0.1	4.102925e-09	1.62713001e-10	0.1
4.484533e-09	4.6629290395540004e-07	0.1	4.484533e-09	1.5299700400000002e-08	0.1	4.484533e-09	9.0187409e-06	0.1	4.484533e-09	1.7062170299999998e-10	0.1
4.86614e-09	4.247431149678e-07	0.1	4.86614e-09	1.62571118e-08	0.1	4.86614e-09	9.0426311e-06	0.1	4.86614e-09	1.77882801e-10	0.1
5.293954e-09	3.90650057776009e-07	0.1	5.293954e-09	1.72939542e-08	0.1	5.293954e-09	9.0579819e-06	0.1	5.293954e-09	1.8538728100000002e-10	0.1
5.752572e-09	3.64418385043229e-07	0.1	5.752572e-09	1.83626149e-08	0.1	5.752572e-09	9.065197999999999e-06	0.1	5.752572e-09	1.9280719e-10	0.1
6.267674e-09	3.43712371242472e-07	0.1	6.267674e-09	1.95101576e-08	0.1	6.267674e-09	9.065693500000001e-06	0.1	6.267674e-09	2.0048818e-10	0.1
6.820431e-09	3.28451427993597e-07	0.1	6.820431e-09	2.06799314e-08	0.1	6.820431e-09	9.0604461e-06	0.1	6.820431e-09	2.08069779e-10	0.1
7.4505e-09	3.16818911811872e-07	0.1	7.4505e-09	2.1936501799999997e-08	0.1	7.4505e-09	9.050009200000001e-06	0.1	7.4505e-09	2.15984328e-10	0.1
8.132108e-09	3.08648856033294e-07	0.1	8.132108e-09	2.32057163e-08	0.1	8.132108e-09	9.0356828e-06	0.1	8.132108e-09	2.2377529899999998e-10	0.1
8.929499e-09	3.0264615668997605e-07	0.1	8.929499e-09	2.45755204e-08	0.1	8.929499e-09	9.016951e-06	0.1	8.929499e-09	2.3198618800000004e-10	0.1
9.755835e-09	2.9881156376684303e-07	0.1	9.755835e-09	2.58699965e-08	0.1	9.755835e-09	8.996724699999998e-06	0.1	9.755835e-09	2.3957759100000003e-10	0.1
1.076499e-08	2.9595595116581e-07	0.1	1.076499e-08	2.72884973e-08	0.1	1.076499e-08	8.972069700000002e-06	0.1	1.076499e-08	2.47723442e-10	0.1
1.182059e-08	2.94109518279857e-07	0.1	1.182059e-08	2.8595442599999998e-08	0.1	1.182059e-08	8.947019200000001e-06	0.1	1.182059e-08	2.55074531e-10	0.1
1.3062e-08	2.92672057905006e-07	0.1	1.3062e-08	2.9922790100000004e-08	0.1	1.3062e-08	8.918896799999999e-06	0.1	1.3062e-08	2.62387903e-10	0.1
1.450648e-08	2.9146238234094596e-07	0.1	1.450648e-08	3.12149287e-08	0.1	1.450648e-08	8.888033099999999e-06	0.1	1.450648e-08	2.69349818e-10	0.1
1.614468e-08	2.9035193477244003e-07	0.1	1.614468e-08	3.2398486099999994e-08	0.1	1.614468e-08	8.855200999999999e-06	0.1	1.614468e-08	2.75569471e-10	0.1
1.799731e-08	2.89240927215246e-07	0.1	1.799731e-08	3.3437458000000004e-08	0.1	1.799731e-08	8.820358799999999e-06	0.1	1.799731e-08	2.80871584e-10	0.1
2.04076e-08	2.87900725496629e-07	0.1	2.04076e-08	3.44132688e-08	0.1	2.04076e-08	8.7778164e-06	0.1	2.04076e-08	2.8565202399999997e-10	0.1
2.331804e-08	2.86365866654896e-07	0.1	2.331804e-08	3.51721335e-08	0.1	2.331804e-08	8.729451999999999e-06	0.1	2.331804e-08	2.8911842600000004e-10	0.1
2.670685e-08	2.84646653089816e-07	0.1	2.670685e-08	3.56610612e-08	0.1	2.670685e-08	8.6758999e-06	0.1	2.670685e-08	2.91033968e-10	0.1
3.067537e-08	2.8269143297711995e-07	0.1	3.067537e-08	3.58954506e-08	0.1	3.067537e-08	8.6155732e-06	0.1	3.067537e-08	2.9149784600000004e-10	0.1
3.482126e-08	2.8069185569899505e-07	0.1	3.482126e-08	3.5914045e-08	0.1	3.482126e-08	8.554253499999998e-06	0.1	3.482126e-08	2.90814533e-10	0.1
3.967659e-08	2.78387275103994e-07	0.1	3.967659e-08	3.57794721e-08	0.1	3.967659e-08	8.4838343e-06	0.1	3.967659e-08	2.89222828e-10	0.1
4.496202e-08	2.75911598511683e-07	0.1	4.496202e-08	3.55393036e-08	0.1	4.496202e-08	8.408326199999998e-06	0.1	4.496202e-08	2.87027092e-10	0.1
5.089259e-08	2.73166185342912e-07	0.1	5.089259e-08	3.52199068e-08	0.1	5.089259e-08	8.3246633e-06	0.1	5.089259e-08	2.8432705e-10	0.1
5.810536e-08	2.6986765964802997e-07	0.1	5.810536e-08	3.480674869999999e-08	0.1	5.810536e-08	8.2241708e-06	0.1	5.810536e-08	2.8093973100000005e-10	0.1
6.643702e-08	2.6610871159969994e-07	0.1	6.643702e-08	3.43232587e-08	0.1	6.643702e-08	8.1096539e-06	0.1	6.643702e-08	2.77021258e-10	0.1
7.612672e-08	2.61803465830311e-07	0.1	7.612672e-08	3.37659259e-08	0.1	7.612672e-08	7.978487399999999e-06	0.1	7.612672e-08	2.72520338e-10	0.1
8.826488e-08	2.5650883624541e-07	0.1	8.826488e-08	3.30806061e-08	0.1	8.826488e-08	7.8171577e-06	0.1	8.826488e-08	2.66990271e-10	0.1
1.046588e-07	2.49527525042865e-07	0.1	1.046588e-07	3.2178434400000005e-08	0.1	1.046588e-07	7.6044195999999995e-06	0.1	1.046588e-07	2.59710444e-10	0.1
1.255906e-07	2.40889378497066e-07	0.1	1.255906e-07	3.10636032e-08	0.1	1.255906e-07	7.3411795e-06	0.1	1.255906e-07	2.5071336700000004e-10	0.1
1.517332e-07	2.30519502353436e-07	0.1	1.517332e-07	2.9726177300000003e-08	0.1	1.517332e-07	7.025159999999999e-06	0.1	1.517332e-07	2.39919243e-10	0.1
1.871507e-07	2.1717907164205201e-07	0.1	1.871507e-07	2.80060883e-08	0.1	1.871507e-07	6.6186102e-06	0.1	1.871507e-07	2.26036296e-10	0.1
2.311682e-07	2.0167017114347999e-07	0.1	2.311682e-07	2.6006604e-08	0.1	2.311682e-07	6.1459752e-06	0.1	2.311682e-07	2.0989813499999998e-10	0.1
2.867204e-07	1.83668168593548e-07	0.1	2.867204e-07	2.3685800199999997e-08	0.1	2.867204e-07	5.5973601e-06	0.1	2.867204e-07	1.9116652899999998e-10	0.1
3.654777e-07	1.60865728693085e-07	0.1	3.654777e-07	2.0746272599999997e-08	0.1	3.654777e-07	4.9024502e-06	0.1	3.654777e-07	1.67440841e-10	0.1
4.829466e-07	1.320066567444135e-07	0.1	4.829466e-07	1.70261823e-08	0.1	4.829466e-07	4.0229616e-06	0.1	4.829466e-07	1.37414779e-10	0.1
6.100934e-07	1.0657464735502961e-07	0.1	6.100934e-07	1.37480619e-08	0.1	6.100934e-07	3.2479124400000005e-06	0.1	6.100934e-07	1.10955822e-10	0.1
