Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
2.850106e-12	9.771489366303999e-06	0.1	2.850106e-12	1.258783e-08	0.1	2.850106e-12	1.308209e-08	0.1	2.850106e-12	5.483321e-08	0.1	2.850106e-12	5.31431e-08	0.1	2.850106e-12	4.26859e-08	0.1	2.850106e-12	2.204043e-08	0.1	2.850106e-12	3.623813e-08	0.1	2.850106e-12	3.775835e-13	0.1	2.850106e-12	4.939415e-14	0.1	2.850106e-12	2.975589e-16	0.1	2.850106e-12	2.625335e-16	0.1	2.850106e-12	2.127323e-17	0.1	2.850106e-12	1.95053e-18	0.1	2.850106e-12	2.83967e-19	0.1	2.850106e-12	1.753108e-16	0.1	2.850106e-12	1.912394e-19	0.1	2.850106e-12	7.660662e-20	0.1	2.850106e-12	1.405238e-36	0.1	2.850106e-12	5.486967e-35	0.1	2.850106e-12	7.066156e-36	0.1
6.25546e-12	9.505528385630002e-06	0.1	6.25546e-12	2.724631e-08	0.1	6.25546e-12	2.831715e-08	0.1	6.25546e-12	1.187046e-07	0.1	6.25546e-12	1.15056e-07	0.1	6.25546e-12	9.241788e-08	0.1	6.25546e-12	4.77181e-08	0.1	6.25546e-12	7.844821e-08	0.1	6.25546e-12	8.172952e-13	0.1	6.25546e-12	1.069137e-13	0.1	6.25546e-12	6.440641e-16	0.1	6.25546e-12	5.682518e-16	0.1	6.25546e-12	4.604569e-17	0.1	6.25546e-12	4.221902e-18	0.1	6.25546e-12	6.146434e-19	0.1	6.25546e-12	3.794586e-16	0.1	6.25546e-12	4.139353e-19	0.1	6.25546e-12	1.658139e-19	0.1	6.25546e-12	9.639079e-36	0.1	6.25546e-12	3.38756e-34	0.1	6.25546e-12	4.800825e-35	0.1
1.289966e-11	9.007281750762e-06	0.1	1.289966e-11	5.469166e-08	0.1	1.289966e-11	5.684516e-08	0.1	1.289966e-11	2.383474e-07	0.1	1.289966e-11	2.310605e-07	0.1	1.289966e-11	1.856054e-07	0.1	1.289966e-11	9.582998e-08	0.1	1.289966e-11	1.575118e-07	0.1	1.289966e-11	1.640629e-12	0.1	1.289966e-11	2.146095e-13	0.1	1.289966e-11	1.29283e-15	0.1	1.289966e-11	1.140652e-15	0.1	1.289966e-11	9.242729e-17	0.1	1.289966e-11	8.474602e-18	0.1	1.289966e-11	1.23377e-18	0.1	1.289966e-11	7.61686e-16	0.1	1.289966e-11	8.308889e-19	0.1	1.289966e-11	3.328362e-19	0.1	1.289966e-11	6.310292e-35	0.1	1.289966e-11	2.005109e-33	0.1	1.289966e-11	3.118732e-34	0.1
2.471158e-11	8.18514307531724e-06	0.1	2.471158e-11	9.993087e-08	0.1	2.471158e-11	1.038783e-07	0.1	2.471158e-11	4.35726e-07	0.1	2.471158e-11	4.225292e-07	0.1	2.471158e-11	3.394321e-07	0.1	2.471158e-11	1.752409e-07	0.1	2.471158e-11	2.879345e-07	0.1	2.471158e-11	2.997919e-12	0.1	2.471158e-11	3.921311e-13	0.1	2.471158e-11	2.362208e-15	0.1	2.471158e-11	2.084153e-15	0.1	2.471158e-11	1.688788e-16	0.1	2.471158e-11	1.548438e-17	0.1	2.471158e-11	2.254282e-18	0.1	2.471158e-11	1.391719e-15	0.1	2.471158e-11	1.518156e-18	0.1	2.471158e-11	6.081381e-19	0.1	2.471158e-11	3.566927e-34	0.1	2.471158e-11	1.045456e-32	0.1	2.471158e-11	1.754888e-33	0.1
4.108744e-11	7.168051519268441e-06	0.1	4.108744e-11	1.558082e-07	0.1	4.108744e-11	1.619892e-07	0.1	4.108744e-11	6.798347e-07	0.1	4.108744e-11	6.595038e-07	0.1	4.108744e-11	5.298529e-07	0.1	4.108744e-11	2.735269e-07	0.1	4.108744e-11	4.492148e-07	0.1	4.108744e-11	4.674679e-12	0.1	4.108744e-11	6.114019e-13	0.1	4.108744e-11	3.683037e-15	0.1	4.108744e-11	3.249507e-15	0.1	4.108744e-11	2.633058e-16	0.1	4.108744e-11	2.414233e-17	0.1	4.108744e-11	3.514738e-18	0.1	4.108744e-11	2.16989e-15	0.1	4.108744e-11	2.36701e-18	0.1	4.108744e-11	9.48164e-19	0.1	4.108744e-11	1.36832e-33	0.1	4.108744e-11	3.785215e-32	0.1	4.108744e-11	6.720853e-33	0.1
6.390719e-11	5.95808914000111e-06	0.1	6.390719e-11	2.221334e-07	0.1	6.390719e-11	2.30995e-07	0.1	6.390719e-11	9.701101e-07	0.1	6.390719e-11	9.415861e-07	0.1	6.390719e-11	7.56577e-07	0.1	6.390719e-11	3.905248e-07	0.1	6.390719e-11	6.409635e-07	0.1	6.390719e-11	6.665459e-12	0.1	6.390719e-11	8.7168e-13	0.1	6.390719e-11	5.250809e-15	0.1	6.390719e-11	4.632736e-15	0.1	6.390719e-11	3.753855e-16	0.1	6.390719e-11	3.44188e-17	0.1	6.390719e-11	5.010822e-18	0.1	6.390719e-11	3.093542e-15	0.1	6.390719e-11	3.374541e-18	0.1	6.390719e-11	1.351744e-18	0.1	6.390719e-11	4.231251e-33	0.1	6.390719e-11	1.111084e-31	0.1	6.390719e-11	2.078318e-32	0.1
8.672693e-11	4.952451253728919e-06	0.1	8.672693e-11	2.771132e-07	0.1	8.672693e-11	2.882257e-07	0.1	8.672693e-11	1.211245e-06	0.1	8.672693e-11	1.1762e-06	0.1	8.672693e-11	9.452044e-07	0.1	8.672693e-11	4.87838e-07	0.1	8.672693e-11	8.002187e-07	0.1	8.672693e-11	8.316193e-12	0.1	8.672693e-11	1.087444e-12	0.1	8.672693e-11	6.55038e-15	0.1	8.672693e-11	5.779333e-15	0.1	8.672693e-11	4.682898e-16	0.1	8.672693e-11	4.293709e-17	0.1	8.672693e-11	6.250941e-18	0.1	8.672693e-11	3.859173e-15	0.1	8.672693e-11	4.209687e-18	0.1	8.672693e-11	1.686265e-18	0.1	8.672693e-11	8.884231e-33	0.1	8.672693e-11	2.239285e-31	0.1	8.672693e-11	4.367696e-32	0.1
1.212339e-10	3.7447998535149e-06	0.1	1.212339e-10	3.429213e-07	0.1	1.212339e-10	3.567709e-07	0.1	1.212339e-10	1.500636e-06	0.1	1.212339e-10	1.458193e-06	0.1	1.212339e-10	1.172008e-06	0.1	1.212339e-10	6.048086e-07	0.1	1.212339e-10	9.912972e-07	0.1	1.212339e-10	1.029277e-11	0.1	1.212339e-10	1.345713e-12	0.1	1.212339e-10	8.105865e-15	0.1	1.212339e-10	7.151721e-15	0.1	1.212339e-10	5.794866e-16	0.1	1.212339e-10	5.313258e-17	0.1	1.212339e-10	7.73523e-18	0.1	1.212339e-10	4.775562e-15	0.1	1.212339e-10	5.209253e-18	0.1	1.212339e-10	2.08663e-18	0.1	1.212339e-10	1.900286e-32	0.1	1.212339e-10	4.539289e-31	0.1	1.212339e-10	9.360767e-32	0.1
1.557409e-10	2.8317454975854595e-06	0.1	1.557409e-10	3.924751e-07	0.1	1.557409e-10	4.084255e-07	0.1	1.557409e-10	1.71926e-06	0.1	1.557409e-10	1.671627e-06	0.1	1.557409e-10	1.343749e-06	0.1	1.557409e-10	6.933472e-07	0.1	1.557409e-10	1.135607e-06	0.1	1.557409e-10	1.178182e-11	0.1	1.557409e-10	1.540203e-12	0.1	1.557409e-10	9.277119e-15	0.1	1.557409e-10	8.185108e-15	0.1	1.557409e-10	6.632138e-16	0.1	1.557409e-10	6.080939e-17	0.1	1.557409e-10	8.852846e-18	0.1	1.557409e-10	5.465577e-15	0.1	1.557409e-10	5.961876e-18	0.1	1.557409e-10	2.388067e-18	0.1	1.557409e-10	3.198731e-32	0.1	1.557409e-10	7.277264e-31	0.1	1.557409e-10	1.579327e-31	0.1
1.902478e-10	2.141397672893214e-06	0.1	1.902478e-10	4.297895e-07	0.1	1.902478e-10	4.47352e-07	0.1	1.902478e-10	1.884425e-06	0.1	1.902478e-10	1.83318e-06	0.1	1.902478e-10	1.473803e-06	0.1	1.902478e-10	7.603682e-07	0.1	1.902478e-10	1.244598e-06	0.1	1.902478e-10	1.290361e-11	0.1	1.902478e-10	1.686663e-12	0.1	1.902478e-10	1.015905e-14	0.1	1.902478e-10	8.963234e-15	0.1	1.902478e-10	7.262575e-16	0.1	1.902478e-10	6.658974e-17	0.1	1.902478e-10	9.694375e-18	0.1	1.902478e-10	5.985138e-15	0.1	1.902478e-10	6.528562e-18	0.1	1.902478e-10	2.615016e-18	0.1	1.902478e-10	4.677666e-32	0.1	1.902478e-10	1.016701e-30	0.1	1.902478e-10	2.3152e-31	0.1
