Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
6.029084e-11	0.99998605	0.1	6.029084e-11	3.5531737800000003e-09	0.1	6.029084e-11	1.69053782e-11	0.1	6.029084e-11	4.7461046e-06	0.1
2.348165e-10	0.99994556	0.1	2.348165e-10	1.4003512200000001e-08	0.1	2.348165e-10	6.6173537e-11	0.1	2.348165e-10	1.8484247300000002e-05	0.1
4.533189e-10	0.9998947399999999	0.1	4.533189e-10	2.7435312e-08	0.1	4.533189e-10	1.28551024e-10	0.1	4.533189e-10	3.56827911e-05	0.1
8.354303e-10	0.9998063899999999	0.1	8.354303e-10	5.1866999e-08	0.1	8.354303e-10	2.3949101799999997e-10	0.1	8.354303e-10	6.5754796e-05	0.1
1.321073e-09	0.99969383	0.1	1.321073e-09	8.4678515e-08	0.1	1.321073e-09	3.83896659e-10	0.1	1.321073e-09	0.000103964522	0.1
1.8503e-09	0.9995715	0.1	1.8503e-09	1.22724406e-07	0.1	1.8503e-09	5.45604773e-10	0.1	1.8503e-09	0.000145587041	0.1
2.668202e-09	0.9993828099999998	0.1	2.668202e-09	1.8633782600000001e-07	0.1	2.668202e-09	8.0443188e-10	0.1	2.668202e-09	0.000209870166	0.1
3.639131e-09	0.9991591200000001	0.1	3.639131e-09	2.69664313e-07	0.1	3.639131e-09	1.12574619e-09	0.1	3.639131e-09	0.00028609389399999996	0.1
4.712079e-09	0.9989127399999999	0.1	4.712079e-09	3.7193274700000003e-07	0.1	4.712079e-09	1.49859237e-09	0.1	4.712079e-09	0.000370188322	0.1
5.954857e-09	0.9986284	0.1	5.954857e-09	5.0421281e-07	0.1	5.954857e-09	1.9537922899999998e-09	0.1	5.954857e-09	0.00046736822999999996	0.1
7.310855e-09	0.99831948	0.1	7.310855e-09	6.6605031e-07	0.1	7.310855e-09	2.4790379599999998e-09	0.1	7.310855e-09	0.00057306668	0.1
8.935063e-09	0.99795128	0.1	8.935063e-09	8.847868300000001e-07	0.1	8.935063e-09	3.1473961600000004e-09	0.1	8.935063e-09	0.00069911955	0.1
1.078833e-08	0.99753431	0.1	1.078833e-08	1.1686725800000002e-06	0.1	1.078833e-08	3.96211423e-09	0.1	1.078833e-08	0.00084207648	0.1
1.288459e-08	0.9970669799999999	0.1	1.288459e-08	1.53538906e-06	0.1	1.288459e-08	4.95032209e-09	0.1	1.288459e-08	0.0010024580500000001	0.1
1.551087e-08	0.9964881800000001	0.1	1.551087e-08	2.0655160800000003e-06	0.1	1.551087e-08	6.2875552999999995e-09	0.1	1.551087e-08	0.00120107386	0.1
1.856007e-08	0.9958267900000001	0.1	1.856007e-08	2.7829349e-06	0.1	1.856007e-08	7.9769868e-09	0.1	1.856007e-08	0.0014279119199999998	0.1
2.208158e-08	0.99507884	0.1	2.208158e-08	3.75192368e-06	0.1	2.208158e-08	1.0108056999999999e-08	0.1	2.208158e-08	0.0016840768099999999	0.1
2.636451e-08	0.99419402	0.1	2.636451e-08	5.13859238e-06	0.1	2.636451e-08	1.29535867e-08	0.1	2.636451e-08	0.00198604319	0.1
3.17201e-08	0.9931297099999999	0.1	3.17201e-08	7.20042737e-06	0.1	3.17201e-08	1.68897421e-08	0.1	3.17201e-08	0.00234693233	0.1
3.734385e-08	0.99206633	0.1	3.734385e-08	9.7619707e-06	0.1	3.734385e-08	2.14535016e-08	0.1	3.734385e-08	0.0027038353899999997	0.1
4.320048e-08	0.99102075	0.1	4.320048e-08	1.2861483799999998e-05	0.1	4.320048e-08	2.66470753e-08	0.1	4.320048e-08	0.0030497727399999997	0.1
4.998865e-08	0.98988993	0.1	4.998865e-08	1.69996615e-05	0.1	4.998865e-08	3.3189475100000004e-08	0.1	4.998865e-08	0.00341660223	0.1
5.744961e-08	0.98874757	0.1	5.744961e-08	2.2209565300000004e-05	0.1	5.744961e-08	4.0973987e-08	0.1	5.744961e-08	0.00377727781	0.1
6.591977e-08	0.98757382	0.1	6.591977e-08	2.89361049e-05	0.1	6.591977e-08	5.049236449999999e-08	0.1	6.591977e-08	0.00413436855	0.1
7.438993e-08	0.9865231499999999	0.1	7.438993e-08	3.64881942e-05	0.1	7.438993e-08	6.06601778e-08	0.1	7.438993e-08	0.004439343	0.1
8.286009e-08	0.9855843500000002	0.1	8.286009e-08	4.48223886e-05	0.1	8.286009e-08	7.1410254e-08	0.1	8.286009e-08	0.0046971224999999995	0.1
9.133024e-08	0.98474617	0.1	9.133024e-08	5.38930024e-05	0.1	9.133024e-08	8.268616200000001e-08	0.1	9.133024e-08	0.0049132164	0.1
9.98004e-08	0.9839960400000001	0.1	9.98004e-08	6.36535312e-05	0.1	9.98004e-08	9.4441117e-08	0.1	9.98004e-08	0.0050932171	0.1
1.082706e-07	0.98332283	0.1	1.082706e-07	7.40576303e-05	0.1	1.082706e-07	1.06636307e-07	0.1	1.082706e-07	0.0052424536	0.1
1.167407e-07	0.9827157000000001	0.1	1.167407e-07	8.5059739e-05	0.1	1.167407e-07	1.19239211e-07	0.1	1.167407e-07	0.005365794	0.1
1.255775e-07	0.98214321	0.1	1.255775e-07	9.71274853e-05	0.1	1.255775e-07	1.32792024e-07	0.1	1.255775e-07	0.005471520299999999	0.1
1.358806e-07	0.98154224	0.1	1.358806e-07	0.00011189408299999999	0.1	1.358806e-07	1.49079038e-07	0.1	1.358806e-07	0.005570695800000001	0.1
