Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
1.723865e-11	0.9826782	0.1	1.723865e-11	0.004001867	0.1	1.723865e-11	0.005859087	0.1	1.723865e-11	0.0001857725	0.1	1.723865e-11	0.0006151054	0.1
3.538175e-11	0.9648908	0.1	3.538175e-11	0.008109812	0.1	3.538175e-11	0.01187568	0.1	3.538175e-11	0.000376803	0.1	3.538175e-11	0.001247231	0.1
6.424862e-11	0.9374889	0.1	6.424862e-11	0.01443514	0.1	6.424862e-11	0.02114441	0.1	6.424862e-11	0.0006716582	0.1	6.424862e-11	0.002221927	0.1
1.068587e-10	0.8989484	0.1	1.068587e-10	0.02332521	0.1	1.068587e-10	0.03418106	0.1	1.068587e-10	0.001087675	0.1	1.068587e-10	0.003594442	0.1
1.705017e-10	0.8452812	0.1	1.705017e-10	0.03569149	0.1	1.705017e-10	0.05233563	0.1	1.705017e-10	0.001669967	0.1	1.705017e-10	0.005508058	0.1
2.70649e-10	0.7691984	0.1	2.70649e-10	0.05319518	0.1	2.70649e-10	0.0780773	0.1	2.70649e-10	0.002502989	0.1	2.70649e-10	0.008222905	0.1
4.028934e-10	0.6819953	0.1	4.028934e-10	0.07321405	0.1	4.028934e-10	0.1075931	0.1	4.028934e-10	0.003472486	0.1	4.028934e-10	0.01132972	0.1
5.565359e-10	0.5961087	0.1	5.565359e-10	0.09288129	0.1	5.565359e-10	0.1366853	0.1	5.565359e-10	0.004449401	0.1	5.565359e-10	0.01437027	0.1
7.101785e-10	0.5235188	0.1	7.101785e-10	0.1094618	0.1	7.101785e-10	0.1613022	0.1	7.101785e-10	0.00529984	0.1	7.101785e-10	0.01690773	0.1
8.63821e-10	0.4616305	0.1	8.63821e-10	0.1235644	0.1	8.63821e-10	0.1823222	0.1	8.63821e-10	0.006050458	0.1	8.63821e-10	0.01902988	0.1
1.017464e-09	0.4084726	0.1	1.017464e-09	0.1356506	0.1	1.017464e-09	0.2004119	0.1	1.017464e-09	0.006721191	0.1	1.017464e-09	0.02080531	0.1
1.171106e-09	0.3625208	0.1	1.171106e-09	0.1460757	0.1	1.171106e-09	0.2160859	0.1	1.171106e-09	0.007327188	0.1	1.171106e-09	0.02228871	0.1
1.324749e-09	0.3225777	0.1	1.324749e-09	0.1551179	0.1	1.324749e-09	0.2297476	0.1	1.324749e-09	0.007880114	0.1	1.324749e-09	0.02352445	0.1
1.478391e-09	0.28769	0.1	1.478391e-09	0.162998	0.1	1.478391e-09	0.2417179	0.1	1.478391e-09	0.008389059	0.1	1.478391e-09	0.02454905	0.1
1.632034e-09	0.2570891	0.1	1.632034e-09	0.1698932	0.1	1.632034e-09	0.2522547	0.1	1.632034e-09	0.008861189	0.1	1.632034e-09	0.02539291	0.1
1.785676e-09	0.2301489	0.1	1.785676e-09	0.1759474	0.1	1.785676e-09	0.2615681	0.1	1.785676e-09	0.009302204	0.1	1.785676e-09	0.02608158	0.1
1.964583e-09	0.2027117	0.1	1.964583e-09	0.1820928	0.1	1.964583e-09	0.2710987	0.1	1.964583e-09	0.009782567	0.1	1.964583e-09	0.02671656	0.1
2.149805e-09	0.1780933	0.1	2.149805e-09	0.1875831	0.1	2.149805e-09	0.2796999	0.1	2.149805e-09	0.0102481	0.1	2.149805e-09	0.02721379	0.1
2.335027e-09	0.1567356	0.1	2.335027e-09	0.192321	0.1	2.335027e-09	0.287211	0.1	2.335027e-09	0.01068627	0.1	2.335027e-09	0.02757448	0.1
2.520249e-09	0.1381488	0.1	2.520249e-09	0.1964173	0.1	2.520249e-09	0.2937948	0.1	2.520249e-09	0.01110112	0.1	2.520249e-09	0.02782097	0.1
2.705471e-09	0.1219294	0.1	2.705471e-09	0.1999634	0.1	2.705471e-09	0.2995856	0.1	2.705471e-09	0.01149587	0.1	2.705471e-09	0.02797206	0.1
2.890694e-09	0.1077422	0.1	2.890694e-09	0.203035	0.1	2.890694e-09	0.3046947	0.1	2.890694e-09	0.01187315	0.1	2.890694e-09	0.02804359	0.1
3.075916e-09	0.09530669	0.1	3.075916e-09	0.2056952	0.1	3.075916e-09	0.309215	0.1	3.075916e-09	0.01223512	0.1	3.075916e-09	0.02804897	0.1
3.261138e-09	0.08438686	0.1	3.261138e-09	0.2079974	0.1	3.261138e-09	0.3132248	0.1	3.261138e-09	0.01258358	0.1	3.261138e-09	0.02799952	0.1
3.44636e-09	0.07478262	0.1	3.44636e-09	0.2099868	0.1	3.44636e-09	0.3167904	0.1	3.44636e-09	0.01292002	0.1	3.44636e-09	0.02790489	0.1
3.631582e-09	0.06632362	0.1	3.631582e-09	0.2117019	0.1	3.631582e-09	0.3199683	0.1	3.631582e-09	0.01324571	0.1	3.631582e-09	0.02777322	0.1
3.816804e-09	0.05886408	0.1	3.816804e-09	0.2131758	0.1	3.816804e-09	0.3228069	0.1	3.816804e-09	0.01356173	0.1	3.816804e-09	0.02761146	0.1
4.002027e-09	0.05227875	0.1	4.002027e-09	0.214437	0.1	4.002027e-09	0.3253476	0.1	4.002027e-09	0.013869	0.1	4.002027e-09	0.02742549	0.1
4.187249e-09	0.04645959	0.1	4.187249e-09	0.2155102	0.1	4.187249e-09	0.3276265	0.1	4.187249e-09	0.01416834	0.1	4.187249e-09	0.0272203	0.1
4.372471e-09	0.04131309	0.1	4.372471e-09	0.2164168	0.1	4.372471e-09	0.3296745	0.1	4.372471e-09	0.01446043	0.1	4.372471e-09	0.02700013	0.1
4.557693e-09	0.03675808	0.1	4.557693e-09	0.2171756	0.1	4.557693e-09	0.3315187	0.1	4.557693e-09	0.01474589	0.1	4.557693e-09	0.02676856	0.1
4.742915e-09	0.03272388	0.1	4.742915e-09	0.217803	0.1	4.742915e-09	0.3331826	0.1	4.742915e-09	0.01502526	0.1	4.742915e-09	0.02652863	0.1
4.928138e-09	0.02914885	0.1	4.928138e-09	0.2183134	0.1	4.928138e-09	0.334687	0.1	4.928138e-09	0.01529901	0.1	4.928138e-09	0.0262829	0.1
5.11336e-09	0.02597907	0.1	5.11336e-09	0.2187195	0.1	5.11336e-09	0.3360497	0.1	5.11336e-09	0.01556756	0.1	5.11336e-09	0.02603352	0.1
5.298582e-09	0.02316727	0.1	5.298582e-09	0.2190323	0.1	5.298582e-09	0.3372866	0.1	5.298582e-09	0.0158313	0.1	5.298582e-09	0.02578231	0.1
5.483804e-09	0.02067201	0.1	5.483804e-09	0.2192619	0.1	5.483804e-09	0.3384117	0.1	5.483804e-09	0.01609056	0.1	5.483804e-09	0.02553078	0.1
5.669026e-09	0.01845682	0.1	5.669026e-09	0.2194169	0.1	5.669026e-09	0.3394373	0.1	5.669026e-09	0.01634564	0.1	5.669026e-09	0.02528019	0.1
5.854249e-09	0.01648962	0.1	5.854249e-09	0.2195052	0.1	5.854249e-09	0.3403742	0.1	5.854249e-09	0.01659681	0.1	5.854249e-09	0.02503158	0.1
6.039471e-09	0.01474213	0.1	6.039471e-09	0.2195336	0.1	6.039471e-09	0.341232	0.1	6.039471e-09	0.01684433	0.1	6.039471e-09	0.0247858	0.1
6.224693e-09	0.01318938	0.1	6.224693e-09	0.2195083	0.1	6.224693e-09	0.3420192	0.1	6.224693e-09	0.01708842	0.1	6.224693e-09	0.02454356	0.1
6.447114e-09	0.01155127	0.1	6.447114e-09	0.2194147	0.1	6.447114e-09	0.3428816	0.1	6.447114e-09	0.01737727	0.1	6.447114e-09	0.02425813	0.1
6.669534e-09	0.01012899	0.1	6.669534e-09	0.2192599	0.1	6.669534e-09	0.3436644	0.1	6.669534e-09	0.01766178	0.1	6.669534e-09	0.02397935	0.1
