Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
2.50851e-11	9.7391450432034e-06	0.1	2.50851e-11	5.211233e-11	0.1	2.50851e-11	1.95248348e-11	0.1	2.50851e-11	2.58719781e-07	0.1	2.50851e-11	3.42449962e-17	0.1
5.369635e-11	9.450189342433001e-06	0.1	5.369635e-11	1.099061e-10	0.1	5.369635e-11	4.1199022500000005e-11	0.1	5.369635e-11	5.4553087e-07	0.1	5.369635e-11	1.55348135e-16	0.1
1.199176e-10	8.8140549553752e-06	0.1	1.199176e-10	2.3723e-10	0.1	1.199176e-10	8.9032367e-11	0.1	1.199176e-10	1.1769447499999998e-06	0.1	1.199176e-10	7.5719181e-16	0.1
2.391157e-10	7.7755574457408e-06	0.1	2.391157e-10	4.453876e-10	0.1	2.391157e-10	1.67521487e-10	0.1	2.391157e-10	2.2077436999999998e-06	0.1	2.391157e-10	2.89066527e-15	0.1
3.883414e-10	6.646971257916e-06	0.1	3.883414e-10	6.721019e-10	0.1	3.883414e-10	2.53521815e-10	0.1	3.883414e-10	3.32797212e-06	0.1	3.883414e-10	7.254880200000001e-15	0.1
5.487559e-10	5.6164845080632e-06	0.1	5.487559e-10	8.796845e-10	0.1	5.487559e-10	3.3289977799999997e-10	0.1	5.487559e-10	4.35084426e-06	0.1	5.487559e-10	1.37531467e-14	0.1
7.3527e-10	4.6180870064126e-06	0.1	7.3527e-10	1.0815e-09	0.1	7.3527e-10	4.1089444499999996e-10	0.1	7.3527e-10	5.3418828e-06	0.1	7.3527e-10	2.3286911800000002e-14	0.1
9.391838e-10	3.72898359083656e-06	0.1	9.391838e-10	1.262029e-09	0.1	9.391838e-10	4.81668331e-10	0.1	9.391838e-10	6.2244593999999996e-06	0.1	9.391838e-10	3.57171438e-14	0.1
1.143098e-09	3.01140789263756e-06	0.1	1.143098e-09	1.408539e-09	0.1	1.143098e-09	5.4015532e-10	0.1	1.143098e-09	6.936794899999999e-06	0.1	1.143098e-09	4.98491712e-14	0.1
1.347011e-09	2.43214582711058e-06	0.1	1.347011e-09	1.527594e-09	0.1	1.347011e-09	5.887343800000001e-10	0.1	1.347011e-09	7.5118562999999995e-06	0.1	1.347011e-09	6.535345900000001e-14	0.1
1.559414e-09	1.94707281876478e-06	0.1	1.559414e-09	1.628107e-09	0.1	1.559414e-09	6.308636699999999e-10	0.1	1.559414e-09	7.993443899999999e-06	0.1	1.559414e-09	8.2676034e-14	0.1
1.805769e-09	1.50441133417154e-06	0.1	1.805769e-09	1.720849e-09	0.1	1.805769e-09	6.711417800000001e-10	0.1	1.805769e-09	8.4329606e-06	0.1	1.805769e-09	1.03954913e-13	0.1
2.052124e-09	1.162465156131882e-06	0.1	2.052124e-09	1.793563e-09	0.1	2.052124e-09	7.0421836e-10	0.1	2.052124e-09	8.7725219e-06	0.1	2.052124e-09	1.26227668e-13	0.1
2.298479e-09	8.982879178823201e-07	0.1	2.298479e-09	1.850805e-09	0.1	2.298479e-09	7.317424300000001e-10	0.1	2.298479e-09	9.034898e-06	0.1	2.298479e-09	1.49264131e-13	0.1
2.544834e-09	6.94173903144262e-07	0.1	2.544834e-09	1.896094e-09	0.1	2.544834e-09	7.549867400000001e-10	0.1	2.544834e-09	9.237663e-06	0.1	2.544834e-09	1.7288616800000002e-13	0.1
2.831262e-09	5.14431194970324e-07	0.1	2.831262e-09	1.937288e-09	0.1	2.831262e-09	7.779214300000001e-10	0.1	2.831262e-09	9.4162692e-06	0.1	2.831262e-09	2.00905965e-13	0.1
3.127709e-09	3.7726654962809787e-07	0.1	3.127709e-09	1.970191e-09	0.1	3.127709e-09	7.9820021e-10	0.1	3.127709e-09	9.5526257e-06	0.1	3.127709e-09	2.3036938399999997e-13	0.1
3.424156e-09	2.7668127572381076e-07	0.1	3.424156e-09	1.995806e-09	0.1	3.424156e-09	8.159045599999999e-10	0.1	3.424156e-09	9.6526783e-06	0.1	3.424156e-09	2.60171001e-13	0.1
3.720603e-09	2.029172229343728e-07	0.1	3.720603e-09	2.016076e-09	0.1	3.720603e-09	8.3173546e-10	0.1	3.720603e-09	9.726111e-06	0.1	3.720603e-09	2.9021096299999997e-13	0.1
4.079471e-09	1.39415444885335e-07	0.1	4.079471e-09	2.035472e-09	0.1	4.079471e-09	8.491178e-10	0.1	4.079471e-09	9.7894048e-06	0.1	4.079471e-09	3.26791625e-13	0.1
