Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
5.249042e-11	0.9833836	0.1	5.249042e-11	0.004395167	0.1	5.249042e-11	0.005708337	0.1	5.249042e-11	0.0001053955	0.1	5.249042e-11	0.0002969004	0.1
1.080483e-10	0.9662033	0.1	1.080483e-10	0.008938963	0.1	1.080483e-10	0.01161039	0.1	1.080483e-10	0.00021448	0.1	1.080483e-10	0.0006039901	0.1
1.963015e-10	0.9397406	0.1	1.963015e-10	0.0159368	0.1	1.963015e-10	0.0207014	0.1	1.963015e-10	0.0003827498	0.1	1.963015e-10	0.001077126	0.1
3.281132e-10	0.9020103	0.1	3.281132e-10	0.02591248	0.1	3.281132e-10	0.0336637	0.1	3.281132e-10	0.0006232587	0.1	3.281132e-10	0.001751665	0.1
5.277913e-10	0.8486306	0.1	5.277913e-10	0.04002274	0.1	5.277913e-10	0.05200362	0.1	5.277913e-10	0.0009649482	0.1	5.277913e-10	0.002704747	0.1
8.436728e-10	0.7724356	0.1	8.436728e-10	0.06016043	0.1	8.436728e-10	0.07818698	0.1	8.436728e-10	0.001456435	0.1	8.436728e-10	0.004058565	0.1
1.200559e-09	0.6967742	0.1	1.200559e-09	0.08015795	0.1	1.200559e-09	0.1041962	0.1	1.200559e-09	0.001950456	0.1	1.200559e-09	0.005387224	0.1
1.584783e-09	0.6256623	0.1	1.584783e-09	0.09896091	0.1	1.584783e-09	0.1286553	0.1	1.584783e-09	0.002422382	0.1	1.584783e-09	0.00661071	0.1
2.047401e-09	0.5517958	0.1	2.047401e-09	0.1185107	0.1	2.047401e-09	0.1540837	0.1	2.047401e-09	0.002923561	0.1	2.047401e-09	0.007839517	0.1
2.510019e-09	0.4884822	0.1	2.510019e-09	0.1352939	0.1	2.510019e-09	0.1759054	0.1	2.510019e-09	0.003365506	0.1	2.510019e-09	0.008841045	0.1
2.972638e-09	0.4338358	0.1	2.972638e-09	0.1498097	0.1	2.972638e-09	0.1947675	0.1	2.972638e-09	0.003759515	0.1	2.972638e-09	0.00965024	0.1
3.435256e-09	0.3863861	0.1	3.435256e-09	0.1624457	0.1	3.435256e-09	0.2111735	0.1	3.435256e-09	0.004114186	0.1	3.435256e-09	0.01029637	0.1
3.897874e-09	0.3449694	0.1	3.897874e-09	0.173507	0.1	3.897874e-09	0.2255214	0.1	3.897874e-09	0.004436152	0.1	3.897874e-09	0.01080422	0.1
4.360492e-09	0.308653	0.1	4.360492e-09	0.183237	0.1	4.360492e-09	0.2381295	0.1	4.360492e-09	0.004730591	0.1	4.360492e-09	0.01119493	0.1
4.823111e-09	0.2766809	0.1	4.823111e-09	0.1918319	0.1	4.823111e-09	0.2492554	0.1	4.823111e-09	0.005001599	0.1	4.823111e-09	0.0114866	0.1
5.285729e-09	0.2484338	0.1	5.285729e-09	0.199452	0.1	5.285729e-09	0.2591099	0.1	5.285729e-09	0.005252454	0.1	5.285729e-09	0.01169476	0.1
5.748347e-09	0.2233995	0.1	5.748347e-09	0.2062295	0.1	5.748347e-09	0.267867	0.1	5.748347e-09	0.005485812	0.1	5.748347e-09	0.01183273	0.1
6.210965e-09	0.2011512	0.1	6.210965e-09	0.212274	0.1	6.210965e-09	0.2756716	0.1	6.210965e-09	0.005703851	0.1	6.210965e-09	0.01191191	0.1
6.673584e-09	0.1813302	0.1	6.673584e-09	0.2176777	0.1	6.673584e-09	0.2826456	0.1	6.673584e-09	0.005908377	0.1	6.673584e-09	0.01194208	0.1
7.231028e-09	0.1602435	0.1	7.231028e-09	0.2234473	0.1	7.231028e-09	0.2900905	0.1	7.231028e-09	0.006139009	0.1	7.231028e-09	0.01192507	0.1
7.788472e-09	0.1417971	0.1	7.788472e-09	0.2285133	0.1	7.788472e-09	0.2966291	0.1	7.788472e-09	0.006354428	0.1	7.788472e-09	0.01186123	0.1
8.345916e-09	0.1256209	0.1	8.345916e-09	0.2329707	0.1	8.345916e-09	0.3023871	0.1	8.345916e-09	0.006556476	0.1	8.345916e-09	0.01176068	0.1
8.90336e-09	0.111405	0.1	8.90336e-09	0.2368992	0.1	8.90336e-09	0.3074695	0.1	8.90336e-09	0.006746704	0.1	8.90336e-09	0.01163171	0.1
9.460803e-09	0.09888842	0.1	9.460803e-09	0.2403663	0.1	9.460803e-09	0.3119651	0.1	9.460803e-09	0.006926435	0.1	9.460803e-09	0.01148113	0.1
1.001825e-08	0.0878497	0.1	1.001825e-08	0.2434293	0.1	1.001825e-08	0.3159492	0.1	1.001825e-08	0.007096804	0.1	1.001825e-08	0.0113145	0.1
1.057569e-08	0.07810022	0.1	1.057569e-08	0.2461373	0.1	1.057569e-08	0.3194861	0.1	1.057569e-08	0.007258795	0.1	1.057569e-08	0.01113634	0.1
1.113314e-08	0.06947836	0.1	1.113314e-08	0.2485327	0.1	1.113314e-08	0.3226309	0.1	1.113314e-08	0.007413268	0.1	1.113314e-08	0.01095034	0.1
1.169058e-08	0.06184509	0.1	1.169058e-08	0.2506519	0.1	1.169058e-08	0.3254311	0.1	1.169058e-08	0.007560978	0.1	1.169058e-08	0.01075946	0.1
1.224802e-08	0.05508029	0.1	1.224802e-08	0.2525267	0.1	1.224802e-08	0.3279278	0.1	1.224802e-08	0.007702589	0.1	1.224802e-08	0.0105661	0.1
1.280547e-08	0.04907987	0.1	1.280547e-08	0.2541849	0.1	1.280547e-08	0.3301568	0.1	1.280547e-08	0.007838693	0.1	1.280547e-08	0.01037217	0.1
1.336291e-08	0.04375329	0.1	1.336291e-08	0.2556506	0.1	1.336291e-08	0.3321491	0.1	1.336291e-08	0.007969812	0.1	1.336291e-08	0.01017921	0.1
1.392036e-08	0.03902161	0.1	1.392036e-08	0.256945	0.1	1.392036e-08	0.3339319	0.1	1.392036e-08	0.008096414	0.1	1.392036e-08	0.009988422	0.1
1.44778e-08	0.0348158	0.1	1.44778e-08	0.2580869	0.1	1.44778e-08	0.335529	0.1	1.44778e-08	0.008218916	0.1	1.44778e-08	0.009800744	0.1
1.503524e-08	0.03107539	0.1	1.503524e-08	0.2590928	0.1	1.503524e-08	0.3369613	0.1	1.503524e-08	0.008337691	0.1	1.503524e-08	0.009616906	0.1
1.559269e-08	0.02774726	0.1	1.559269e-08	0.2599771	0.1	1.559269e-08	0.3382473	0.1	1.559269e-08	0.008453073	0.1	1.559269e-08	0.00943746	0.1
1.615013e-08	0.0247847	0.1	1.615013e-08	0.2607528	0.1	1.615013e-08	0.3394031	0.1	1.615013e-08	0.008565364	0.1	1.615013e-08	0.009262811	0.1
1.670758e-08	0.02214654	0.1	1.670758e-08	0.2614314	0.1	1.670758e-08	0.340443	0.1	1.670758e-08	0.008674834	0.1	1.670758e-08	0.00909325	0.1
1.735443e-08	0.01944414	0.1	1.735443e-08	0.2621103	0.1	1.735443e-08	0.341521	0.1	1.735443e-08	0.008798645	0.1	1.735443e-08	0.008903122	0.1
