Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.235229e-10	0.9999999957199999	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1	1.235229e-10	0.0	0.1
2.107018e-08	1.00000007772	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1	2.107018e-08	0.0	0.1
8.053091e-08	0.9999999159599999	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1	8.053091e-08	0.0	0.1
1.670835e-07	0.99999995195	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1	1.670835e-07	0.0	0.1
3.162051e-07	1.00000004749	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1	3.162051e-07	0.0	0.1
5.547997e-07	0.99999998123	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1	5.547997e-07	0.0	0.1
8.762102e-07	1.00000003272	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1	8.762102e-07	0.0	0.1
1.166066e-06	1.0000000290100002	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1	1.166066e-06	0.0	0.1
1.373106e-06	0.99999988834	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1	1.373106e-06	0.0	0.1
1.681193e-06	0.9999998914599999	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1	1.681193e-06	0.0	0.1
2.066824e-06	0.99999994144	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1	2.066824e-06	0.0	0.1
2.504152e-06	0.9999999148900001	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1	2.504152e-06	0.0	0.1
3.031999e-06	0.99999999498	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1	3.031999e-06	0.0	0.1
3.559847e-06	0.99999999689	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1	3.559847e-06	0.0	0.1
4.155796e-06	0.99999996789	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1	4.155796e-06	0.0	0.1
4.797144e-06	0.9999999514700001	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1	4.797144e-06	0.0	0.1
5.522996e-06	1.00000006389	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1	5.522996e-06	0.0	0.1
6.305181e-06	0.99999996493	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1	6.305181e-06	0.0	0.1
