Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
2.703918e-05	9.99989700003e-06	0.1	2.703918e-05	4.9427669999999994e-114	0.1	2.703918e-05	1.955206e-14	0.1	2.703918e-05	9.426656e-14	0.1	2.703918e-05	2.2253981199999997e-12	0.1	2.703918e-05	1.339745e-13	0.1	2.703918e-05	2.264793e-13	0.1
0.001869693	9.99971500185e-06	0.1	0.001869693	3.417825e-112	0.1	0.001869693	1.578338e-14	0.1	0.001869693	6.519237e-12	0.1	0.001869693	1.53887918e-10	0.1	0.001869693	9.265003e-12	0.1	0.001869693	1.574801e-11	0.1
0.0191959	9.997997019030001e-06	0.1	0.0191959	3.508653e-111	0.1	0.0191959	1.558454e-14	0.1	0.0191959	6.694778e-11	0.1	0.0191959	1.57959034e-09	0.1	0.0191959	9.512813e-11	0.1	0.0191959	1.616752e-10	0.1
0.04264447	9.99567304227e-06	0.1	0.04264447	7.793745e-111	0.1	0.04264447	1.5581e-14	0.1	0.04264447	1.488719e-10	0.1	0.04264447	3.50742644e-09	0.1	0.04264447	2.114191e-10	0.1	0.04264447	3.591325e-10	0.1
0.1027629	9.98973210168e-06	0.1	0.1027629	1.8775596e-110	0.1	0.1027629	1.557224e-14	0.1	0.1027629	3.609071e-10	0.1	0.1027629	8.4312869e-09	0.1	0.1027629	5.10884e-10	0.1	0.1027629	8.652208e-10	0.1
0.2016703	9.980052198480001e-06	0.1	0.2016703	3.68289e-110	0.1	0.2016703	1.555886e-14	0.1	0.2016703	7.231972e-10	0.1	0.2016703	1.64151319e-08	0.1	0.2016703	1.012495e-09	0.1	0.2016703	1.697479e-09	0.1
0.3596976	9.965019348810001e-06	0.1	0.3596976	6.563736e-110	0.1	0.3596976	1.554019e-14	0.1	0.3596976	1.366907e-09	0.1	0.3596976	2.86314213e-08	0.1	0.3596976	1.855188e-09	0.1	0.3596976	3.026919e-09	0.1
0.5560605	9.9474655295834e-06	0.1	0.5560605	1.0137570000000001e-109	0.1	0.5560605	1.552147e-14	0.1	0.5560605	2.340925e-09	0.1	0.5560605	4.2412730000000004e-08	0.1	0.5560605	3.000033e-09	0.1	0.5560605	4.679748e-09	0.1
0.7903512	9.9286137199886e-06	0.1	0.7903512	1.4393865e-109	0.1	0.7903512	1.550459e-14	0.1	0.7903512	3.837782e-09	0.1	0.7903512	5.6286279e-08	0.1	0.7903512	4.506721e-09	0.1	0.7903512	6.654834e-09	0.1
1.096514	9.9076649315735e-06	0.1	1.096514	1.9944624e-109	0.1	1.096514	1.548877e-14	0.1	1.096514	6.409312e-09	0.1	1.096514	6.9987231e-08	0.1	1.096514	6.595878e-09	0.1	1.096514	9.241906e-09	0.1
1.423359	9.889449115555099e-06	0.1	1.423359	2.5858668e-109	0.1	1.423359	1.547628e-14	0.1	1.423359	9.880558e-09	0.1	1.423359	7.9809874e-08	0.1	1.423359	8.750219e-09	0.1	1.423359	1.200986e-08	0.1
1.64397	9.8790862202214e-06	0.1	1.64397	2.9844801e-109	0.1	1.64397	1.546917e-14	0.1	1.64397	1.257406e-08	0.1	1.64397	8.430386800000001e-08	0.1	1.64397	1.005588e-08	0.1	1.64397	1.387982e-08	0.1
1.961135	9.866197350400299e-06	0.1	1.961135	3.5568749999999997e-109	0.1	1.961135	1.545996e-14	0.1	1.961135	1.681257e-08	0.1	1.961135	8.8668896e-08	0.1	1.961135	1.165307e-08	0.1	1.961135	1.656741e-08	0.1
2.360166	9.8523144906186e-06	0.1	2.360166	4.276038e-109	0.1	2.360166	1.544951e-14	0.1	2.360166	2.253985e-08	0.1	2.360166	9.191139000000001e-08	0.1	2.360166	1.319165e-08	0.1	2.360166	1.99422e-08	0.1
2.829185	9.8380576507884e-06	0.1	2.829185	5.120136000000001e-109	0.1	2.829185	1.543862e-14	0.1	2.829185	2.951633e-08	0.1	2.829185	9.398296600000001e-08	0.1	2.829185	1.444896e-08	0.1	2.829185	2.389197e-08	0.1
3.317129	9.8246587874582e-06	0.1	3.317129	5.997066e-109	0.1	3.317129	1.542899e-14	0.1	3.317129	3.675767e-08	0.1	3.317129	9.5184562e-08	0.1	3.317129	1.53229e-08	0.1	3.317129	2.797399e-08	0.1
3.880775	9.8103589333182e-06	0.1	3.880775	7.008618000000001e-109	0.1	3.880775	1.542019e-14	0.1	3.880775	4.482793e-08	0.1	3.880775	9.605603300000001e-08	0.1	3.880775	1.600879e-08	0.1	3.880775	3.264651e-08	0.1
4.497903	9.795794081881202e-06	0.1	4.497903	8.114526000000001e-109	0.1	4.497903	1.541353e-14	0.1	4.497903	5.308347e-08	0.1	4.497903	9.6764614e-08	0.1	4.497903	1.655477e-08	0.1	4.497903	3.770079e-08	0.1
5.195257	9.7805382374924e-06	0.1	5.195257	9.362298e-109	0.1	5.195257	1.540974e-14	0.1	5.195257	6.1522e-08	0.1	5.195257	9.745928300000001e-08	0.1	5.195257	1.705531e-08	0.1	5.195257	4.332375e-08	0.1
