Batch	m_SP	2	P2_L	W4_L	
1.549243e-10	9.7241985396806e-06	0.1	1.549243e-10	2.20118543e-07	0.1
3.324992e-10	9.4176987004512e-06	0.1	3.324992e-10	4.6510532e-07	0.1
7.463972e-10	8.7405164380014e-06	0.1	7.463972e-10	1.00710218e-06	0.1
1.491413e-09	7.6426450868596e-06	0.1	1.491413e-09	1.88800844e-06	0.1
2.207052e-09	6.7188455889296e-06	0.1	2.207052e-09	2.6314741e-06	0.1
2.754456e-09	6.0887279607222e-06	0.1	2.754456e-09	3.1398322000000003e-06	0.1
3.507689e-09	5.3175838601745e-06	0.1	3.507689e-09	3.7634226e-06	0.1
4.570879e-09	4.3930678436378995e-06	0.1	4.570879e-09	4.5133039e-06	0.1
6.021819e-09	3.3859707158989997e-06	0.1	6.021819e-09	5.3332531e-06	0.1
7.472758e-09	2.6104217357793603e-06	0.1	7.472758e-09	5.9671391e-06	0.1
8.923698e-09	2.0129543205515996e-06	0.1	8.923698e-09	6.4571278000000004e-06	0.1
1.037464e-08	1.5525241647536801e-06	0.1	1.037464e-08	6.8358432e-06	0.1
1.182558e-08	1.1975986313107999e-06	0.1	1.182558e-08	7.128524e-06	0.1
1.327652e-08	9.2393835010272e-07	0.1	1.327652e-08	7.3546958e-06	0.1
1.484527e-08	6.9804155216961e-07	0.1	1.484527e-08	7.5417636000000005e-06	0.1
1.659075e-08	5.110451189735321e-07	0.1	1.659075e-08	7.696910900000001e-06	0.1
1.833622e-08	3.7418439260240997e-07	0.1	1.833622e-08	7.810652e-06	0.1
2.00817e-08	2.74000656655466e-07	0.1	2.00817e-08	7.8940322e-06	0.1
2.20499e-08	1.9283510610304201e-07	0.1	2.20499e-08	7.9616679e-06	0.1
2.416659e-08	1.32174028543362e-07	0.1	2.416659e-08	8.012278100000001e-06	0.1
