Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
4.137119	9.88032919572e-06	0.1	4.137119	1.193057e-07	0.1	4.137119	9.132022e-11	0.1	4.137119	1.492839e-10	0.1	4.137119	2.701518e-11	0.1
8.504824	9.75574744155e-06	0.1	8.504824	2.436459e-07	0.1	8.504824	9.019873e-11	0.1	8.504824	3.704255e-10	0.1	8.504824	5.13798e-11	0.1
17.24024	9.511426884780001e-06	0.1	17.24024	4.873088e-07	0.1	17.24024	8.799931e-11	0.1	17.24024	1.005121e-09	0.1	17.24024	8.131202e-11	0.1
32.76985	9.09257507334e-06	0.1	32.76985	9.044144e-07	0.1	32.76985	8.422852e-11	0.1	32.76985	2.747778e-09	0.1	32.76985	9.6185e-11	0.1
52.18188	8.59571304201e-06	0.1	52.18188	1.398056e-06	0.1	52.18188	7.975511e-11	0.1	52.18188	5.981342e-09	0.1	52.18188	9.789518e-11	0.1
67.08481	8.23341566502e-06	0.1	67.08481	1.757127e-06	0.1	67.08481	7.649301e-11	0.1	67.08481	9.218654e-09	0.1	67.08481	9.766434e-11	0.1
81.98775	7.886951129699999e-06	0.1	81.98775	2.099742e-06	0.1	81.98775	7.33733e-11	0.1	81.98775	1.307856e-08	0.1	81.98775	9.730887e-11	0.1
108.0315	7.31743782489e-06	0.1	108.0315	2.661117e-06	0.1	108.0315	6.824473e-11	0.1	108.0315	2.123358e-08	0.1	108.0315	9.667983e-11	0.1
145.1978	6.5779762195800005e-06	0.1	145.1978	3.386102e-06	0.1	145.1978	6.158483e-11	0.1	145.1978	3.573233e-08	0.1	145.1978	9.58377e-11	0.1
205.6651	5.5377900677553995e-06	0.1	205.6651	4.396418e-06	0.1	205.6651	5.221423e-11	0.1	205.6651	6.563288e-08	0.1	205.6651	9.460043e-11	0.1
266.1324	4.6699768327576e-06	0.1	266.1324	5.22775e-06	0.1	266.1324	4.439373e-11	0.1	266.1324	1.021408e-07	0.1	266.1324	9.350675e-11	0.1
350.0908	3.6981232787578003e-06	0.1	350.0908	6.140157e-06	0.1	350.0908	3.563124e-11	0.1	350.0908	1.616151e-07	0.1	350.0908	9.218682e-11	0.1
439.922	2.896085459627e-06	0.1	439.922	6.869842e-06	0.1	439.922	2.839432e-11	0.1	439.922	2.339915e-07	0.1	439.922	9.098213e-11	0.1
529.7532	2.282936485512e-06	0.1	529.7532	7.403938e-06	0.1	529.7532	2.285613e-11	0.1	529.7532	3.130627e-07	0.1	529.7532	8.994628e-11	0.1
619.5844	1.8140191340048e-06	0.1	619.5844	7.788938e-06	0.1	619.5844	1.861511e-11	0.1	619.5844	3.96994e-07	0.1	619.5844	8.904224e-11	0.1
709.4157	1.455234719875e-06	0.1	709.4157	8.060339e-06	0.1	709.4157	1.536465e-11	0.1	709.4157	4.843874e-07	0.1	709.4157	8.824093e-11	0.1
799.2469	1.1805494860428e-06	0.1	799.2469	8.245242e-06	0.1	799.2469	1.287066e-11	0.1	799.2469	5.74178e-07	0.1	799.2469	8.751965e-11	0.1
889.0781	9.700846199835e-07	0.1	889.0781	8.364336e-06	0.1	889.0781	1.095438e-11	0.1	889.0781	6.655553e-07	0.1	889.0781	8.686071e-11	0.1
978.9093	8.0866166635968e-07	0.1	978.9093	8.433415e-06	0.1	978.9093	9.479321e-12	0.1	978.9093	7.579031e-07	0.1	978.9093	8.625041e-11	0.1
1076.099	6.759077325254099e-07	0.1	1076.099	8.465706e-06	0.1	1076.099	8.260401e-12	0.1	1076.099	8.583701e-07	0.1	1076.099	8.563267e-11	0.1
1184.327	5.662661710036001e-07	0.1	1184.327	8.463317e-06	0.1	1184.327	7.246778e-12	0.1	1184.327	9.704027e-07	0.1	1184.327	8.49847e-11	0.1
1292.556	4.860605046685099e-07	0.1	1292.556	8.431757e-06	0.1	1292.556	6.49819e-12	0.1	1292.556	1.08217e-06	0.1	1292.556	8.436866e-11	0.1
1400.784	4.2713451603984e-07	0.1	1400.784	8.3795e-06	0.1	1400.784	5.941292e-12	0.1	1400.784	1.193355e-06	0.1	1400.784	8.37768e-11	0.1
1527.011	3.7752913387258e-07	0.1	1527.011	8.300463e-06	0.1	1527.011	5.46414e-12	0.1	1527.011	1.321998e-06	0.1	1527.011	8.31096e-11	0.1
1657.739	3.412630754295e-07	0.1	1657.739	8.204916e-06	0.1	1657.739	5.106308e-12	0.1	1657.739	1.453811e-06	0.1	1657.739	8.243843e-11	0.1
1788.466	3.1544944074404e-07	0.1	1788.466	8.100529e-06	0.1	1788.466	4.84295e-12	0.1	1788.466	1.584012e-06	0.1	1788.466	8.178257e-11	0.1
1941.148	2.9408835912594e-07	0.1	1941.148	7.972006e-06	0.1	1941.148	4.614986e-12	0.1	1941.148	1.733896e-06	0.1	1941.148	8.103154e-11	0.1
2099.319	2.7842808666634e-07	0.1	2099.319	7.83497e-06	0.1	2099.319	4.437669e-12	0.1	2099.319	1.886592e-06	0.1	2099.319	8.026696e-11	0.1
2264.266	2.664935020396e-07	0.1	2264.266	7.690508e-06	0.1	2264.266	4.293009e-12	0.1	2264.266	2.042988e-06	0.1	2264.266	7.948152e-11	0.1
2456.321	2.5603647631688e-07	0.1	2456.321	7.522538e-06	0.1	2456.321	4.156405e-12	0.1	2456.321	2.221415e-06	0.1	2456.321	7.857997e-11	0.1
2656.342	2.4746533139184e-07	0.1	2656.342	7.349452e-06	0.1	2656.342	4.036008e-12	0.1	2656.342	2.403071e-06	0.1	2656.342	7.765407e-11	0.1
2888.223	2.3920108602834e-07	0.1	2888.223	7.152372e-06	0.1	2888.223	3.912735e-12	0.1	2888.223	2.608415e-06	0.1	2888.223	7.659586e-11	0.1
