Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.0005182376	9.876708244239201e-06	0.1	0.0005182376	3.364215e-09	0.1	0.0005182376	7.531815e-111	0.1	0.0005182376	2.786771e-09	0.1	0.0005182376	9.9364722e-08	0.1	0.0005182376	6.452263e-09	0.1	0.0005182376	1.12224e-08	0.1
0.001436574	9.662122479113401e-06	0.1	0.001436574	9.224332e-09	0.1	0.001436574	2.0651291999999997e-110	0.1	0.001436574	7.640978e-09	0.1	0.001436574	2.72445831e-07	0.1	0.001436574	1.769144e-08	0.1	0.001436574	3.077043e-08	0.1
0.002955953	9.3172823040126e-06	0.1	0.002955953	1.864199e-08	0.1	0.002955953	4.173438e-110	0.1	0.002955953	1.544173e-08	0.1	0.002955953	5.505892529999999e-07	0.1	0.002955953	3.575365e-08	0.1	0.002955953	6.218426e-08	0.1
0.005488251	8.7696827784528e-06	0.1	0.005488251	3.359806e-08	0.1	0.005488251	7.521408000000001e-110	0.1	0.005488251	2.782921e-08	0.1	0.005488251	9.9227956e-07	0.1	0.005488251	6.443799e-08	0.1	0.005488251	1.12069e-07	0.1
0.009815241	7.9074301097e-06	0.1	0.009815241	5.714813e-08	0.1	0.009815241	1.2793137e-109	0.1	0.009815241	4.733461e-08	0.1	0.009815241	1.68776791e-06	0.1	0.009815241	1.096048e-07	0.1	0.009815241	1.906179e-07	0.1
0.01219509	7.469880625325e-06	0.1	0.01219509	6.909843e-08	0.1	0.01219509	1.546827e-109	0.1	0.01219509	5.72326e-08	0.1	0.01219509	2.04069232e-06	0.1	0.01219509	1.325244e-07	0.1	0.01219509	2.304774e-07	0.1
0.01370953	7.2041335063425e-06	0.1	0.01370953	7.635649e-08	0.1	0.01370953	1.7093031e-109	0.1	0.01370953	6.324421e-08	0.1	0.01370953	2.25504264e-06	0.1	0.01370953	1.464447e-07	0.1	0.01370953	2.546863e-07	0.1
0.01630573	6.7703736298884e-06	0.1	0.01630573	8.820323e-08	0.1	0.01630573	1.9744995000000001e-109	0.1	0.01630573	7.305648e-08	0.1	0.01630573	2.60491065e-06	0.1	0.01630573	1.691656e-07	0.1	0.01630573	2.942006e-07	0.1
0.02063272	6.1046997539808e-06	0.1	0.02063272	1.06384e-07	0.1	0.02063272	2.3814879e-109	0.1	0.02063272	8.811505e-08	0.1	0.02063272	3.14184046e-06	0.1	0.02063272	2.040347e-07	0.1	0.02063272	3.548419e-07	0.1
0.02495971	5.504475734408e-06	0.1	0.02495971	1.227772e-07	0.1	0.02495971	2.7484605000000003e-109	0.1	0.02495971	1.01693e-07	0.1	0.02495971	3.62597881e-06	0.1	0.02495971	2.354753e-07	0.1	0.02495971	4.095209e-07	0.1
0.0292867	4.9632680462042e-06	0.1	0.0292867	1.375585e-07	0.1	0.0292867	3.079353e-109	0.1	0.0292867	1.13936e-07	0.1	0.0292867	4.06251565e-06	0.1	0.0292867	2.638246e-07	0.1	0.0292867	4.588237e-07	0.1
0.03361369	4.4752720797485995e-06	0.1	0.03361369	1.508866e-07	0.1	0.03361369	3.377709e-109	0.1	0.03361369	1.249752e-07	0.1	0.03361369	4.4561321499999995e-06	0.1	0.03361369	2.893865e-07	0.1	0.03361369	5.03279e-07	0.1
