Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
1.594734e-10	0.9999999835300001	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1	1.594734e-10	0.0	0.1
3.099703e-10	1.0000000335600001	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1	3.099703e-10	0.0	0.1
4.793032e-10	0.9999999365900001	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1	4.793032e-10	0.0	0.1
6.785806e-10	0.9999999283100001	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1	6.785806e-10	0.0	0.1
9.215971e-10	0.99999994396	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1	9.215971e-10	0.0	0.1
1.217469e-09	1.00000003162	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1	1.217469e-09	0.0	0.1
1.594091e-09	0.9999999130700001	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1	1.594091e-09	0.0	0.1
2.099679e-09	0.99999994561	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1	2.099679e-09	0.0	0.1
2.828472e-09	0.99999997777	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1	2.828472e-09	0.0	0.1
3.931729e-09	1.00000004765	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1	3.931729e-09	0.0	0.1
5.331319e-09	1.00000003607	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1	5.331319e-09	0.0	0.1
7.911135e-09	1.00000001379	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1	7.911135e-09	0.0	0.1
1.114365e-08	1.00000010167	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1	1.114365e-08	0.0	0.1
1.49072e-08	0.9999999860100001	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1	1.49072e-08	0.0	0.1
2.014225e-08	1.00000001277	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1	2.014225e-08	0.0	0.1
2.650107e-08	0.99999998782	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1	2.650107e-08	0.0	0.1
3.314084e-08	1.00000000114	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1	3.314084e-08	0.0	0.1
4.087022e-08	1.00000004158	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1	4.087022e-08	0.0	0.1
4.923637e-08	1.00000002512	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1	4.923637e-08	0.0	0.1
5.905998e-08	0.99999998206	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1	5.905998e-08	0.0	0.1
7.183286e-08	1.00000001764	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1	7.183286e-08	0.0	0.1
8.763703e-08	1.00000001055	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1	8.763703e-08	0.0	0.1
1.068822e-07	1.00000009991	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1	1.068822e-07	0.0	0.1
1.437162e-07	0.99999995051	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1	1.437162e-07	0.0	0.1
2.100174e-07	1.00000000987	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1	2.100174e-07	0.0	0.1
3.426198e-07	0.9999999297000001	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1	3.426198e-07	0.0	0.1
6.078246e-07	0.9999999536700002	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1	6.078246e-07	0.0	0.1
1.022115e-06	1.0000000437799998	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1	1.022115e-06	0.0	0.1
1.578553e-06	1.0000000407899998	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1	1.578553e-06	0.0	0.1
2.332009e-06	1.00000006214	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1	2.332009e-06	0.0	0.1
3.499122e-06	1.00000002769	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1	3.499122e-06	0.0	0.1
4.860086e-06	1.00000003575	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1	4.860086e-06	0.0	0.1
6.350283e-06	0.9999999842699999	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1	6.350283e-06	0.0	0.1
7.84048e-06	1.00000009567	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1	7.84048e-06	0.0	0.1
9.330677e-06	0.99999992725	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1	9.330677e-06	0.0	0.1
1.082087e-05	1.00000001775	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1	1.082087e-05	0.0	0.1
1.231107e-05	1.00000000719	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1	1.231107e-05	0.0	0.1
