Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
0.0001227903	0.98967783	0.1	0.0001227903	0.0001379333	0.1	0.0001227903	2.908141e-06	0.1	0.0001227903	0.002268277	0.1	0.0001227903	0.00155850952	0.1	0.0001227903	0.000140496	0.1	0.0001227903	2.241218e-10	0.1
0.0001367977	0.98858871	0.1	0.0001367977	0.0001535424	0.1	0.0001367977	3.242441e-06	0.1	0.0001367977	0.002595539	0.1	0.0001367977	0.00173487729	0.1	0.0001367977	0.0001563951	0.1	0.0001367977	2.494873e-10	0.1
0.0001508051	0.98749674	0.1	0.0001508051	0.0001691251	0.1	0.0001508051	3.576322e-06	0.1	0.0001508051	0.002926938	0.1	0.0001508051	0.00191094788	0.1	0.0001508051	0.0001722674	0.1	0.0001508051	2.7481e-10	0.1
0.0001670693	0.98622659	0.1	0.0001670693	0.0001871854	0.1	0.0001670693	3.963423e-06	0.1	0.0001670693	0.00331548	0.1	0.0001670693	0.0021150119199999998	0.1	0.0001670693	0.0001906632	0.1	0.0001670693	3.041588e-10	0.1
0.0001838976	0.98491126	0.1	0.0001838976	0.0002058349	0.1	0.0001838976	4.36327e-06	0.1	0.0001838976	0.003720446	0.1	0.0001838976	0.00232573367	0.1	0.0001838976	0.0002096592	0.1	0.0001838976	3.344653e-10	0.1
0.0002007259	0.98359593	0.1	0.0002007259	0.0002244467	0.1	0.0002007259	4.762394e-06	0.1	0.0002007259	0.004127373	0.1	0.0002007259	0.00253603	0.1	0.0002007259	0.0002286169	0.1	0.0002007259	3.647104e-10	0.1
0.0002182648	0.98222566	0.1	0.0002182648	0.0002438043	0.1	0.0002182648	5.177576e-06	0.1	0.0002182648	0.00455275	0.1	0.0002182648	0.00275475277	0.1	0.0002182648	0.0002483341	0.1	0.0002182648	3.961676e-10	0.1
0.0002386455	0.98063497	0.1	0.0002386455	0.0002662474	0.1	0.0002386455	5.658998e-06	0.1	0.0002386455	0.005047879	0.1	0.0002386455	0.00300833937	0.1	0.0002386455	0.0002711942	0.1	0.0002386455	4.326389e-10	0.1
0.0002590262	0.9790468299999999	0.1	0.0002590262	0.0002886359	0.1	0.0002590262	6.139293e-06	0.1	0.0002590262	0.005543253	0.1	0.0002590262	0.00326130824	0.1	0.0002590262	0.0002939987	0.1	0.0002590262	4.690214e-10	0.1
0.0002802731	0.9773941700000001	0.1	0.0002802731	0.0003119179	0.1	0.0002802731	6.638788e-06	0.1	0.0002802731	0.006059443	0.1	0.0002802731	0.00352437356	0.1	0.0002802731	0.0003177133	0.1	0.0002802731	5.06856e-10	0.1
0.0003049846	0.9754765400000001	0.1	0.0003049846	0.0003389224	0.1	0.0003049846	7.21817e-06	0.1	0.0003049846	0.006659049	0.1	0.0003049846	0.00382949874	0.1	0.0003049846	0.0003452195	0.1	0.0003049846	5.507396e-10	0.1
