Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
8.330426e-13	0.9999999736460251	0.1	8.330426e-13	1.046472e-13	0.1	8.330426e-13	1.403491e-14	0.1	8.330426e-13	1.061025e-13	0.1	8.330426e-13	1.72531e-15	0.1	8.330426e-13	4.092962e-10	0.1	8.330426e-13	2.434881e-12	0.1	8.330426e-13	2.470936e-11	0.1	8.330426e-13	1.655195e-12	0.1	8.330426e-13	4.062246e-14	0.1	8.330426e-13	2.263028e-10	0.1	8.330426e-13	2.004662e-09	0.1
2.423952e-12	0.99999994239004	0.1	2.423952e-12	3.046763e-13	0.1	2.423952e-12	4.068554e-14	0.1	2.423952e-12	3.059325e-13	0.1	2.423952e-12	7.777155e-15	0.1	2.423952e-12	6.541397e-10	0.1	2.423952e-12	2.764776e-12	0.1	2.423952e-12	7.571724e-11	0.1	2.423952e-12	2.661441e-12	0.1	2.423952e-12	1.18202e-13	0.1	2.423952e-12	6.585475e-10	0.1	2.423952e-12	5.833082e-09	0.1
4.361188e-12	0.9999999649108801	0.1	4.361188e-12	5.485655e-13	0.1	4.361188e-12	7.286769e-14	0.1	4.361188e-12	5.443982e-13	0.1	4.361188e-12	1.992844e-14	0.1	4.361188e-12	7.045561e-10	0.1	4.361188e-12	2.858723e-12	0.1	4.361188e-12	1.395563e-10	0.1	4.361188e-12	2.872204e-12	0.1	4.361188e-12	2.126705e-13	0.1	4.361188e-12	1.184979e-09	0.1	4.361188e-12	1.049491e-08	0.1
7.584217e-12	0.99999995456333	0.1	7.584217e-12	9.550953e-13	0.1	7.584217e-12	1.257599e-13	0.1	7.584217e-12	9.297572e-13	0.1	7.584217e-12	5.131065e-14	0.1	7.584217e-12	7.131105e-10	0.1	7.584217e-12	2.871587e-12	0.1	7.584217e-12	2.462192e-10	0.1	7.584217e-12	2.906081e-12	0.1	7.584217e-12	3.698421e-13	0.1	7.584217e-12	2.061022e-09	0.1	7.584217e-12	1.825093e-08	0.1
1.396503e-11	0.999999970986	0.1	1.396503e-11	1.762724e-12	0.1	1.396503e-11	2.281222e-13	0.1	1.396503e-11	1.653451e-12	0.1	1.396503e-11	1.517861e-13	0.1	1.396503e-11	7.148171e-10	0.1	1.396503e-11	2.87763e-12	0.1	1.396503e-11	4.571694e-10	0.1	1.396503e-11	2.908039e-12	0.1	1.396503e-11	6.810106e-13	0.1	1.396503e-11	3.796093e-09	0.1	1.396503e-11	3.360596e-08	0.1
2.672665e-11	0.9999998426451999	0.1	2.672665e-11	3.38899e-12	0.1	2.672665e-11	4.238039e-13	0.1	2.672665e-11	2.96336e-12	0.1	2.672665e-11	4.861991e-13	0.1	2.672665e-11	7.171723e-10	0.1	2.672665e-11	2.886892e-12	0.1	2.672665e-11	8.776711e-10	0.1	2.672665e-11	2.909452e-12	0.1	2.672665e-11	1.303381e-12	0.1	2.672665e-11	7.268895e-09	0.1	2.672665e-11	6.431607e-08	0.1
5.105544e-11	0.9999997666775	0.1	5.105544e-11	6.528741e-12	0.1	5.105544e-11	7.656876e-13	0.1	5.105544e-11	5.06357e-12	0.1	5.105544e-11	1.502883e-12	0.1	5.105544e-11	7.200476e-10	0.1	5.105544e-11	2.898235e-12	0.1	5.105544e-11	1.673511e-09	0.1	5.105544e-11	2.911072e-12	0.1	5.105544e-11	2.490017e-12	0.1	5.105544e-11	1.389812e-08	0.1	5.105544e-11	1.228621e-07	0.1
8.021131e-11	0.9999995730394	0.1	8.021131e-11	1.035604e-11	0.1	8.021131e-11	1.126941e-12	0.1	8.021131e-11	7.108e-12	0.1	8.021131e-11	3.157355e-12	0.1	8.021131e-11	7.217255e-10	0.1	8.021131e-11	2.904935e-12	0.1	8.021131e-11	2.616133e-09	0.1	8.021131e-11	2.91181e-12	0.1	8.021131e-11	3.912403e-12	0.1	8.021131e-11	2.18555e-08	0.1	8.021131e-11	1.930246e-07	0.1
1.105739e-10	0.9999994194919999	0.1	1.105739e-10	1.441115e-11	0.1	1.105739e-10	1.454013e-12	0.1	1.105739e-10	8.895578e-12	0.1	1.105739e-10	5.174586e-12	0.1	1.105739e-10	7.223418e-10	0.1	1.105739e-10	2.907511e-12	0.1	1.105739e-10	3.583999e-09	0.1	1.105739e-10	2.9118e-12	0.1	1.105739e-10	5.394065e-12	0.1	1.105739e-10	3.015516e-08	0.1	1.105739e-10	2.660915e-07	0.1
1.435323e-10	0.9999992063689	0.1	1.435323e-10	1.888617e-11	0.1	1.435323e-10	1.760075e-12	0.1	1.435323e-10	1.059881e-11	0.1	1.435323e-10	7.543698e-12	0.1	1.435323e-10	7.223406e-10	0.1	1.435323e-10	2.907696e-12	0.1	1.435323e-10	4.618227e-09	0.1	1.435323e-10	2.911335e-12	0.1	1.435323e-10	7.002895e-12	0.1	1.435323e-10	3.917785e-08	0.1	1.435323e-10	3.454053e-07	0.1
1.803842e-10	0.9999990560396	0.1	1.803842e-10	2.39715e-11	0.1	1.803842e-10	2.0508e-12	0.1	1.803842e-10	1.23298e-11	0.1	1.803842e-10	1.029327e-11	0.1	1.803842e-10	7.219416e-10	0.1	1.803842e-10	2.906352e-12	0.1	1.803842e-10	5.754299e-09	0.1	1.803842e-10	2.910552e-12	0.1	1.803842e-10	8.802422e-12	0.1	1.803842e-10	4.928202e-08	0.1	1.803842e-10	4.340894e-07	0.1
2.257863e-10	0.9999987529730999	0.1	2.257863e-10	3.034227e-11	0.1	2.257863e-10	2.346681e-12	0.1	2.257863e-10	1.431622e-11	0.1	2.257863e-10	1.372106e-11	0.1	2.257863e-10	7.212068e-10	0.1	2.257863e-10	2.903743e-12	0.1	2.257863e-10	7.124646e-09	0.1	2.257863e-10	2.909438e-12	0.1	2.257863e-10	1.10204e-11	0.1	2.257863e-10	6.175209e-08	0.1	2.257863e-10	5.433503e-07	0.1
2.800778e-10	0.9999985322730001	0.1	2.800778e-10	3.809407e-11	0.1	2.800778e-10	2.627687e-12	0.1	2.800778e-10	1.656772e-11	0.1	2.800778e-10	1.779262e-11	0.1	2.800778e-10	7.202145e-10	0.1	2.800778e-10	2.900171e-12	0.1	2.800778e-10	8.721548e-09	0.1	2.800778e-10	2.908056e-12	0.1	2.800778e-10	1.3674e-11	0.1	2.800778e-10	7.669382e-08	0.1	2.800778e-10	6.740045e-07	0.1
3.469501e-10	0.9999981717261001	0.1	3.469501e-10	4.781319e-11	0.1	3.469501e-10	2.889932e-12	0.1	3.469501e-10	1.922456e-11	0.1	3.469501e-10	2.27042e-11	0.1	3.469501e-10	7.189757e-10	0.1	3.469501e-10	2.895691e-12	0.1	3.469501e-10	1.062763e-08	0.1	3.469501e-10	2.906383e-12	0.1	3.469501e-10	1.694451e-11	0.1	3.469501e-10	9.514169e-08	0.1	3.469501e-10	8.349363e-07	0.1
4.323334e-10	0.9999976252477001	0.1	4.323334e-10	6.045152e-11	0.1	4.323334e-10	3.12735e-12	0.1	4.323334e-10	2.248091e-11	0.1	4.323334e-10	2.877302e-11	0.1	4.323334e-10	7.174511e-10	0.1	4.323334e-10	2.890171e-12	0.1	4.323334e-10	1.296706e-08	0.1	4.323334e-10	2.904349e-12	0.1	4.323334e-10	2.112344e-11	0.1	4.323334e-10	1.187638e-07	0.1	4.323334e-10	1.040418e-06	0.1
5.426077e-10	0.9999970762339	0.1	5.426077e-10	7.70828e-11	0.1	5.426077e-10	3.32648e-12	0.1	5.426077e-10	2.649752e-11	0.1	5.426077e-10	3.626935e-11	0.1	5.426077e-10	7.156075e-10	0.1	5.426077e-10	2.883493e-12	0.1	5.426077e-10	1.583904e-08	0.1	5.426077e-10	2.901906e-12	0.1	5.426077e-10	2.65256e-11	0.1	5.426077e-10	1.493802e-07	0.1	5.426077e-10	1.305804e-06	0.1
6.828152e-10	0.9999963048500999	0.1	6.828152e-10	9.862707e-11	0.1	6.828152e-10	3.475494e-12	0.1	6.828152e-10	3.132773e-11	0.1	6.828152e-10	4.527349e-11	0.1	6.828152e-10	7.134629e-10	0.1	6.828152e-10	2.875725e-12	0.1	6.828152e-10	1.926124e-08	0.1	6.828152e-10	2.899084e-12	0.1	6.828152e-10	3.340189e-11	0.1	6.828152e-10	1.884738e-07	0.1	6.828152e-10	1.643234e-06	0.1
9.158874e-10	0.9999950813752001	0.1	9.158874e-10	1.351897e-10	0.1	9.158874e-10	3.598093e-12	0.1	9.158874e-10	3.874221e-11	0.1	9.158874e-10	5.905989e-11	0.1	9.158874e-10	7.103417e-10	0.1	9.158874e-10	2.864419e-12	0.1	9.158874e-10	2.442793e-08	0.1	9.158874e-10	2.895017e-12	0.1	9.158874e-10	4.485055e-11	0.1	9.158874e-10	2.538436e-07	0.1	9.158874e-10	2.204164e-06	0.1
1.167718e-09	0.9999936652189	0.1	1.167718e-09	1.754724e-10	0.1	1.167718e-09	3.661007e-12	0.1	1.167718e-09	4.599678e-11	0.1	1.167718e-09	7.250231e-11	0.1	1.167718e-09	7.075066e-10	0.1	1.167718e-09	2.854149e-12	0.1	1.167718e-09	2.935324e-08	0.1	1.167718e-09	2.891375e-12	0.1	1.167718e-09	5.724386e-11	0.1	1.167718e-09	3.249623e-07	0.1	1.167718e-09	2.810253e-06	0.1
1.447686e-09	0.9999922363179	0.1	1.447686e-09	2.20933e-10	0.1	1.447686e-09	3.703368e-12	0.1	1.447686e-09	5.32756e-11	0.1	1.447686e-09	8.593755e-11	0.1	1.447686e-09	7.049008e-10	0.1	1.447686e-09	2.84471e-12	0.1	1.447686e-09	3.412767e-08	0.1	1.447686e-09	2.888081e-12	0.1	1.447686e-09	7.104762e-11	0.1	1.447686e-09	4.045552e-07	0.1	1.447686e-09	3.484074e-06	0.1
1.727654e-09	0.9999907059444	0.1	1.727654e-09	2.668875e-10	0.1	1.727654e-09	3.735859e-12	0.1	1.727654e-09	5.985483e-11	0.1	1.727654e-09	9.803126e-11	0.1	1.727654e-09	7.027686e-10	0.1	1.727654e-09	2.836986e-12	0.1	1.727654e-09	3.826113e-08	0.1	1.727654e-09	2.885437e-12	0.1	1.727654e-09	8.4876e-11	0.1	1.727654e-09	4.846373e-07	0.1	1.727654e-09	4.157904e-06	0.1
2.007622e-09	0.9999891950023999	0.1	2.007622e-09	3.131584e-10	0.1	2.007622e-09	3.764241e-12	0.1	2.007622e-09	6.584558e-11	0.1	2.007622e-09	1.089976e-10	0.1	2.007622e-09	7.01024e-10	0.1	2.007622e-09	2.830665e-12	0.1	2.007622e-09	4.184073e-08	0.1	2.007622e-09	2.883316e-12	0.1	2.007622e-09	9.872684e-11	0.1	2.007622e-09	5.65148e-07	0.1	2.007622e-09	4.831742e-06	0.1
2.287591e-09	0.9999876734134999	0.1	2.287591e-09	3.596018e-10	0.1	2.287591e-09	3.790256e-12	0.1	2.287591e-09	7.134044e-11	0.1	2.287591e-09	1.190149e-10	0.1	2.287591e-09	6.995966e-10	0.1	2.287591e-09	2.825494e-12	0.1	2.287591e-09	4.494155e-08	0.1	2.287591e-09	2.881619e-12	0.1	2.287591e-09	1.125983e-10	0.1	2.287591e-09	6.46034e-07	0.1	2.287591e-09	5.505585e-06	0.1
2.601636e-09	0.9999859559723	0.1	2.601636e-09	4.117583e-10	0.1	2.601636e-09	3.817412e-12	0.1	2.601636e-09	7.700907e-11	0.1	2.601636e-09	1.293052e-10	0.1	2.601636e-09	6.983018e-10	0.1	2.601636e-09	2.820802e-12	0.1	2.601636e-09	4.792987e-08	0.1	2.601636e-09	2.880118e-12	0.1	2.601636e-09	1.281808e-10	0.1	2.601636e-09	7.37154e-07	0.1	2.601636e-09	6.261451e-06	0.1
2.938399e-09	0.9999841147480001	0.1	2.938399e-09	4.676109e-10	0.1	2.938399e-09	3.844642e-12	0.1	2.938399e-09	8.260389e-11	0.1	2.938399e-09	1.394166e-10	0.1	2.938399e-09	6.972018e-10	0.1	2.938399e-09	2.816816e-12	0.1	2.938399e-09	5.064399e-08	0.1	2.938399e-09	2.878881e-12	0.1	2.938399e-09	1.449151e-10	0.1	2.938399e-09	8.352597e-07	0.1	2.938399e-09	7.072e-06	0.1
3.275163e-09	0.9999823047861001	0.1	3.275163e-09	5.232543e-10	0.1	3.275163e-09	3.870267e-12	0.1	3.275163e-09	8.778539e-11	0.1	3.275163e-09	1.487406e-10	0.1	3.275163e-09	6.963375e-10	0.1	3.275163e-09	2.813684e-12	0.1	3.275163e-09	5.292987e-08	0.1	3.275163e-09	2.877943e-12	0.1	3.275163e-09	1.61673e-10	0.1	3.275163e-09	9.337138e-07	0.1	3.275163e-09	7.88255e-06	0.1
3.611926e-09	0.9999805320305001	0.1	3.611926e-09	5.785835e-10	0.1	3.611926e-09	3.894556e-12	0.1	3.611926e-09	9.262576e-11	0.1	3.611926e-09	1.574162e-10	0.1	3.611926e-09	6.956586e-10	0.1	3.611926e-09	2.811223e-12	0.1	3.611926e-09	5.485568e-08	0.1	3.611926e-09	2.877235e-12	0.1	3.611926e-09	1.784529e-10	0.1	3.611926e-09	1.032464e-06	0.1	3.611926e-09	8.6931e-06	0.1
3.94869e-09	0.9999786304369	0.1	3.94869e-09	6.335161e-10	0.1	3.94869e-09	3.917722e-12	0.1	3.94869e-09	9.718306e-11	0.1	3.94869e-09	1.655553e-10	0.1	3.94869e-09	6.951252e-10	0.1	3.94869e-09	2.809289e-12	0.1	3.94869e-09	5.647862e-08	0.1	3.94869e-09	2.876703e-12	0.1	3.94869e-09	1.952535e-10	0.1	3.94869e-09	1.131467e-06	0.1	3.94869e-09	9.503649e-06	0.1
4.340265e-09	0.9999765359047	0.1	4.340265e-09	6.968068e-10	0.1	4.340265e-09	3.943472e-12	0.1	4.340265e-09	1.021876e-10	0.1	4.340265e-09	1.744627e-10	0.1	4.340265e-09	6.946469e-10	0.1	4.340265e-09	2.807555e-12	0.1	4.340265e-09	5.804813e-08	0.1	4.340265e-09	2.876251e-12	0.1	4.340265e-09	2.148131e-10	0.1	4.340265e-09	1.24685e-06	0.1	4.340265e-09	1.044612e-05	0.1
4.745543e-09	0.9999743604904001	0.1	4.745543e-09	7.615757e-10	0.1	4.745543e-09	3.968994e-12	0.1	4.745543e-09	1.070923e-10	0.1	4.745543e-09	1.831642e-10	0.1	4.745543e-09	6.942747e-10	0.1	4.745543e-09	2.806205e-12	0.1	4.745543e-09	5.937593e-08	0.1	4.745543e-09	2.875922e-12	0.1	4.745543e-09	2.350835e-10	0.1	4.745543e-09	1.366523e-06	0.1	4.745543e-09	1.142157e-05	0.1
5.150822e-09	0.9999721791805	0.1	5.150822e-09	8.255345e-10	0.1	5.150822e-09	3.993549e-12	0.1	5.150822e-09	1.117668e-10	0.1	5.150822e-09	1.914343e-10	0.1	5.150822e-09	6.939962e-10	0.1	5.150822e-09	2.805194e-12	0.1	5.150822e-09	6.045776e-08	0.1	5.150822e-09	2.875696e-12	0.1	5.150822e-09	2.553795e-10	0.1	5.150822e-09	1.486407e-06	0.1	5.150822e-09	1.239701e-05	0.1
5.5561e-09	0.9999700049486	0.1	5.5561e-09	8.886396e-10	0.1	5.5561e-09	4.01728e-12	0.1	5.5561e-09	1.162496e-10	0.1	5.5561e-09	1.993471e-10	0.1	5.5561e-09	6.937878e-10	0.1	5.5561e-09	2.804437e-12	0.1	5.5561e-09	6.133946e-08	0.1	5.5561e-09	2.875543e-12	0.1	5.5561e-09	2.756998e-10	0.1	5.5561e-09	1.606464e-06	0.1	5.5561e-09	1.337244e-05	0.1
6.028317e-09	0.9999673997508001	0.1	6.028317e-09	9.61052e-10	0.1	6.028317e-09	4.044039e-12	0.1	6.028317e-09	1.212705e-10	0.1	6.028317e-09	2.081921e-10	0.1	6.028317e-09	6.936102e-10	0.1	6.028317e-09	2.803791e-12	0.1	6.028317e-09	6.216352e-08	0.1	6.028317e-09	2.875428e-12	0.1	6.028317e-09	2.994059e-10	0.1	6.028317e-09	1.746529e-06	0.1	6.028317e-09	1.450897e-05	0.1
6.517269e-09	0.9999647576054	0.1	6.517269e-09	1.034736e-09	0.1	6.517269e-09	4.070871e-12	0.1	6.517269e-09	1.262762e-10	0.1	6.517269e-09	2.169948e-10	0.1	6.517269e-09	6.934796e-10	0.1	6.517269e-09	2.803316e-12	0.1	6.517269e-09	6.283359e-08	0.1	6.517269e-09	2.875357e-12	0.1	6.517269e-09	3.239842e-10	0.1	6.517269e-09	1.891718e-06	0.1	6.517269e-09	1.568576e-05	0.1
7.006221e-09	0.9999620985028	0.1	7.006221e-09	1.107088e-09	0.1	7.006221e-09	4.096923e-12	0.1	7.006221e-09	1.311146e-10	0.1	7.006221e-09	2.254918e-10	0.1	7.006221e-09	6.933875e-10	0.1	7.006221e-09	2.80298e-12	0.1	7.006221e-09	6.335768e-08	0.1	7.006221e-09	2.875319e-12	0.1	7.006221e-09	3.485941e-10	0.1	7.006221e-09	2.037038e-06	0.1	7.006221e-09	1.686254e-05	0.1
7.536521e-09	0.9999592544252001	0.1	7.536521e-09	1.184047e-09	0.1	7.536521e-09	4.124394e-12	0.1	7.536521e-09	1.361987e-10	0.1	7.536521e-09	2.344106e-10	0.1	7.536521e-09	6.93318e-10	0.1	7.536521e-09	2.802725e-12	0.1	7.536521e-09	6.379802e-08	0.1	7.536521e-09	2.8753e-12	0.1	7.536521e-09	3.753196e-10	0.1	7.536521e-09	2.19476e-06	0.1	7.536521e-09	1.813881e-05	0.1
8.128843e-09	0.9999560783667999	0.1	8.128843e-09	1.268153e-09	0.1	8.128843e-09	4.154209e-12	0.1	8.128843e-09	1.417008e-10	0.1	8.128843e-09	2.440545e-10	0.1	8.128843e-09	6.932657e-10	0.1	8.128843e-09	2.802533e-12	0.1	8.128843e-09	6.416951e-08	0.1	8.128843e-09	2.875294e-12	0.1	8.128843e-09	4.052118e-10	0.1	8.128843e-09	2.371037e-06	0.1	8.128843e-09	1.956433e-05	0.1
