Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
461.5366	9.87506224839e-06	0.1	461.5366	1.156105e-07	0.1	461.5366	9.40011e-13	0.1	461.5366	8.970826e-09	0.1	461.5366	2.58043e-10	0.1
627.8898	9.83154568356e-06	0.1	627.8898	1.544022e-07	0.1	627.8898	9.451227e-13	0.1	627.8898	1.365498e-08	0.1	627.8898	2.989669e-10	0.1
894.0548	9.763450364520001e-06	0.1	894.0548	2.134875e-07	0.1	894.0548	9.527399e-13	0.1	894.0548	2.263609e-08	0.1	894.0548	3.295316e-10	0.1
1258.374	9.673126267770002e-06	0.1	1258.374	2.887301e-07	0.1	1258.374	9.621059e-13	0.1	1258.374	3.770655e-08	0.1	1258.374	3.42141e-10	0.1
1749.144	9.5563384800065e-06	0.1	1749.144	3.805735e-07	0.1	1749.144	9.729338e-13	0.1	1749.144	6.264932e-08	0.1	1749.144	3.4538e-10	0.1
2600.682	9.365637406106799e-06	0.1	2600.682	5.169325e-07	0.1	2600.682	9.874098e-13	0.1	2600.682	1.169938e-07	0.1	2600.682	3.457905e-10	0.1
3630.211	9.1525196433474e-06	0.1	3630.211	6.487956e-07	0.1	3630.211	9.987553e-13	0.1	3630.211	1.982518e-07	0.1	3630.211	3.453239e-10	0.1
4791.438	8.9311530081765e-06	0.1	4791.438	7.625483e-07	0.1	4791.438	1.005075e-12	0.1	4791.438	3.058691e-07	0.1	4791.438	3.442439e-10	0.1
6328.158	8.663037037156e-06	0.1	6328.158	8.692415e-07	0.1	6328.158	1.005411e-12	0.1	6328.158	4.672956e-07	0.1	6328.158	3.421884e-10	0.1
7864.879	8.4171347774256e-06	0.1	7864.879	9.389319e-07	0.1	7864.879	9.990882e-13	0.1	7864.879	6.435126e-07	0.1	7864.879	3.396065e-10	0.1
9401.6	8.1885255629688e-06	0.1	9401.6	9.820312e-07	0.1	9401.6	9.881038e-13	0.1	9401.6	8.290271e-07	0.1	9401.6	3.366581e-10	0.1
11125.91	7.94819256892e-06	0.1	11125.91	1.007977e-06	0.1	11125.91	9.719972e-13	0.1	11125.91	1.043419e-06	0.1	11125.91	3.330512e-10	0.1
12975.29	7.7055089267652e-06	0.1	12975.29	1.017622e-06	0.1	12975.29	9.518359e-13	0.1	12975.29	1.276462e-06	0.1	12975.29	3.289537e-10	0.1
14824.66	7.475376032186999e-06	0.1	14824.66	1.01467e-06	0.1	14824.66	9.298687e-13	0.1	14824.66	1.509552e-06	0.1	14824.66	3.24713e-10	0.1
16904.95	7.2288126990036e-06	0.1	16904.95	1.001631e-06	0.1	16904.95	9.040079e-13	0.1	16904.95	1.76916e-06	0.1	16904.95	3.198521e-10	0.1
19139.17	6.976193284676e-06	0.1	19139.17	9.805691e-07	0.1	19139.17	8.756985e-13	0.1	19139.17	2.042848e-06	0.1	19139.17	3.145916e-10	0.1
21373.39	6.7344581651457e-06	0.1	21373.39	9.553053e-07	0.1	21373.39	8.47406e-13	0.1	21373.39	2.309853e-06	0.1	21373.39	3.093374e-10	0.1
