Batch	m_SP	13	P4	W1	W2	W3	W4	W5	W6	R	P1	P2	P3	P5	P6																							
2.324612e-11	9.75061749285e-06	0.1	2.324612e-11	2.847375e-12	0.1	2.324612e-11	7.044401e-11	0.1	2.324612e-11	2.403242e-07	0.1	2.324612e-11	9.384833e-12	0.1	2.324612e-11	1.663212e-11	0.1	2.324612e-11	9.307816e-12	0.1	2.324612e-11	1.876817e-11	0.1	2.324612e-11	8.672015e-09	0.1	2.324612e-11	1.327505e-10	0.1	2.324612e-11	2.454104e-11	0.1	2.324612e-11	6.154333e-12	0.1	2.324612e-11	1.454661e-16	0.1
4.985698e-11	9.47287327032e-06	0.1	4.985698e-11	6.017635e-12	0.1	4.985698e-11	1.489307e-10	0.1	4.985698e-11	5.080883e-07	0.1	4.985698e-11	1.984304e-11	0.1	4.985698e-11	3.516369e-11	0.1	4.985698e-11	1.967845e-11	0.1	4.985698e-11	3.967928e-11	0.1	4.985698e-11	1.833419e-08	0.1	4.985698e-11	2.806583e-10	0.1	4.985698e-11	5.188415e-11	0.1	4.985698e-11	1.301136e-11	0.1	4.985698e-11	3.075413e-16	0.1
1.111926e-10	8.86245637455e-06	0.1	1.111926e-10	1.297619e-11	0.1	1.111926e-10	3.214237e-10	0.1	1.111926e-10	1.09657e-06	0.1	1.111926e-10	4.283497e-11	0.1	1.111926e-10	7.589325e-11	0.1	1.111926e-10	4.247083e-11	0.1	1.111926e-10	8.563688e-11	0.1	1.111926e-10	3.956935e-08	0.1	1.111926e-10	6.057243e-10	0.1	1.111926e-10	1.119778e-10	0.1	1.111926e-10	2.808147e-11	0.1	1.111926e-10	6.637438e-16	0.1
2.215968e-10	7.8611186019002e-06	0.1	2.215968e-10	2.436057e-11	0.1	2.215968e-10	6.043764e-10	0.1	2.215968e-10	2.061924e-06	0.1	2.215968e-10	8.057629e-11	0.1	2.215968e-10	1.427122e-10	0.1	2.215968e-10	7.986058e-11	0.1	2.215968e-10	1.610264e-10	0.1	2.215968e-10	7.440381e-08	0.1	2.215968e-10	1.138967e-09	0.1	2.215968e-10	2.105562e-10	0.1	2.215968e-10	5.28027e-11	0.1	2.215968e-10	1.248064e-15	0.1
3.619604e-10	6.7497078272624e-06	0.1	3.619604e-10	3.694097e-11	0.1	3.619604e-10	9.184203e-10	0.1	3.619604e-10	3.133396e-06	0.1	3.619604e-10	1.225118e-10	0.1	3.619604e-10	2.168864e-10	0.1	3.619604e-10	1.213619e-10	0.1	3.619604e-10	2.447033e-10	0.1	3.619604e-10	1.130675e-07	0.1	3.619604e-10	1.730828e-09	0.1	3.619604e-10	3.199711e-10	0.1	3.619604e-10	8.024146e-11	0.1	3.619604e-10	1.896616e-15	0.1
5.141188e-10	5.7216696383743995e-06	0.1	5.141188e-10	4.850854e-11	0.1	5.141188e-10	1.20889e-09	0.1	5.141188e-10	4.124491e-06	0.1	5.141188e-10	1.613581e-10	0.1	5.141188e-10	2.855088e-10	0.1	5.141188e-10	1.597517e-10	0.1	5.141188e-10	3.221031e-10	0.1	5.141188e-10	1.488309e-07	0.1	5.141188e-10	2.27829e-09	0.1	5.141188e-10	4.211782e-10	0.1	5.141188e-10	1.056219e-10	0.1	5.141188e-10	2.496517e-15	0.1
6.911896e-10	4.7207528478298e-06	0.1	6.911896e-10	5.968187e-11	0.1	6.911896e-10	1.491675e-09	0.1	6.911896e-10	5.089441e-06	0.1	6.911896e-10	1.992525e-10	0.1	6.911896e-10	3.523371e-10	0.1	6.911896e-10	1.971311e-10	0.1	6.911896e-10	3.974611e-10	0.1	6.911896e-10	1.836508e-07	0.1	6.911896e-10	2.81131e-09	0.1	6.911896e-10	5.197153e-10	0.1	6.911896e-10	1.303328e-10	0.1	6.911896e-10	3.080593e-15	0.1
8.848687e-10	3.82531098143e-06	0.1	8.848687e-10	6.956978e-11	0.1	8.848687e-10	1.744635e-09	0.1	8.848687e-10	5.952704e-06	0.1	8.848687e-10	2.332421e-10	0.1	8.848687e-10	4.121427e-10	0.1	8.848687e-10	2.305743e-10	0.1	8.848687e-10	4.648779e-10	0.1	8.848687e-10	2.148014e-07	0.1	8.848687e-10	3.28816e-09	0.1	8.848687e-10	6.078687e-10	0.1	8.848687e-10	1.524396e-10	0.1	8.848687e-10	3.603118e-15	0.1
1.078548e-09	3.0997193825398e-06	0.1	1.078548e-09	7.747035e-11	0.1	1.078548e-09	1.949585e-09	0.1	1.078548e-09	6.652223e-06	0.1	1.078548e-09	2.608761e-10	0.1	1.078548e-09	4.606244e-10	0.1	1.078548e-09	2.576769e-10	0.1	1.078548e-09	5.195069e-10	0.1	1.078548e-09	2.400433e-07	0.1	1.078548e-09	3.674561e-09	0.1	1.078548e-09	6.79301e-10	0.1	1.078548e-09	1.703532e-10	0.1	1.078548e-09	4.02653e-15	0.1
1.272227e-09	2.5117581286248e-06	0.1	1.272227e-09	8.376127e-11	0.1	1.272227e-09	2.115634e-09	0.1	1.272227e-09	7.219055e-06	0.1	1.272227e-09	2.833594e-10	0.1	1.272227e-09	4.999301e-10	0.1	1.272227e-09	2.796414e-10	0.1	1.272227e-09	5.637738e-10	0.1	1.272227e-09	2.604972e-07	0.1	1.272227e-09	3.987668e-09	0.1	1.272227e-09	7.371839e-10	0.1	1.272227e-09	1.848689e-10	0.1	1.272227e-09	4.369629e-15	0.1
1.481536e-09	2.0010673887935996e-06	0.1	1.481536e-09	8.910205e-11	0.1	1.481536e-09	2.25983e-09	0.1	1.481536e-09	7.711394e-06	0.1	1.481536e-09	3.029891e-10	0.1	1.481536e-09	5.340926e-10	0.1	1.481536e-09	2.987227e-10	0.1	1.481536e-09	6.022232e-10	0.1	1.481536e-09	2.782632e-07	0.1	1.481536e-09	4.259627e-09	0.1	1.481536e-09	7.874598e-10	0.1	1.481536e-09	1.97477e-10	0.1	1.481536e-09	4.667637e-15	0.1
1.714291e-09	1.5541329922653e-06	0.1	1.714291e-09	9.362823e-11	0.1	1.714291e-09	2.385988e-09	0.1	1.714291e-09	8.142268e-06	0.1	1.714291e-09	3.202893e-10	0.1	1.714291e-09	5.640168e-10	0.1	1.714291e-09	3.154258e-10	0.1	1.714291e-09	6.358723e-10	0.1	1.714291e-09	2.938111e-07	0.1	1.714291e-09	4.497634e-09	0.1	1.714291e-09	8.314591e-10	0.1	1.714291e-09	2.08511e-10	0.1	1.714291e-09	4.928441e-15	0.1
