Batch	m_SP	2	N7a_L	N1a_L	
9.069609e-12	0.9891009257100001	0.1	9.069609e-12	6.090789930000001e-06	0.1
1.044687e-11	0.98746260059	0.1	1.044687e-11	6.55757764e-06	0.1
1.215221e-11	0.9854396928	0.1	1.215221e-11	7.026663620000001e-06	0.1
1.407576e-11	0.98316525915	0.1	1.407576e-11	7.43841336e-06	0.1
1.624553e-11	0.98060909703	0.1	1.624553e-11	7.787346430000001e-06	0.1
1.881833e-11	0.9775909712799999	0.1	1.881833e-11	8.084831900000002e-06	0.1
2.192801e-11	0.9739614550700001	0.1	2.192801e-11	8.3300132e-06	0.1
2.546356e-11	0.96985922664	0.1	2.546356e-11	8.5150473e-06	0.1
2.943657e-11	0.9652802414699999	0.1	2.943657e-11	8.6583876e-06	0.1
3.422353e-11	0.95980601587	0.1	3.422353e-11	8.7914874e-06	0.1
3.963781e-11	0.95367018355	0.1	3.963781e-11	8.9303691e-06	0.1
4.576179e-11	0.94680053669	0.1	4.576179e-11	9.1001639e-06	0.1
5.305171e-11	0.9387190486999999	0.1	5.305171e-11	9.337276800000002e-06	0.1
6.209875e-11	0.9288322821299999	0.1	6.209875e-11	9.694139199999999e-06	0.1
7.304758e-11	0.91707396827	0.1	7.304758e-11	1.0221388799999998e-05	0.1
8.619017e-11	0.90325089328	0.1	8.619017e-11	1.0988940600000002e-05	0.1
1.061701e-10	0.88282428892	0.1	1.061701e-10	1.24234709e-05	0.1
1.329853e-10	0.8564740661700001	0.1	1.329853e-10	1.48206553e-05	0.1
1.643573e-10	0.82710485784	0.1	1.643573e-10	1.8248667699999998e-05	0.1
1.957294e-10	0.79920721506	0.1	1.957294e-10	2.22777563e-05	0.1
2.322963e-10	0.76841710746	0.1	2.322963e-10	2.7642731099999995e-05	0.1
2.701619e-10	0.73835062274	0.1	2.701619e-10	3.38595194e-05	0.1
3.080275e-10	0.7099938953	0.1	3.080275e-10	4.0655336799999995e-05	0.1
3.541894e-10	0.67755349051	0.1	3.541894e-10	4.9601746600000005e-05	0.1
4.003512e-10	0.64725958845	0.1	4.003512e-10	5.91499328e-05	0.1
4.542632e-10	0.61435336232	0.1	4.542632e-10	7.090849299999999e-05	0.1
5.101128e-10	0.58281453246	0.1	5.101128e-10	8.361939000000001e-05	0.1
5.761698e-10	0.54852318145	0.1	5.761698e-10	9.914875800000001e-05	0.1
6.447786e-10	0.51599803711	0.1	6.447786e-10	0.00011563936199999999	0.1
7.296513e-10	0.4796118995	0.1	7.296513e-10	0.000136275988	0.1
8.262298e-10	0.44272731365	0.1	8.262298e-10	0.00015975029700000004	0.1
9.35525e-10	0.40597143780999995	0.1	9.35525e-10	0.000185936897	0.1
1.064471e-09	0.36836419297999995	0.1	1.064471e-09	0.00021590606699999998	0.1
