Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.862155e-16	0.9999999	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1	5.862155e-16	0.0	0.1
4.476949e-15	1.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1	4.476949e-15	0.0	0.1
1.171064e-14	0.9999998999999999	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1	1.171064e-14	0.0	0.1
2.447331e-14	1.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1	2.447331e-14	0.0	0.1
4.211881e-14	0.9999998999999999	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1	4.211881e-14	0.0	0.1
5.97643e-14	1.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1	5.97643e-14	0.0	0.1
9.45761e-14	1.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1	9.45761e-14	0.0	0.1
1.572373e-13	1.0000000999999998	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1	1.572373e-13	0.0	0.1
2.356709e-13	1.0000000999999998	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1	2.356709e-13	0.0	0.1
3.273193e-13	1.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1	3.273193e-13	0.0	0.1
4.450127e-13	1.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1	4.450127e-13	0.0	0.1
5.62706e-13	1.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1	5.62706e-13	0.0	0.1
6.803993e-13	0.9999999	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1	6.803993e-13	0.0	0.1
7.980926e-13	1.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1	7.980926e-13	0.0	0.1
9.157859e-13	1.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1	9.157859e-13	0.0	0.1
1.033479e-12	1.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1	1.033479e-12	0.0	0.1
1.151173e-12	0.99999997	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1	1.151173e-12	0.0	0.1
1.268866e-12	1.0000001	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1	1.268866e-12	0.0	0.1
1.386559e-12	0.99999997	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1	1.386559e-12	0.0	0.1
1.504253e-12	1.00000001	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1	1.504253e-12	0.0	0.1
1.621946e-12	0.99999999	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1	1.621946e-12	0.0	0.1
