Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
5.406273e-10	9.7740962806305e-06	0.1	5.406273e-10	9.824792e-08	0.1	5.406273e-10	1.747836e-10	0.1	5.406273e-10	4.092759e-08	0.1	5.406273e-10	7.1292171e-08	0.1	5.406273e-10	1.514429e-08	0.1	5.406273e-10	1.134465e-11	0.1
1.297343e-09	9.4665764932578e-06	0.1	1.297343e-09	2.320509e-07	0.1	1.297343e-09	4.128198e-10	0.1	1.297343e-09	9.666649e-08	0.1	1.297343e-09	1.68384291e-07	0.1	1.297343e-09	3.576917e-08	0.1	1.297343e-09	2.679482e-11	0.1
3.158906e-09	8.7506103674672e-06	0.1	3.158906e-09	5.435702e-07	0.1	3.158906e-09	9.670148e-10	0.1	3.158906e-09	2.264375e-07	0.1	3.158906e-09	3.9443377e-07	0.1	3.158906e-09	8.378789e-08	0.1	3.158906e-09	6.276584e-11	0.1
6.137406e-09	7.715978808454198e-06	0.1	6.137406e-09	9.937423e-07	0.1	6.137406e-09	1.767875e-09	0.1	6.137406e-09	4.139678e-07	0.1	6.137406e-09	7.2109463e-07	0.1	6.137406e-09	1.531791e-07	0.1	6.137406e-09	1.14747e-10	0.1
7.998969e-09	7.1324132630464e-06	0.1	7.998969e-09	1.247654e-06	0.1	7.998969e-09	2.219587e-09	0.1	7.998969e-09	5.197411e-07	0.1	7.998969e-09	9.0534207e-07	0.1	7.998969e-09	1.92318e-07	0.1	7.998969e-09	1.440662e-10	0.1
1.059428e-08	6.391749298088e-06	0.1	1.059428e-08	1.569921e-06	0.1	1.059428e-08	2.792902e-09	0.1	1.059428e-08	6.539892e-07	0.1	1.059428e-08	1.1391896e-06	0.1	1.059428e-08	2.419933e-07	0.1	1.059428e-08	1.812782e-10	0.1
1.444786e-08	5.4314695626212e-06	0.1	1.444786e-08	1.987743e-06	0.1	1.444786e-08	3.536214e-09	0.1	1.444786e-08	8.280433e-07	0.1	1.444786e-08	1.4423769199999999e-06	0.1	1.444786e-08	3.06398e-07	0.1	1.444786e-08	2.295239e-10	0.1
1.901798e-08	4.4778393395362e-06	0.1	1.901798e-08	2.402673e-06	0.1	1.901798e-08	4.274381e-09	0.1	1.901798e-08	1.000893e-06	0.1	1.901798e-08	1.7434649300000002e-06	0.1	1.901798e-08	3.703568e-07	0.1	1.901798e-08	2.774357e-10	0.1
2.442501e-08	3.56340153708e-06	0.1	2.442501e-08	2.80055e-06	0.1	2.442501e-08	4.982214e-09	0.1	2.442501e-08	1.166638e-06	0.1	2.442501e-08	2.03217863e-06	0.1	2.442501e-08	4.316871e-07	0.1	2.442501e-08	3.233785e-10	0.1
3.108742e-08	2.6892340812647997e-06	0.1	3.108742e-08	3.180906e-06	0.1	3.108742e-08	5.658879e-09	0.1	3.108742e-08	1.325085e-06	0.1	3.108742e-08	2.3081776e-06	0.1	3.108742e-08	4.903165e-07	0.1	3.108742e-08	3.67298e-10	0.1
