Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
47374120000.0	0.9676512	0.1	47374120000.0	0.001390825	0.1	47374120000.0	0.01478355	0.1	47374120000.0	3.1726e-14	0.1
47374180000.0	0.9676512	0.1	47374180000.0	0.001390824	0.1	47374180000.0	0.01478357	0.1	47374180000.0	5.184775e-14	0.1
47374370000.0	0.9676511	0.1	47374370000.0	0.001390824	0.1	47374370000.0	0.01478363	0.1	47374370000.0	5.461324e-14	0.1
47375040000.0	0.9676507	0.1	47375040000.0	0.001390824	0.1	47375040000.0	0.01478384	0.1	47375040000.0	0.0	0.1
47375620000.0	0.9676503	0.1	47375620000.0	0.001390824	0.1	47375620000.0	0.01478401	0.1	47375620000.0	0.0	0.1
47376960000.0	0.9676495	0.1	47376960000.0	0.001390823	0.1	47376960000.0	0.01478442	0.1	47376960000.0	2.741157e-14	0.1
47380020000.0	0.9676476	0.1	47380020000.0	0.001390821	0.1	47380020000.0	0.01478536	0.1	47380020000.0	2.112391e-13	0.1
47390730000.0	0.9676411	0.1	47390730000.0	0.001390814	0.1	47390730000.0	0.01478862	0.1	47390730000.0	0.0	0.1
47415230000.0	0.9676262	0.1	47415230000.0	0.001390798	0.1	47415230000.0	0.0147961	0.1	47415230000.0	7.715466e-14	0.1
47470340000.0	0.9675927	0.1	47470340000.0	0.001390762	0.1	47470340000.0	0.01481291	0.1	47470340000.0	1.747437e-13	0.1
47617300000.0	0.9675032	0.1	47617300000.0	0.001390667	0.1	47617300000.0	0.01485774	0.1	47617300000.0	3.25846e-14	0.1
47960210000.0	0.9672945	0.1	47960210000.0	0.001390444	0.1	47960210000.0	0.01496231	0.1	47960210000.0	2.421586e-13	0.1
48744010000.0	0.9668177	0.1	48744010000.0	0.001389935	0.1	48744010000.0	0.01520121	0.1	48744010000.0	3.64523e-15	0.1
50311610000.0	0.9658652	0.1	50311610000.0	0.001388917	0.1	50311610000.0	0.01567849	0.1	50311610000.0	4.343614e-13	0.1
50705050000.0	0.9656264	0.1	50705050000.0	0.001388661	0.1	50705050000.0	0.01579816	0.1	50705050000.0	0.0	0.1
50705060000.0	0.9656263	0.1	50705060000.0	0.001388661	0.1	50705060000.0	0.01579817	0.1	50705060000.0	0.0	0.1
50705110000.0	0.9656263	0.1	50705110000.0	0.001388661	0.1	50705110000.0	0.01579818	0.1	50705110000.0	0.0	0.1
50705150000.0	0.9656263	0.1	50705150000.0	0.001388661	0.1	50705150000.0	0.01579819	0.1	50705150000.0	0.0	0.1
50705240000.0	0.9656262	0.1	50705240000.0	0.001388661	0.1	50705240000.0	0.01579822	0.1	50705240000.0	6.450711e-15	0.1
50705580000.0	0.965626	0.1	50705580000.0	0.001388661	0.1	50705580000.0	0.01579832	0.1	50705580000.0	4.926395e-14	0.1
50706630000.0	0.9656254	0.1	50706630000.0	0.00138866	0.1	50706630000.0	0.01579864	0.1	50706630000.0	1.662922e-13	0.1
50709690000.0	0.9656235	0.1	50709690000.0	0.001388658	0.1	50709690000.0	0.01579957	0.1	50709690000.0	2.720345e-13	0.1
50718880000.0	0.965618	0.1	50718880000.0	0.001388652	0.1	50718880000.0	0.01580237	0.1	50718880000.0	2.055059e-15	0.1
50740310000.0	0.965605	0.1	50740310000.0	0.001388638	0.1	50740310000.0	0.01580889	0.1	50740310000.0	1.184451e-13	0.1
50789300000.0	0.9655752	0.1	50789300000.0	0.001388607	0.1	50789300000.0	0.01582378	0.1	50789300000.0	3.314946e-13	0.1
50899520000.0	0.9655083	0.1	50899520000.0	0.001388535	0.1	50899520000.0	0.0158573	0.1	50899520000.0	3.636169e-15	0.1
51193440000.0	0.96533	0.1	51193440000.0	0.001388344	0.1	51193440000.0	0.01594666	0.1	51193440000.0	1.662834e-13	0.1
51879270000.0	0.964914	0.1	51879270000.0	0.001387899	0.1	51879270000.0	0.01615508	0.1	51879270000.0	6.354054e-14	0.1
53446870000.0	0.9639643	0.1	53446870000.0	0.001386882	0.1	53446870000.0	0.01663095	0.1	53446870000.0	1.670939e-14	0.1
56436820000.0	0.9621568	0.1	56436820000.0	0.001384945	0.1	56436820000.0	0.01753667	0.1	56436820000.0	0.0	0.1
60703700000.0	0.959586	0.1	60703700000.0	0.001382189	0.1	60703700000.0	0.01882483	0.1	60703700000.0	0.0	0.1
66269790000.0	0.9562478	0.1	66269790000.0	0.001378608	0.1	66269790000.0	0.02049752	0.1	66269790000.0	1.163083e-13	0.1
74020530000.0	0.951628	0.1	74020530000.0	0.00137365	0.1	74020530000.0	0.02281233	0.1	74020530000.0	1.810576e-13	0.1
86163750000.0	0.9444567	0.1	86163750000.0	0.00136595	0.1	86163750000.0	0.02640569	0.1	86163750000.0	6.345648e-14	0.1
108815500000.0	0.9312923	0.1	108815500000.0	0.0013518	0.1	108815500000.0	0.03300203	0.1	108815500000.0	1.616207e-14	0.1
136989000000.0	0.915295	0.1	136989000000.0	0.001334581	0.1	136989000000.0	0.04101793	0.1	136989000000.0	0.0	0.1
182066700000.0	0.8905311	0.1	182066700000.0	0.001307872	0.1	182066700000.0	0.05342657	0.1	182066700000.0	5.145405e-15	0.1
251426000000.0	0.8543098	0.1	251426000000.0	0.001268676	0.1	251426000000.0	0.07157641	0.1	251426000000.0	0.0	0.1
348387200000.0	0.8071763	0.1	348387200000.0	0.00121742	0.1	348387200000.0	0.09519441	0.1	348387200000.0	2.166321e-13	0.1
477683100000.0	0.7499677	0.1	477683100000.0	0.001154777	0.1	477683100000.0	0.1238614	0.1	477683100000.0	0.0	0.1
606979100000.0	0.6983814	0.1	606979100000.0	0.001097822	0.1	606979100000.0	0.1497115	0.1	606979100000.0	1.091439e-13	0.1
736275000000.0	0.6516656	0.1	736275000000.0	0.001045797	0.1	736275000000.0	0.1731214	0.1	736275000000.0	0.0	0.1
876043300000.0	0.6059258	0.1	876043300000.0	0.000994382	0.1	876043300000.0	0.1960427	0.1	876043300000.0	0.0	0.1
1031520000000.0	0.5600823	0.1	1031520000000.0	0.0009422978	0.1	1031520000000.0	0.2190166	0.1	1031520000000.0	7.98955e-14	0.1
1186997000000.0	0.5188286	0.1	1186997000000.0	0.0008948758	0.1	1186997000000.0	0.2396908	0.1	1186997000000.0	2.440219e-14	0.1
1342474000000.0	0.4815522	0.1	1342474000000.0	0.0008515	0.1	1342474000000.0	0.2583724	0.1	1342474000000.0	0.0	0.1
1497951000000.0	0.4477442	0.1	1497951000000.0	0.0008116592	0.1	1497951000000.0	0.2753162	0.1	1497951000000.0	0.0	0.1
1653428000000.0	0.4169785	0.1	1653428000000.0	0.0007749252	0.1	1653428000000.0	0.2907358	0.1	1653428000000.0	1.017642e-13	0.1
1808905000000.0	0.3888952	0.1	1808905000000.0	0.0007409367	0.1	1808905000000.0	0.3048114	0.1	1808905000000.0	2.410721e-14	0.1
1964382000000.0	0.3631887	0.1	1964382000000.0	0.0007093869	0.1	1964382000000.0	0.3176962	0.1	1964382000000.0	0.0	0.1
2119859000000.0	0.3395975	0.1	2119859000000.0	0.0006800135	0.1	2119859000000.0	0.3295212	0.1	2119859000000.0	8.708992e-14	0.1
2281587000000.0	0.3170606	0.1	2281587000000.0	0.0006515262	0.1	2281587000000.0	0.3408182	0.1	2281587000000.0	1.389729e-14	0.1
2468324000000.0	0.293299	0.1	2468324000000.0	0.0006209751	0.1	2468324000000.0	0.3527295	0.1	2468324000000.0	5.754143e-15	0.1
2655060000000.0	0.2716861	0.1	2655060000000.0	0.0005926593	0.1	2655060000000.0	0.3635643	0.1	2655060000000.0	2.649225e-14	0.1
2841797000000.0	0.2519768	0.1	2841797000000.0	0.0005663334	0.1	2841797000000.0	0.3734453	0.1	2841797000000.0	2.654796e-14	0.1
3028534000000.0	0.2339609	0.1	3028534000000.0	0.0005417873	0.1	3028534000000.0	0.3824777	0.1	3028534000000.0	0.0	0.1
3215270000000.0	0.2174574	0.1	3215270000000.0	0.0005188401	0.1	3215270000000.0	0.3907524	0.1	3215270000000.0	1.721801e-14	0.1
3402007000000.0	0.2023095	0.1	3402007000000.0	0.0004973352	0.1	3402007000000.0	0.3983479	0.1	3402007000000.0	1.219178e-14	0.1
3588743000000.0	0.1883805	0.1	3588743000000.0	0.0004771363	0.1	3588743000000.0	0.4053326	0.1	3588743000000.0	1.135238e-14	0.1
3775480000000.0	0.1755509	0.1	3775480000000.0	0.0004581244	0.1	3775480000000.0	0.4117664	0.1	3775480000000.0	1.057923e-14	0.1
3962216000000.0	0.163716	0.1	3962216000000.0	0.0004401948	0.1	3962216000000.0	0.4177018	0.1	3962216000000.0	9.866023e-15	0.1
4148953000000.0	0.152783	0.1	4148953000000.0	0.0004232552	0.1	4148953000000.0	0.4231852	0.1	4148953000000.0	9.207171e-15	0.1
4335689000000.0	0.1426701	0.1	4335689000000.0	0.0004072241	0.1	4335689000000.0	0.4282577	0.1	4335689000000.0	8.597734e-15	0.1
4522426000000.0	0.1333043	0.1	4522426000000.0	0.0003920288	0.1	4522426000000.0	0.4329558	0.1	4522426000000.0	8.033326e-15	0.1
4709162000000.0	0.1246208	0.1	4709162000000.0	0.0003776048	0.1	4709162000000.0	0.437312	0.1	4709162000000.0	7.510031e-15	0.1
4895899000000.0	0.1165614	0.1	4895899000000.0	0.0003638941	0.1	4895899000000.0	0.4413554	0.1	4895899000000.0	7.024351e-15	0.1
5082635000000.0	0.1090742	0.1	5082635000000.0	0.0003508449	0.1	5082635000000.0	0.4451121	0.1	5082635000000.0	6.573147e-15	0.1
5269372000000.0	0.1021122	0.1	5269372000000.0	0.0003384103	0.1	5269372000000.0	0.4486055	0.1	5269372000000.0	3.224474e-14	0.1
5456108000000.0	0.09563316	0.1	5456108000000.0	0.0003265483	0.1	5456108000000.0	0.4518569	0.1	5456108000000.0	4.034729e-14	0.1
5642845000000.0	0.08959896	0.1	5642845000000.0	0.0003152206	0.1	5642845000000.0	0.4548853	0.1	5642845000000.0	0.0	0.1
5829581000000.0	0.08397496	0.1	5829581000000.0	0.0003043926	0.1	5829581000000.0	0.4577081	0.1	5829581000000.0	0.0	0.1
6016318000000.0	0.07872976	0.1	6016318000000.0	0.0002940328	0.1	6016318000000.0	0.4603411	0.1	6016318000000.0	9.633852e-15	0.1
6203054000000.0	0.07383475	0.1	6203054000000.0	0.0002841123	0.1	6203054000000.0	0.4627985	0.1	6203054000000.0	3.325776e-14	0.1
6389791000000.0	0.06926389	0.1	6389791000000.0	0.000274605	0.1	6389791000000.0	0.4650935	0.1	6389791000000.0	0.0	0.1
6576528000000.0	0.06499336	0.1	6576528000000.0	0.0002654867	0.1	6576528000000.0	0.4672378	0.1	6576528000000.0	0.0	0.1
6763264000000.0	0.06100139	0.1	6763264000000.0	0.0002567353	0.1	6763264000000.0	0.4692426	0.1	6763264000000.0	5.212298e-15	0.1
6950001000000.0	0.05726803	0.1	6950001000000.0	0.0002483305	0.1	6950001000000.0	0.4711177	0.1	6950001000000.0	7.007672e-15	0.1
7136737000000.0	0.05377494	0.1	7136737000000.0	0.0002402534	0.1	7136737000000.0	0.4728723	0.1	7136737000000.0	6.456758e-15	0.1
7323474000000.0	0.05050531	0.1	7323474000000.0	0.0002324868	0.1	7323474000000.0	0.4745149	0.1	7323474000000.0	6.064173e-15	0.1
7510210000000.0	0.04744363	0.1	7510210000000.0	0.0002250147	0.1	7510210000000.0	0.4760532	0.1	7510210000000.0	5.696558e-15	0.1
7696947000000.0	0.04457563	0.1	7696947000000.0	0.000217822	0.1	7696947000000.0	0.4774944	0.1	7696947000000.0	5.352198e-15	0.1
7883683000000.0	0.04188812	0.1	7883683000000.0	0.0002108951	0.1	7883683000000.0	0.478845	0.1	7883683000000.0	5.029509e-15	0.1
8070420000000.0	0.03936893	0.1	8070420000000.0	0.000204221	0.1	8070420000000.0	0.4801113	0.1	8070420000000.0	4.727031e-15	0.1
8257156000000.0	0.0370068	0.1	8257156000000.0	0.0001977877	0.1	8257156000000.0	0.4812988	0.1	8257156000000.0	4.443411e-15	0.1
8443893000000.0	0.03479132	0.1	8443893000000.0	0.0001915841	0.1	8443893000000.0	0.4824128	0.1	8443893000000.0	4.177399e-15	0.1
8630629000000.0	0.03271282	0.1	8630629000000.0	0.0001855996	0.1	8630629000000.0	0.483458	0.1	8630629000000.0	3.927834e-15	0.1
8817366000000.0	0.03076234	0.1	8817366000000.0	0.0001798246	0.1	8817366000000.0	0.484439	0.1	8817366000000.0	3.693641e-15	0.1
9004102000000.0	0.02893157	0.1	9004102000000.0	0.0001742497	0.1	9004102000000.0	0.48536	0.1	9004102000000.0	5.940193e-15	0.1
9190839000000.0	0.02721278	0.1	9190839000000.0	0.0001688663	0.1	9190839000000.0	0.4862247	0.1	9190839000000.0	2.015716e-14	0.1
9377575000000.0	0.02559878	0.1	9377575000000.0	0.0001636663	0.1	9377575000000.0	0.4870369	0.1	9377575000000.0	0.0	0.1
9564312000000.0	0.0240829	0.1	9564312000000.0	0.0001586421	0.1	9564312000000.0	0.4877999	0.1	9564312000000.0	0.0	0.1
9751048000000.0	0.0226589	0.1	9751048000000.0	0.0001537865	0.1	9751048000000.0	0.4885168	0.1	9751048000000.0	4.652302e-15	0.1
9937785000000.0	0.02132098	0.1	9937785000000.0	0.0001490925	0.1	9937785000000.0	0.4891904	0.1	9937785000000.0	1.663435e-14	0.1
10124520000000.0	0.02006374	0.1	10124520000000.0	0.0001445539	0.1	10124520000000.0	0.4898236	0.1	10124520000000.0	1.290623e-14	0.1
10311260000000.0	0.01888212	0.1	10311260000000.0	0.0001401644	0.1	10311260000000.0	0.4904188	0.1	10311260000000.0	5.249617e-15	0.1
10497990000000.0	0.01777143	0.1	10497990000000.0	0.0001359183	0.1	10497990000000.0	0.4909784	0.1	10497990000000.0	6.776721e-15	0.1
10684730000000.0	0.01672726	0.1	10684730000000.0	0.0001318101	0.1	10684730000000.0	0.4915046	0.1	10684730000000.0	8.072613e-15	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	0.0	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	9.74262e-13	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	8.872867e-13	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	0.0	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	9.605543e-17	0.1
10684800000000.0	0.01672686	0.1	10684800000000.0	0.0001318085	0.1	10684800000000.0	0.4915048	0.1	10684800000000.0	8.283606e-16	0.1
10684810000000.0	0.01672685	0.1	10684810000000.0	0.0001318085	0.1	10684810000000.0	0.4915048	0.1	10684810000000.0	3.883247e-15	0.1
10684810000000.0	0.01672684	0.1	10684810000000.0	0.0001318084	0.1	10684810000000.0	0.4915048	0.1	10684810000000.0	1.335423e-14	0.1
10684820000000.0	0.01672679	0.1	10684820000000.0	0.0001318082	0.1	10684820000000.0	0.4915048	0.1	10684820000000.0	3.552215e-14	0.1
10684850000000.0	0.01672661	0.1	10684850000000.0	0.0001318075	0.1	10684850000000.0	0.4915049	0.1	10684850000000.0	7.136642e-14	0.1
10684930000000.0	0.01672617	0.1	10684930000000.0	0.0001318057	0.1	10684930000000.0	0.4915051	0.1	10684930000000.0	0.0	0.1
10685150000000.0	0.01672498	0.1	10685150000000.0	0.000131801	0.1	10685150000000.0	0.4915057	0.1	10685150000000.0	6.165383e-16	0.1
10685660000000.0	0.01672222	0.1	10685660000000.0	0.0001317899	0.1	10685660000000.0	0.4915071	0.1	10685660000000.0	4.125651e-14	0.1
10686170000000.0	0.01671945	0.1	10686170000000.0	0.0001317789	0.1	10686170000000.0	0.4915085	0.1	10686170000000.0	1.468514e-16	0.1
10686830000000.0	0.01671589	0.1	10686830000000.0	0.0001317647	0.1	10686830000000.0	0.4915103	0.1	10686830000000.0	4.252592e-14	0.1
10688580000000.0	0.01670641	0.1	10688580000000.0	0.0001317268	0.1	10688580000000.0	0.4915151	0.1	10688580000000.0	3.911154e-15	0.1
10692660000000.0	0.01668431	0.1	10692660000000.0	0.0001316385	0.1	10692660000000.0	0.4915262	0.1	10692660000000.0	0.0	0.1
10700830000000.0	0.0166402	0.1	10700830000000.0	0.0001314621	0.1	10700830000000.0	0.4915484	0.1	10700830000000.0	2.286874e-14	0.1
10717170000000.0	0.01655233	0.1	10717170000000.0	0.00013111	0.1	10717170000000.0	0.4915927	0.1	10717170000000.0	4.355321e-16	0.1
10749850000000.0	0.016378	0.1	10749850000000.0	0.0001304089	0.1	10749850000000.0	0.4916806	0.1	10749850000000.0	3.221856e-14	0.1
10807360000000.0	0.01607577	0.1	10807360000000.0	0.0001291848	0.1	10807360000000.0	0.4918329	0.1	10807360000000.0	3.315038e-15	0.1
10881090000000.0	0.01569653	0.1	10881090000000.0	0.0001276333	0.1	10881090000000.0	0.4920241	0.1	10881090000000.0	1.375063e-16	0.1
10954820000000.0	0.01532639	0.1	10954820000000.0	0.0001261016	0.1	10954820000000.0	0.4922107	0.1	10954820000000.0	1.263342e-14	0.1
10984370000000.0	0.01518055	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	0.0	0.1
10984370000000.0	0.01518055	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	3.00348e-14	0.1
10984370000000.0	0.01518055	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	2.507681e-13	0.1
10984370000000.0	0.01518055	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	3.039748e-14	0.1
10984370000000.0	0.01518055	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	2.677183e-14	0.1
10984370000000.0	0.01518054	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	2.102603e-15	0.1
10984370000000.0	0.01518054	0.1	10984370000000.0	0.0001254932	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	5.482472e-15	0.1
10984370000000.0	0.01518053	0.1	10984370000000.0	0.0001254931	0.1	10984370000000.0	0.4922842	0.1	10984370000000.0	0.0	0.1
10984380000000.0	0.01518052	0.1	10984380000000.0	0.0001254931	0.1	10984380000000.0	0.4922842	0.1	10984380000000.0	7.63201e-14	0.1
10984380000000.0	0.0151805	0.1	10984380000000.0	0.000125493	0.1	10984380000000.0	0.4922843	0.1	10984380000000.0	1.502475e-16	0.1
10984390000000.0	0.01518045	0.1	10984390000000.0	0.0001254928	0.1	10984390000000.0	0.4922843	0.1	10984390000000.0	5.03106e-15	0.1
10984420000000.0	0.01518031	0.1	10984420000000.0	0.0001254922	0.1	10984420000000.0	0.4922844	0.1	10984420000000.0	1.288385e-14	0.1
10984510000000.0	0.01517989	0.1	10984510000000.0	0.0001254904	0.1	10984510000000.0	0.4922846	0.1	10984510000000.0	6.059087e-16	0.1
10984710000000.0	0.0151789	0.1	10984710000000.0	0.0001254863	0.1	10984710000000.0	0.4922851	0.1	10984710000000.0	2.176492e-14	0.1
10985170000000.0	0.01517663	0.1	10985170000000.0	0.0001254768	0.1	10985170000000.0	0.4922862	0.1	10985170000000.0	3.039956e-16	0.1
10986210000000.0	0.01517154	0.1	10986210000000.0	0.0001254556	0.1	10986210000000.0	0.4922888	0.1	10986210000000.0	1.808971e-14	0.1
10988970000000.0	0.01515798	0.1	10988970000000.0	0.0001253988	0.1	10988970000000.0	0.4922956	0.1	10988970000000.0	6.085981e-16	0.1
10995420000000.0	0.01512637	0.1	10995420000000.0	0.0001252665	0.1	10995420000000.0	0.4923115	0.1	10995420000000.0	1.785535e-14	0.1
11008330000000.0	0.01506336	0.1	11008330000000.0	0.0001250024	0.1	11008330000000.0	0.4923433	0.1	11008330000000.0	5.264976e-15	0.1
11034130000000.0	0.01493815	0.1	11034130000000.0	0.0001244758	0.1	11034130000000.0	0.4924065	0.1	11034130000000.0	0.0	0.1
11085750000000.0	0.01469088	0.1	11085750000000.0	0.0001234299	0.1	11085750000000.0	0.4925311	0.1	11085750000000.0	0.0	0.1
11159480000000.0	0.01434483	0.1	11159480000000.0	0.0001219518	0.1	11159480000000.0	0.4927056	0.1	11159480000000.0	3.050289e-15	0.1
11233210000000.0	0.01400706	0.1	11233210000000.0	0.0001204926	0.1	11233210000000.0	0.492876	0.1	11233210000000.0	4.595407e-15	0.1
11306940000000.0	0.01367737	0.1	11306940000000.0	0.0001190518	0.1	11306940000000.0	0.4930423	0.1	11306940000000.0	4.489339e-15	0.1
11380680000000.0	0.01335556	0.1	11380680000000.0	0.0001176294	0.1	11380680000000.0	0.4932046	0.1	11380680000000.0	4.521195e-15	0.1
11454410000000.0	0.01304144	0.1	11454410000000.0	0.0001162249	0.1	11454410000000.0	0.4933631	0.1	11454410000000.0	4.465428e-15	0.1
11528140000000.0	0.01273481	0.1	11528140000000.0	0.0001148382	0.1	11528140000000.0	0.4935178	0.1	11528140000000.0	4.411977e-15	0.1
11601880000000.0	0.01243549	0.1	11601880000000.0	0.0001134689	0.1	11601880000000.0	0.4936688	0.1	11601880000000.0	4.359177e-15	0.1
11675610000000.0	0.01214331	0.1	11675610000000.0	0.0001121169	0.1	11675610000000.0	0.4938162	0.1	11675610000000.0	4.307042e-15	0.1
11749340000000.0	0.01185809	0.1	11749340000000.0	0.0001107819	0.1	11749340000000.0	0.4939602	0.1	11749340000000.0	4.255561e-15	0.1
11823080000000.0	0.01157966	0.1	11823080000000.0	0.0001094636	0.1	11823080000000.0	0.4941007	0.1	11823080000000.0	4.204727e-15	0.1
11896810000000.0	0.01130786	0.1	11896810000000.0	0.0001081618	0.1	11896810000000.0	0.4942379	0.1	11896810000000.0	4.154529e-15	0.1
11970540000000.0	0.01104252	0.1	11970540000000.0	0.0001068764	0.1	11970540000000.0	0.4943719	0.1	11970540000000.0	4.10496e-15	0.1
12044280000000.0	0.01078348	0.1	12044280000000.0	0.0001056069	0.1	12044280000000.0	0.4945027	0.1	12044280000000.0	4.056009e-15	0.1
12118010000000.0	0.01053061	0.1	12118010000000.0	0.0001043534	0.1	12118010000000.0	0.4946303	0.1	12118010000000.0	4.007669e-15	0.1
12191740000000.0	0.01028373	0.1	12191740000000.0	0.0001031154	0.1	12191740000000.0	0.494755	0.1	12191740000000.0	3.959931e-15	0.1
12265480000000.0	0.01004272	0.1	12265480000000.0	0.0001018928	0.1	12265480000000.0	0.4948767	0.1	12265480000000.0	3.912787e-15	0.1
