	T[K]	P2	P5
600 0.99559 0.00153
700 0.99303 0.00432
800 0.98798 0.00954
900 0.98078 0.01685
1000 0.96723 0.02479
1100 0.95990 0.03223
1200 0.95634 0.03872
1300 0.95148 0.04363
1400 0.94759 0.04755
1500 0.94448 0.05070
1600 0.94217 0.05304
1700 0.94022 0.05502
1800 0.93851 0.05676
1900 0.93647 0.05800
2000 0.93532 0.05915
2100 0.93434 0.06012
2200 0.93359 0.06086
2300 0.93243 0.06153
2400 0.93206 0.06190
2500 0.93163 0.06232
