	T[K]	P2	P5
600 0.98345 0.01103
700 0.97509 0.01939
800 0.96672 0.02776
900 0.95973 0.03475
1000 0.95447 0.04001
1100 0.95041 0.04406
1200 0.94728 0.04718
1300 0.94465 0.04982
1400 0.94282 0.05164
1500 0.94078 0.05318
1600 0.93924 0.05472
1700 0.93816 0.05581
1800 0.93703 0.05697
1900 0.93578 0.05830
2000 0.93549 0.05908
2100 0.93427 0.06036
2200 0.93438 0.06087
2300 0.93418 0.06162
2400 0.93437 0.06213
2500 0.93470 0.06240
