	T[K]	P2	P5
600 0.99585 0.00011
700 0.99560 0.00037
800 0.99493 0.00105
900 0.99345 0.00254
1000 0.99078 0.00522
1100 0.98661 0.00942
1200 0.98115 0.01490
1300 0.97485 0.02125
1400 0.96862 0.02753
1500 0.96272 0.03350
1600 0.95766 0.03867
1700 0.95341 0.04290
1800 0.94967 0.04684
1900 0.94692 0.04982
2000 0.94447 0.05251
2100 0.94260 0.05463
2200 0.94121 0.05626
2300 0.94005 0.05759
2400 0.93376 0.05833
2500 0.93575 0.05933
