Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
9.904552e-14	9.81266887233e-06	0.1	9.904552e-14	1.8133413e-07	0.1	9.904552e-14	1.111122e-11	0.1	9.904552e-14	1.076168e-09	0.1	9.904552e-14	9.286215e-10	0.1	9.904552e-14	3.6703714e-09	0.1	9.904552e-14	2.494257e-13	0.1
2.356248e-13	9.560223396809999e-06	0.1	2.356248e-13	4.2588687999999997e-07	0.1	2.356248e-13	2.611992e-11	0.1	2.356248e-13	2.52736e-09	0.1	2.356248e-13	2.200775e-09	0.1	2.356248e-13	8.5190447e-09	0.1	2.356248e-13	5.858623e-13	0.1
5.223837e-13	9.05112748782e-06	0.1	5.223837e-13	9.192713e-07	0.1	5.223837e-13	5.648598e-11	0.1	5.223837e-13	5.454559e-09	0.1	5.223837e-13	4.838942e-09	0.1	5.223837e-13	1.7934382e-08	0.1	5.223837e-13	1.264816e-12	0.1
1.042013e-12	8.19668403234e-06	0.1	1.042013e-12	1.7480099e-06	0.1	1.042013e-12	1.077674e-10	0.1	1.042013e-12	1.036952e-08	0.1	1.042013e-12	9.499559e-09	0.1	1.042013e-12	3.2573109e-08	0.1	1.042013e-12	2.405874e-12	0.1
1.816242e-12	7.07088729042e-06	0.1	1.816242e-12	2.8413593999999997e-06	0.1	1.816242e-12	1.760088e-10	0.1	1.816242e-12	1.684985e-08	0.1	1.816242e-12	1.61361e-08	0.1	1.816242e-12	4.9377905e-08	0.1	1.816242e-12	3.912582e-12	0.1
2.718084e-12	5.95297946961e-06	0.1	2.718084e-12	3.9289097e-06	0.1	2.718084e-12	2.44653e-10	0.1	2.718084e-12	2.329068e-08	0.1	2.718084e-12	2.337363e-08	0.1	2.718084e-12	6.281266400000001e-08	0.1	2.718084e-12	5.413022e-12	0.1
3.668858e-12	4.9652378505912e-06	0.1	3.668858e-12	4.8916909e-06	0.1	3.668858e-12	3.061792e-10	0.1	3.668858e-12	2.898747e-08	0.1	3.668858e-12	3.041085e-08	0.1	3.668858e-12	7.1444188e-08	0.1	3.668858e-12	6.743028e-12	0.1
4.815367e-12	3.9895657049794e-06	0.1	4.815367e-12	5.8448282e-06	0.1	4.815367e-12	3.679434e-10	0.1	4.815367e-12	3.462147e-08	0.1	4.815367e-12	3.808803e-08	0.1	4.815367e-12	7.629378e-08	0.1	4.815367e-12	8.06164e-12	0.1
5.961876e-12	3.2056206229046997e-06	0.1	5.961876e-12	6.6125881999999996e-06	0.1	5.961876e-12	4.18461e-10	0.1	5.961876e-12	3.915455e-08	0.1	5.961876e-12	4.490894e-08	0.1	5.961876e-12	7.6869702e-08	0.1	5.961876e-12	9.125522e-12	0.1
7.108385e-12	2.5757269848947e-06	0.1	7.108385e-12	7.2310655e-06	0.1	7.108385e-12	4.597807e-10	0.1	7.108385e-12	4.280203e-08	0.1	7.108385e-12	5.092291e-08	0.1	7.108385e-12	7.4601583e-08	0.1	7.108385e-12	9.983955e-12	0.1
8.254894e-12	2.0696110967168e-06	0.1	8.254894e-12	7.7293198e-06	0.1	8.254894e-12	4.935782e-10	0.1	8.254894e-12	4.573708e-08	0.1	8.254894e-12	5.61913e-08	0.1	8.254894e-12	7.0532542e-08	0.1	8.254894e-12	1.067668e-11	0.1
9.589228e-12	1.6044047953479e-06	0.1	9.589228e-12	8.188636300000001e-06	0.1	9.589228e-12	5.252463e-10	0.1	9.589228e-12	4.843931e-08	0.1	9.589228e-12	6.147308e-08	0.1	9.589228e-12	6.4514838e-08	0.1	9.589228e-12	1.131642e-11	0.1
1.097052e-11	1.232677549831e-06	0.1	1.097052e-11	8.5568689e-06	0.1	1.097052e-11	5.510922e-10	0.1	1.097052e-11	5.060263e-08	0.1	1.097052e-11	6.608713e-08	0.1	1.097052e-11	5.7649798e-08	0.1	1.097052e-11	1.183034e-11	0.1
1.235181e-11	9.4708123438292e-07	0.1	1.235181e-11	8.8407649e-06	0.1	1.235181e-11	5.713833e-10	0.1	1.235181e-11	5.226804e-08	0.1	1.235181e-11	6.994676e-08	0.1	1.235181e-11	5.0717229e-08	0.1	1.235181e-11	1.222739e-11	0.1
1.37331e-11	7.276572505875399e-07	0.1	1.37331e-11	9.0596666e-06	0.1	1.37331e-11	5.873145e-10	0.1	1.37331e-11	5.355028e-08	0.1	1.37331e-11	7.315909e-08	0.1	1.37331e-11	4.4077343e-08	0.1	1.37331e-11	1.253419e-11	0.1
1.522818e-11	5.4706637457381e-07	0.1	1.522818e-11	9.2405237e-06	0.1	1.522818e-11	6.007253e-10	0.1	1.522818e-11	5.460802e-08	0.1	1.522818e-11	7.601848e-08	0.1	1.522818e-11	3.7454353e-08	0.1	1.522818e-11	1.278823e-11	0.1
1.689393e-11	3.9811937895366004e-07	0.1	1.689393e-11	9.390347599999999e-06	0.1	1.689393e-11	6.120645e-10	0.1	1.689393e-11	5.548274e-08	0.1	1.689393e-11	7.857651e-08	0.1	1.689393e-11	3.0906679e-08	0.1	1.689393e-11	1.299921e-11	0.1
1.855969e-11	2.8972777371993e-07	0.1	1.855969e-11	9.4999081e-06	0.1	1.855969e-11	6.205375e-10	0.1	1.855969e-11	5.61212e-08	0.1	1.855969e-11	8.059597e-08	0.1	1.855969e-11	2.5272284e-08	0.1	1.855969e-11	1.31539e-11	0.1
2.022544e-11	2.1084847040893998e-07	0.1	2.022544e-11	9.580044299999998e-06	0.1	2.022544e-11	6.268699e-10	0.1	2.022544e-11	5.658731e-08	0.1	2.022544e-11	8.218356e-08	0.1	2.022544e-11	2.0512822e-08	0.1	2.022544e-11	1.326736e-11	0.1
2.216081e-11	1.4575292788056e-07	0.1	2.216081e-11	9.646556e-06	0.1	2.216081e-11	6.322484e-10	0.1	2.216081e-11	5.697338e-08	0.1	2.216081e-11	8.360103e-08	0.1	2.216081e-11	1.5975691999999998e-08	0.1	2.216081e-11	1.336181e-11	0.1
