Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.805769e-13	9.76835562898e-06	0.1	1.805769e-13	1.6465009e-07	0.1	1.805769e-13	5.579757e-11	0.1	1.805769e-13	3.197919e-09	0.1	1.805769e-13	1.27002e-08	0.1	1.805769e-13	5.277476e-09	0.1	1.805769e-13	2.989069e-12	0.1
4.348799e-13	9.505661882959998e-06	0.1	4.348799e-13	3.9142916e-07	0.1	4.348799e-13	1.326196e-10	0.1	4.348799e-13	7.602813e-09	0.1	4.348799e-13	3.017407e-08	0.1	4.348799e-13	1.226976e-08	0.1	4.348799e-13	7.105488e-12	0.1
9.741628e-13	8.97179756046e-06	0.1	9.741628e-13	8.532534999999999e-07	0.1	9.741628e-13	2.889557e-10	0.1	9.741628e-13	1.657415e-08	0.1	9.741628e-13	6.569208e-08	0.1	9.741628e-13	2.55088e-08	0.1	9.741628e-13	1.548642e-11	0.1
1.953311e-12	8.07816742557102e-06	0.1	1.953311e-12	1.6292129e-06	0.1	1.953311e-12	5.513061e-10	0.1	1.953311e-12	3.16508e-08	0.1	1.953311e-12	1.251684e-07	0.1	1.953311e-12	4.467834e-08	0.1	1.953311e-12	2.956215e-11	0.1
3.352094e-12	6.95409942435402e-06	0.1	3.352094e-12	2.6106631999999998e-06	0.1	3.352094e-12	8.825484e-10	0.1	3.352094e-12	5.072544e-08	0.1	3.352094e-12	2.000344e-07	0.1	3.352094e-12	6.323847e-08	0.1	3.352094e-12	4.735467e-11	0.1
4.271611e-12	6.301995566892951e-06	0.1	4.271611e-12	3.1829170000000003e-06	0.1	4.271611e-12	1.075386e-09	0.1	4.271611e-12	6.185007e-08	0.1	4.271611e-12	2.435012e-07	0.1	4.271611e-12	7.102582e-08	0.1	4.271611e-12	5.772336e-11	0.1
5.362646e-12	5.60726577019412e-06	0.1	5.362646e-12	3.7950253000000004e-06	0.1	5.362646e-12	1.281412e-09	0.1	5.362646e-12	7.375173e-08	0.1	5.362646e-12	2.898448e-07	0.1	5.362646e-12	7.678805e-08	0.1	5.362646e-12	6.880954e-11	0.1
6.710958e-12	4.85376678113768e-06	0.1	6.710958e-12	4.4619032e-06	0.1	6.710958e-12	1.50559e-09	0.1	6.710958e-12	8.672097e-08	0.1	6.710958e-12	3.401594e-07	0.1	6.710958e-12	7.99322e-08	0.1	6.710958e-12	8.088217e-11	0.1
9.149722e-12	3.7390413480810002e-06	0.1	9.149722e-12	5.4545691999999995e-06	0.1	9.149722e-12	1.838752e-09	0.1	9.149722e-12	1.060312e-07	0.1	9.149722e-12	4.1472e-07	0.1	9.149722e-12	7.822657e-08	0.1	9.149722e-12	9.884191e-11	0.1
1.158849e-11	2.8805996584246e-06	0.1	1.158849e-11	6.224392899999999e-06	0.1	1.158849e-11	2.096704e-09	0.1	1.158849e-11	1.210109e-07	0.1	1.158849e-11	4.722758e-07	0.1	1.158849e-11	7.125856e-08	0.1	1.158849e-11	1.12761e-10	0.1
1.402725e-11	2.2194086792393598e-06	0.1	1.402725e-11	6.820852e-06	0.1	1.402725e-11	2.296336e-09	0.1	1.402725e-11	1.326198e-07	0.1	1.402725e-11	5.167191e-07	0.1	1.402725e-11	6.215737e-08	0.1	1.402725e-11	1.235401e-10	0.1
1.646601e-11	1.71007490071679e-06	0.1	1.646601e-11	7.282626999999999e-06	0.1	1.646601e-11	2.450774e-09	0.1	1.646601e-11	1.41609e-07	0.1	1.646601e-11	5.510447e-07	0.1	1.646601e-11	5.268095e-08	0.1	1.646601e-11	1.31882e-10	0.1
1.890478e-11	1.31768102343819e-06	0.1	1.890478e-11	7.639888e-06	0.1	1.890478e-11	2.570209e-09	0.1	1.890478e-11	1.485647e-07	0.1	1.890478e-11	5.7756e-07	0.1	1.890478e-11	4.375266e-08	0.1	1.890478e-11	1.383341e-10	0.1
2.134354e-11	1.0153544817271498e-06	0.1	2.134354e-11	7.916131e-06	0.1	2.134354e-11	2.662549e-09	0.1	2.134354e-11	1.539438e-07	0.1	2.134354e-11	5.98044e-07	0.1	2.134354e-11	3.579946e-08	0.1	2.134354e-11	1.43322e-10	0.1
2.37823e-11	7.82407523828996e-07	0.1	2.37823e-11	8.129624e-06	0.1	2.37823e-11	2.733924e-09	0.1	2.37823e-11	1.581016e-07	0.1	2.37823e-11	6.138699e-07	0.1	2.37823e-11	2.896246e-08	0.1	2.37823e-11	1.471763e-10	0.1
2.662966e-11	5.77153222680981e-07	0.1	2.662966e-11	8.318247e-06	0.1	2.662966e-11	2.797015e-09	0.1	2.662966e-11	1.617756e-07	0.1	2.662966e-11	6.278549e-07	0.1	2.662966e-11	2.236709e-08	0.1	2.662966e-11	1.505814e-10	0.1
2.957917e-11	4.21125720402816e-07	0.1	2.957917e-11	8.461986999999999e-06	0.1	2.957917e-11	2.845135e-09	0.1	2.957917e-11	1.64576e-07	0.1	2.957917e-11	6.385204e-07	0.1	2.957917e-11	1.695097e-08	0.1	2.957917e-11	1.531762e-10	0.1
3.252868e-11	3.07279048462848e-07	0.1	3.252868e-11	8.567083e-06	0.1	3.252868e-11	2.880364e-09	0.1	3.252868e-11	1.66624e-07	0.1	3.252868e-11	6.46329e-07	0.1	3.252868e-11	1.275025e-08	0.1	3.252868e-11	1.550736e-10	0.1
3.547819e-11	2.2420894635691198e-07	0.1	3.547819e-11	8.643895e-06	0.1	3.547819e-11	2.90616e-09	0.1	3.547819e-11	1.681215e-07	0.1	3.547819e-11	6.520471e-07	0.1	3.547819e-11	9.534667e-09	0.1	3.547819e-11	1.564604e-10	0.1
3.905075e-11	1.5305796632807998e-07	0.1	3.905075e-11	8.709779e-06	0.1	3.905075e-11	2.928348e-09	0.1	3.905075e-11	1.694066e-07	0.1	3.905075e-11	6.569656e-07	0.1	3.905075e-11	6.664995e-09	0.1	3.905075e-11	1.576503e-10	0.1
4.262331e-11	1.04485856648976e-07	0.1	4.262331e-11	8.75481e-06	0.1	4.262331e-11	2.943579e-09	0.1	4.262331e-11	1.702858e-07	0.1	4.262331e-11	6.603415e-07	0.1	4.262331e-11	4.635355e-09	0.1	4.262331e-11	1.584639e-10	0.1
