Batch	m_SP	1	P1	
7.091935000000e-04	9.999900000000e-06	1.000000000000e-01
9.384846000000e-03	9.999900000000e-06	1.000000000000e-01
4.429485000000e-01	9.999898000020e-06	1.000000000000e-01
2.514638000000e+00	9.999892000080e-06	1.000000000000e-01
8.541373000000e+00	9.999875000250e-06	1.000000000000e-01
2.953058000000e+01	9.999813000870e-06	1.000000000000e-01
7.732703000000e+01	9.999687002130e-06	1.000000000000e-01
1.379798000000e+02	9.999568003320e-06	1.000000000000e-01
1.875907000000e+02	9.999504003960e-06	1.000000000000e-01
2.702754000000e+02	9.999441004590e-06	1.000000000000e-01
4.134279000000e+02	9.999387005130e-06	1.000000000000e-01
5.770224000000e+02	9.999347005530e-06	1.000000000000e-01
8.251339000000e+02	9.999300006000e-06	1.000000000000e-01
1.179579000000e+03	9.999251006490e-06	1.000000000000e-01
1.626790000000e+03	9.999213006870e-06	1.000000000000e-01
2.184059000000e+03	9.999190007100e-06	1.000000000000e-01
2.969234000000e+03	9.999176007240e-06	1.000000000000e-01
4.062376000000e+03	9.999167007330e-06	1.000000000000e-01
