Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
6.075962e-11	0.9895793	0.1	6.075962e-11	4.050021e-06	0.1	6.075962e-11	1.073184e-06	0.1	6.075962e-11	0.0002894202	0.1	6.075962e-11	9.6626407e-06	0.1	6.075962e-11	1.830564e-06	0.1	6.075962e-11	0.004895297	0.1
9.424548e-11	0.9839291	0.1	9.424548e-11	6.229805e-06	0.1	9.424548e-11	1.664348e-06	0.1	9.424548e-11	0.0004482163	0.1	9.424548e-11	1.4961857099999999e-05	0.1	9.424548e-11	2.838781e-06	0.1	9.424548e-11	0.007548056	0.1
1.409087e-10	0.9761887	0.1	1.409087e-10	9.208913e-06	0.1	1.409087e-10	2.490656e-06	0.1	1.409087e-10	0.00066894	0.1	1.409087e-10	2.2338745e-05	0.1	1.409087e-10	4.24835e-06	0.1	1.409087e-10	0.01117926	0.1
1.995118e-10	0.9667217	0.1	1.995118e-10	1.285953e-05	0.1	1.995118e-10	3.536959e-06	0.1	1.995118e-10	0.0009456674	0.1	1.995118e-10	3.1626557e-05	0.1	1.995118e-10	6.034456e-06	0.1	1.995118e-10	0.01561391	0.1
2.610999e-10	0.957121	0.1	2.610999e-10	1.659526e-05	0.1	2.610999e-10	4.652814e-06	0.1	2.610999e-10	0.001236558	0.1	2.610999e-10	4.1464156e-05	0.1	2.610999e-10	7.941715e-06	0.1	2.610999e-10	0.02010104	0.1
3.22688e-10	0.947918	0.1	3.22688e-10	2.023643e-05	0.1	3.22688e-10	5.791388e-06	0.1	3.22688e-10	0.001528191	0.1	3.22688e-10	5.1429448e-05	0.1	3.22688e-10	9.891085e-06	0.1	3.22688e-10	0.02438924	0.1
3.842761e-10	0.9391453	0.1	3.842761e-10	2.379154e-05	0.1	3.842761e-10	6.958068e-06	0.1	3.842761e-10	0.00182119	0.1	3.842761e-10	6.1565861e-05	0.1	3.842761e-10	1.18924e-05	0.1	3.842761e-10	0.02846153	0.1
4.47646e-10	0.9305922	0.1	4.47646e-10	2.736807e-05	0.1	4.47646e-10	8.19262e-06	0.1	4.47646e-10	0.00212467	0.1	4.47646e-10	7.2212314e-05	0.1	4.47646e-10	1.401441e-05	0.1	4.47646e-10	0.03241328	0.1
4.863807e-10	0.9256078	0.1	4.863807e-10	2.951695e-05	0.1	4.863807e-10	8.966008e-06	0.1	4.863807e-10	0.002311389	0.1	4.863807e-10	7.884181899999999e-05	0.1	4.863807e-10	1.534588e-05	0.1	4.863807e-10	0.03470596	0.1
5.56103e-10	0.9171082	0.1	5.56103e-10	3.331991e-05	0.1	5.56103e-10	1.039672e-05	0.1	5.56103e-10	0.002650176	0.1	5.56103e-10	9.1028878e-05	0.1	5.56103e-10	1.781292e-05	0.1	5.56103e-10	0.03859406	0.1
6.335724e-10	0.9083765	0.1	6.335724e-10	3.745652e-05	0.1	6.335724e-10	1.204784e-05	0.1	6.335724e-10	0.003031117	0.1	6.335724e-10	0.000104976427	0.1	6.335724e-10	2.066525e-05	0.1	6.335724e-10	0.04255371	0.1
7.110417e-10	0.9003813	0.1	7.110417e-10	4.150968e-05	0.1	7.110417e-10	1.376618e-05	0.1	7.110417e-10	0.003417214	0.1	7.110417e-10	0.000119368269	0.1	7.110417e-10	2.3638e-05	0.1	7.110417e-10	0.04614003	0.1
8.113711e-10	0.8910768	0.1	8.113711e-10	4.66492e-05	0.1	8.113711e-10	1.609303e-05	0.1	8.113711e-10	0.003925259	0.1	8.113711e-10	0.00013867101499999998	0.1	8.113711e-10	2.766719e-05	0.1	8.113711e-10	0.05025159	0.1
9.117005e-10	0.8828807	0.1	9.117005e-10	5.167913e-05	0.1	9.117005e-10	1.853329e-05	0.1	9.117005e-10	0.004442418	0.1	9.117005e-10	0.00015870162299999997	0.1	9.117005e-10	3.1893e-05	0.1	9.117005e-10	0.05379959	0.1
1.01203e-09	0.8756948	0.1	1.01203e-09	5.661153e-05	0.1	1.01203e-09	2.108326e-05	0.1	1.01203e-09	0.00496842	0.1	1.01203e-09	0.000179413684	0.1	1.01203e-09	3.630422e-05	0.1	1.01203e-09	0.05683338	0.1
1.112359e-09	0.8694127	0.1	1.112359e-09	6.145565e-05	0.1	1.112359e-09	2.373745e-05	0.1	1.112359e-09	0.005502736	0.1	1.112359e-09	0.00020074421	0.1	1.112359e-09	4.088602e-05	0.1	1.112359e-09	0.05940661	0.1
1.212689e-09	0.8639272	0.1	1.212689e-09	6.621859e-05	0.1	1.212689e-09	2.648939e-05	0.1	1.212689e-09	0.006044668	0.1	1.212689e-09	0.00022262084	0.1	1.212689e-09	4.562155e-05	0.1	1.212689e-09	0.06157364	0.1
1.313018e-09	0.8591348	0.1	1.313018e-09	7.090598e-05	0.1	1.313018e-09	2.933224e-05	0.1	1.313018e-09	0.006593431	0.1	1.313018e-09	0.0002449669	0.1	1.313018e-09	5.049312e-05	0.1	1.313018e-09	0.06338695	0.1
1.413348e-09	0.8549396	0.1	1.413348e-09	7.552241e-05	0.1	1.413348e-09	3.225925e-05	0.1	1.413348e-09	0.007148208	0.1	1.413348e-09	0.00026770557	0.1	1.413348e-09	5.548316e-05	0.1	1.413348e-09	0.06489546	0.1
1.513677e-09	0.8512541	0.1	1.513677e-09	8.007182e-05	0.1	1.513677e-09	3.526405e-05	0.1	1.513677e-09	0.007708193	0.1	1.513677e-09	0.00029076242	0.1	1.513677e-09	6.057479e-05	0.1	1.513677e-09	0.06614361	0.1
1.622058e-09	0.8477566	0.1	1.622058e-09	8.491515e-05	0.1	1.622058e-09	3.859074e-05	0.1	1.622058e-09	0.00831809	0.1	1.622058e-09	0.0003159468	0.1	1.622058e-09	6.6171e-05	0.1	1.622058e-09	0.06724492	0.1
1.706411e-09	0.8453288	0.1	1.706411e-09	8.863621e-05	0.1	1.706411e-09	4.123389e-05	0.1	1.706411e-09	0.008795789	0.1	1.706411e-09	0.00033569629	0.1	1.706411e-09	7.058408e-05	0.1	1.706411e-09	0.0679518	0.1
1.804823e-09	0.8427712	0.1	1.804823e-09	9.292665e-05	0.1	1.804823e-09	4.437344e-05	0.1	1.804823e-09	0.009355887	0.1	1.804823e-09	0.0003588504	0.1	1.804823e-09	7.578493e-05	0.1	1.804823e-09	0.06863625	0.1
1.945412e-09	0.8395416	0.1	1.945412e-09	9.896688e-05	0.1	1.945412e-09	4.895618e-05	0.1	1.945412e-09	0.0101602	0.1	1.945412e-09	0.00039204457	0.1	1.945412e-09	8.32913e-05	0.1	1.945412e-09	0.06939775	0.1
