Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.640121e-09	1.0	0.1	1.640121e-09	0.0	0.1	1.640121e-09	0.0	0.1	1.640121e-09	0.0	0.1
1.28266e-08	1.0	0.1	1.28266e-08	0.0	0.1	1.28266e-08	0.0	0.1	1.28266e-08	0.0	0.1
3.363112e-08	1.0	0.1	3.363112e-08	0.0	0.1	3.363112e-08	0.0	0.1	3.363112e-08	0.0	0.1
7.033303e-08	1.0	0.1	7.033303e-08	0.0	0.1	7.033303e-08	0.0	0.1	7.033303e-08	0.0	0.1
1.210753e-07	1.0	0.1	1.210753e-07	0.0	0.1	1.210753e-07	0.0	0.1	1.210753e-07	0.0	0.1
1.718175e-07	1.0	0.1	1.718175e-07	0.0	0.1	1.718175e-07	0.0	0.1	1.718175e-07	0.0	0.1
2.714406e-07	1.0	0.1	2.714406e-07	0.0	0.1	2.714406e-07	0.0	0.1	2.714406e-07	0.0	0.1
4.507621e-07	1.0	0.1	4.507621e-07	0.0	0.1	4.507621e-07	0.0	0.1	4.507621e-07	0.0	0.1
6.742398e-07	1.0	0.1	6.742398e-07	0.0	0.1	6.742398e-07	0.0	0.1	6.742398e-07	0.0	0.1
9.340647e-07	1.0	0.1	9.340647e-07	0.0	0.1	9.340647e-07	0.0	0.1	9.340647e-07	0.0	0.1
1.265336e-06	1.0	0.1	1.265336e-06	0.0	0.1	1.265336e-06	0.0	0.1	1.265336e-06	0.0	0.1
1.596608e-06	1.0	0.1	1.596608e-06	0.0	0.1	1.596608e-06	0.0	0.1	1.596608e-06	0.0	0.1
1.92788e-06	1.0	0.1	1.92788e-06	0.0	0.1	1.92788e-06	0.0	0.1	1.92788e-06	0.0	0.1
2.259151e-06	1.0	0.1	2.259151e-06	0.0	0.1	2.259151e-06	0.0	0.1	2.259151e-06	0.0	0.1
2.590423e-06	1.0	0.1	2.590423e-06	0.0	0.1	2.590423e-06	0.0	0.1	2.590423e-06	0.0	0.1
2.921695e-06	1.0	0.1	2.921695e-06	0.0	0.1	2.921695e-06	0.0	0.1	2.921695e-06	0.0	0.1
3.252966e-06	1.0	0.1	3.252966e-06	0.0	0.1	3.252966e-06	0.0	0.1	3.252966e-06	0.0	0.1
3.584238e-06	1.0	0.1	3.584238e-06	0.0	0.1	3.584238e-06	0.0	0.1	3.584238e-06	0.0	0.1
3.915509e-06	1.0	0.1	3.915509e-06	0.0	0.1	3.915509e-06	0.0	0.1	3.915509e-06	0.0	0.1
4.246781e-06	1.0	0.1	4.246781e-06	0.0	0.1	4.246781e-06	0.0	0.1	4.246781e-06	0.0	0.1
4.578053e-06	1.0	0.1	4.578053e-06	0.0	0.1	4.578053e-06	0.0	0.1	4.578053e-06	0.0	0.1
4.909324e-06	1.0	0.1	4.909324e-06	0.0	0.1	4.909324e-06	0.0	0.1	4.909324e-06	0.0	0.1
5.240596e-06	0.99999997	0.1	5.240596e-06	0.0	0.1	5.240596e-06	0.0	0.1	5.240596e-06	0.0	0.1
5.571868e-06	1.0000000500000001	0.1	5.571868e-06	0.0	0.1	5.571868e-06	0.0	0.1	5.571868e-06	0.0	0.1
5.903139e-06	0.99999998	0.1	5.903139e-06	0.0	0.1	5.903139e-06	0.0	0.1	5.903139e-06	0.0	0.1
6.234411e-06	1.0000000500000001	0.1	6.234411e-06	0.0	0.1	6.234411e-06	0.0	0.1	6.234411e-06	0.0	0.1
6.565683e-06	0.99999996	0.1	6.565683e-06	0.0	0.1	6.565683e-06	0.0	0.1	6.565683e-06	0.0	0.1
6.896954e-06	1.00000001	0.1	6.896954e-06	0.0	0.1	6.896954e-06	0.0	0.1	6.896954e-06	0.0	0.1
7.228226e-06	0.99999998	0.1	7.228226e-06	0.0	0.1	7.228226e-06	0.0	0.1	7.228226e-06	0.0	0.1
7.559497e-06	0.99999998	0.1	7.559497e-06	0.0	0.1	7.559497e-06	0.0	0.1	7.559497e-06	0.0	0.1
7.890769e-06	0.99999995	0.1	7.890769e-06	0.0	0.1	7.890769e-06	0.0	0.1	7.890769e-06	0.0	0.1
8.222041e-06	0.99999996	0.1	8.222041e-06	0.0	0.1	8.222041e-06	0.0	0.1	8.222041e-06	0.0	0.1
8.553312e-06	0.99999998	0.1	8.553312e-06	0.0	0.1	8.553312e-06	0.0	0.1	8.553312e-06	0.0	0.1
8.884584e-06	0.99999999	0.1	8.884584e-06	0.0	0.1	8.884584e-06	0.0	0.1	8.884584e-06	0.0	0.1
9.215856e-06	0.99999998	0.1	9.215856e-06	0.0	0.1	9.215856e-06	0.0	0.1	9.215856e-06	0.0	0.1
9.547127e-06	0.99999996	0.1	9.547127e-06	0.0	0.1	9.547127e-06	0.0	0.1	9.547127e-06	0.0	0.1
9.878399e-06	1.00000005	0.1	9.878399e-06	0.0	0.1	9.878399e-06	0.0	0.1	9.878399e-06	0.0	0.1
1.020967e-05	0.99999998	0.1	1.020967e-05	0.0	0.1	1.020967e-05	0.0	0.1	1.020967e-05	0.0	0.1
1.054094e-05	0.99999996	0.1	1.054094e-05	0.0	0.1	1.054094e-05	0.0	0.1	1.054094e-05	0.0	0.1
1.087221e-05	0.9999999900000001	0.1	1.087221e-05	0.0	0.1	1.087221e-05	0.0	0.1	1.087221e-05	0.0	0.1
1.120349e-05	1.0	0.1	1.120349e-05	0.0	0.1	1.120349e-05	0.0	0.1	1.120349e-05	0.0	0.1
1.158832e-05	0.99999997	0.1	1.158832e-05	0.0	0.1	1.158832e-05	0.0	0.1	1.158832e-05	0.0	0.1
1.198655e-05	0.99999998	0.1	1.198655e-05	0.0	0.1	1.198655e-05	0.0	0.1	1.198655e-05	0.0	0.1
1.238478e-05	1.000000005	0.1	1.238478e-05	0.0	0.1	1.238478e-05	0.0	0.1	1.238478e-05	0.0	0.1
1.278301e-05	0.9999999660000001	0.1	1.278301e-05	0.0	0.1	1.278301e-05	0.0	0.1	1.278301e-05	0.0	0.1
1.318124e-05	1.000000026	0.1	1.318124e-05	0.0	0.1	1.318124e-05	0.0	0.1	1.318124e-05	0.0	0.1
1.357947e-05	0.999999958	0.1	1.357947e-05	0.0	0.1	1.357947e-05	0.0	0.1	1.357947e-05	0.0	0.1
1.39777e-05	0.99999997	0.1	1.39777e-05	0.0	0.1	1.39777e-05	0.0	0.1	1.39777e-05	0.0	0.1
1.437592e-05	0.999999977	0.1	1.437592e-05	0.0	0.1	1.437592e-05	0.0	0.1	1.437592e-05	0.0	0.1
1.477415e-05	1.000000018	0.1	1.477415e-05	0.0	0.1	1.477415e-05	0.0	0.1	1.477415e-05	0.0	0.1
1.517238e-05	1.000000011	0.1	1.517238e-05	0.0	0.1	1.517238e-05	0.0	0.1	1.517238e-05	0.0	0.1
1.557061e-05	1.00000004	0.1	1.557061e-05	0.0	0.1	1.557061e-05	0.0	0.1	1.557061e-05	0.0	0.1
1.598478e-05	1.000000002	0.1	1.598478e-05	0.0	0.1	1.598478e-05	0.0	0.1	1.598478e-05	0.0	0.1
