Batch	m_SP	2	P2_L	W4_L	
1.746137e-10	9.718825647677901e-06	0.1	1.746137e-10	1.9154947e-07	0.1
3.749092e-10	9.4063019888616e-06	0.1	3.749092e-10	4.0489214000000005e-07	0.1
8.43644e-10	8.7138962328904e-06	0.1	8.43644e-10	8.7865258e-07	0.1
1.687367e-09	7.5941987968308e-06	0.1	1.687367e-09	1.6480912000000002e-06	0.1
2.49356e-09	6.659681143759e-06	0.1	2.49356e-09	2.2935913e-06	0.1
3.102839e-09	6.0308791426516e-06	0.1	3.102839e-09	2.7297255e-06	0.1
3.936731e-09	5.2657733100396e-06	0.1	3.936731e-09	3.2624728999999996e-06	0.1
5.123855e-09	4.3415467863903e-06	0.1	5.123855e-09	3.909258e-06	0.1
6.756596e-09	3.3301005361764005e-06	0.1	6.756596e-09	4.6215316e-06	0.1
8.389338e-09	2.5547962822634e-06	0.1	8.389338e-09	5.1710264e-06	0.1
1.002208e-08	1.96029268846016e-06	0.1	1.002208e-08	5.594713699999999e-06	0.1
1.165482e-08	1.5042992525052498e-06	0.1	1.165482e-08	5.921236499999999e-06	0.1
1.328756e-08	1.15447000838814e-06	0.1	1.328756e-08	6.172764e-06	0.1
1.492031e-08	8.860436863517399e-07	0.1	1.492031e-08	6.366443899999999e-06	0.1
1.668596e-08	6.6556262482616e-07	0.1	1.668596e-08	6.5260273e-06	0.1
1.865097e-08	4.8406266311964e-07	0.1	1.865097e-08	6.6577795e-06	0.1
2.061598e-08	3.52059157660662e-07	0.1	2.061598e-08	6.7538489e-06	0.1
2.2581e-08	2.56049786325615e-07	0.1	2.2581e-08	6.8238743e-06	0.1
2.486742e-08	1.76766721949367e-07	0.1	2.486742e-08	6.881810500000001e-06	0.1
2.723419e-08	1.2044845166729098e-07	0.1	2.723419e-08	6.9230356e-06	0.1
