Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
2.179703e-11	9.7413197097092e-06	0.1	2.179703e-11	1.910621e-11	0.1	2.179703e-11	9.035915200000001e-12	0.1	2.179703e-11	2.5735689400000003e-07	0.1	2.179703e-11	2.73148362e-18	0.1
4.667849e-11	9.4544494372294e-06	0.1	4.667849e-11	4.031377e-11	0.1	4.667849e-11	1.90693393e-11	0.1	4.667849e-11	5.42980469e-07	0.1	4.667849e-11	1.24031388e-17	0.1
1.041919e-10	8.823377628918e-06	0.1	1.041919e-10	8.697828e-11	0.1	1.041919e-10	4.11615591e-11	0.1	1.041919e-10	1.17131e-06	0.1	1.041919e-10	6.040887990000001e-17	0.1
2.077161e-10	7.7920195664918e-06	0.1	2.077161e-10	1.632773e-10	0.1	2.077161e-10	7.7335054e-11	0.1	2.077161e-10	2.1981870099999997e-06	0.1	2.077161e-10	2.30625117e-16	0.1
3.379241e-10	6.6646737938582e-06	0.1	3.379241e-10	2.467356e-10	0.1	3.379241e-10	1.16995349e-10	0.1	3.379241e-10	3.32063755e-06	0.1	3.379241e-10	5.80974098e-16	0.1
4.782528e-10	5.6319999877474e-06	0.1	4.782528e-10	3.23251e-10	0.1	4.782528e-10	1.53471145e-10	0.1	4.782528e-10	4.34883205e-06	0.1	4.782528e-10	1.10497191e-15	0.1
6.413576e-10	4.631397905189301e-06	0.1	6.413576e-10	3.974679e-10	0.1	6.413576e-10	1.8900009100000003e-10	0.1	6.413576e-10	5.34509894e-06	0.1	6.413576e-10	1.8745868e-15	0.1
8.196463e-10	3.74012488200628e-06	0.1	8.196463e-10	4.63665e-10	0.1	8.196463e-10	2.2087161899999997e-10	0.1	8.196463e-10	6.2325176e-06	0.1	8.196463e-10	2.8788600400000004e-15	0.1
9.97935e-10	3.0205605685803802e-06	0.1	9.97935e-10	5.171976e-10	0.1	9.97935e-10	2.46835753e-10	0.1	9.97935e-10	6.9489756e-06	0.1	9.97935e-10	4.0215299100000005e-15	0.1
1.176224e-09	2.43955586090694e-06	0.1	1.176224e-09	5.605085e-10	0.1	1.176224e-09	2.68032792e-10	0.1	1.176224e-09	7.5274817999999996e-06	0.1	1.176224e-09	5.2759965999999996e-15	0.1
1.361816e-09	1.9532215147884e-06	0.1	1.361816e-09	5.968524e-10	0.1	1.361816e-09	2.86022551e-10	0.1	1.361816e-09	8.0117302e-06	0.1	1.361816e-09	6.6775427e-15	0.1
1.576624e-09	1.510116528765366e-06	0.1	1.576624e-09	6.300784e-10	0.1	1.576624e-09	3.02724212e-10	0.1	1.576624e-09	8.452948e-06	0.1	1.576624e-09	8.39657e-15	0.1
1.791432e-09	1.167573760857744e-06	0.1	1.791432e-09	6.558835e-10	0.1	1.791432e-09	3.15968295e-10	0.1	1.791432e-09	8.7940383e-06	0.1	1.791432e-09	1.0197007500000001e-14	0.1
2.00624e-09	9.027541993549041e-07	0.1	2.00624e-09	6.759532e-10	0.1	2.00624e-09	3.26541515e-10	0.1	2.00624e-09	9.057748299999999e-06	0.1	2.00624e-09	1.20604495e-14	0.1
2.221048e-09	6.98012946361862e-07	0.1	2.221048e-09	6.915898e-10	0.1	2.221048e-09	3.35051709e-10	0.1	2.221048e-09	9.2616402e-06	0.1	2.221048e-09	1.39726689e-14	0.1
2.470372e-09	5.178647766073179e-07	0.1	2.470372e-09	7.054971e-10	0.1	2.470372e-09	3.4295713e-10	0.1	2.470372e-09	9.4410535e-06	0.1	2.470372e-09	1.62389128e-14	0.1
2.728325e-09	3.8026735229084415e-07	0.1	2.728325e-09	7.162866e-10	0.1	2.728325e-09	3.4946491800000006e-10	0.1	2.728325e-09	9.578105e-06	0.1	2.728325e-09	1.86233639e-14	0.1
2.986277e-09	2.7923302372783005e-07	0.1	2.986277e-09	7.243793e-10	0.1	2.986277e-09	3.54722596e-10	0.1	2.986277e-09	9.6787542e-06	0.1	2.986277e-09	2.10377109e-14	0.1
3.24423e-09	2.0504451333771384e-07	0.1	3.24423e-09	7.304922e-10	0.1	3.24423e-09	3.5906484e-10	0.1	3.24423e-09	9.7526722e-06	0.1	3.24423e-09	2.34740995e-14	0.1
3.556107e-09	1.4115471483424028e-07	0.1	3.556107e-09	7.359805e-10	0.1	3.556107e-09	3.63438065e-10	0.1	3.556107e-09	9.8163488e-06	0.1	3.556107e-09	2.64410935e-14	0.1
