Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
7.028614e-11	1.0	0.1	7.028614e-11	0.0	0.1	7.028614e-11	0.0	0.1	7.028614e-11	0.0	0.1
2.623068e-10	1.0	0.1	2.623068e-10	0.0	0.1	2.623068e-10	0.0	0.1	2.623068e-10	0.0	0.1
5.830261e-10	1.0	0.1	5.830261e-10	0.0	0.1	5.830261e-10	0.0	0.1	5.830261e-10	0.0	0.1
1.140144e-09	1.0	0.1	1.140144e-09	0.0	0.1	1.140144e-09	0.0	0.1	1.140144e-09	0.0	0.1
1.697263e-09	1.0	0.1	1.697263e-09	0.0	0.1	1.697263e-09	0.0	0.1	1.697263e-09	0.0	0.1
2.568762e-09	1.0	0.1	2.568762e-09	0.0	0.1	2.568762e-09	0.0	0.1	2.568762e-09	0.0	0.1
4.082283e-09	1.0	0.1	4.082283e-09	0.0	0.1	4.082283e-09	0.0	0.1	4.082283e-09	0.0	0.1
6.244455e-09	1.0	0.1	6.244455e-09	0.0	0.1	6.244455e-09	0.0	0.1	6.244455e-09	0.0	0.1
8.894213e-09	1.0	0.1	8.894213e-09	0.0	0.1	8.894213e-09	0.0	0.1	8.894213e-09	0.0	0.1
1.187464e-08	1.0	0.1	1.187464e-08	0.0	0.1	1.187464e-08	0.0	0.1	1.187464e-08	0.0	0.1
1.507551e-08	1.0	0.1	1.507551e-08	0.0	0.1	1.507551e-08	0.0	0.1	1.507551e-08	0.0	0.1
1.827639e-08	1.0	0.1	1.827639e-08	0.0	0.1	1.827639e-08	0.0	0.1	1.827639e-08	0.0	0.1
2.147726e-08	1.0	0.1	2.147726e-08	0.0	0.1	2.147726e-08	0.0	0.1	2.147726e-08	0.0	0.1
2.467813e-08	1.0	0.1	2.467813e-08	0.0	0.1	2.467813e-08	0.0	0.1	2.467813e-08	0.0	0.1
2.787901e-08	0.9999999900000001	0.1	2.787901e-08	0.0	0.1	2.787901e-08	0.0	0.1	2.787901e-08	0.0	0.1
3.107988e-08	1.00000003	0.1	3.107988e-08	0.0	0.1	3.107988e-08	0.0	0.1	3.107988e-08	0.0	0.1
3.428075e-08	1.00000003	0.1	3.428075e-08	0.0	0.1	3.428075e-08	0.0	0.1	3.428075e-08	0.0	0.1
3.748163e-08	0.99999999	0.1	3.748163e-08	0.0	0.1	3.748163e-08	0.0	0.1	3.748163e-08	0.0	0.1
4.06825e-08	0.9999999799999999	0.1	4.06825e-08	0.0	0.1	4.06825e-08	0.0	0.1	4.06825e-08	0.0	0.1
4.388337e-08	0.99999999	0.1	4.388337e-08	0.0	0.1	4.388337e-08	0.0	0.1	4.388337e-08	0.0	0.1
4.708424e-08	0.99999995	0.1	4.708424e-08	0.0	0.1	4.708424e-08	0.0	0.1	4.708424e-08	0.0	0.1
5.028512e-08	0.99999997	0.1	5.028512e-08	0.0	0.1	5.028512e-08	0.0	0.1	5.028512e-08	0.0	0.1
5.348599e-08	0.99999997	0.1	5.348599e-08	0.0	0.1	5.348599e-08	0.0	0.1	5.348599e-08	0.0	0.1
5.668686e-08	1.0	0.1	5.668686e-08	0.0	0.1	5.668686e-08	0.0	0.1	5.668686e-08	0.0	0.1
5.988774e-08	1.00000001	0.1	5.988774e-08	0.0	0.1	5.988774e-08	0.0	0.1	5.988774e-08	0.0	0.1
6.308861e-08	1.0	0.1	6.308861e-08	0.0	0.1	6.308861e-08	0.0	0.1	6.308861e-08	0.0	0.1
6.628948e-08	0.99999996	0.1	6.628948e-08	0.0	0.1	6.628948e-08	0.0	0.1	6.628948e-08	0.0	0.1
6.949036e-08	0.99999996	0.1	6.949036e-08	0.0	0.1	6.949036e-08	0.0	0.1	6.949036e-08	0.0	0.1
7.269123e-08	1.00000004	0.1	7.269123e-08	0.0	0.1	7.269123e-08	0.0	0.1	7.269123e-08	0.0	0.1
7.58921e-08	0.99999997	0.1	7.58921e-08	0.0	0.1	7.58921e-08	0.0	0.1	7.58921e-08	0.0	0.1
7.909298e-08	1.00000001	0.1	7.909298e-08	0.0	0.1	7.909298e-08	0.0	0.1	7.909298e-08	0.0	0.1
8.229385e-08	0.99999998	0.1	8.229385e-08	0.0	0.1	8.229385e-08	0.0	0.1	8.229385e-08	0.0	0.1
8.549472e-08	1.00000004	0.1	8.549472e-08	0.0	0.1	8.549472e-08	0.0	0.1	8.549472e-08	0.0	0.1
8.921228e-08	1.00000002	0.1	8.921228e-08	0.0	0.1	8.921228e-08	0.0	0.1	8.921228e-08	0.0	0.1
9.305902e-08	1.00000004	0.1	9.305902e-08	0.0	0.1	9.305902e-08	0.0	0.1	9.305902e-08	0.0	0.1
9.690575e-08	0.999999984	0.1	9.690575e-08	0.0	0.1	9.690575e-08	0.0	0.1	9.690575e-08	0.0	0.1
1.007525e-07	0.999999972	0.1	1.007525e-07	0.0	0.1	1.007525e-07	0.0	0.1	1.007525e-07	0.0	0.1
1.045992e-07	0.999999981	0.1	1.045992e-07	0.0	0.1	1.045992e-07	0.0	0.1	1.045992e-07	0.0	0.1
1.08446e-07	1.000000006	0.1	1.08446e-07	0.0	0.1	1.08446e-07	0.0	0.1	1.08446e-07	0.0	0.1
1.122927e-07	1.0	0.1	1.122927e-07	0.0	0.1	1.122927e-07	0.0	0.1	1.122927e-07	0.0	0.1
1.161394e-07	0.99999995	0.1	1.161394e-07	0.0	0.1	1.161394e-07	0.0	0.1	1.161394e-07	0.0	0.1
1.199862e-07	1.000000008	0.1	1.199862e-07	0.0	0.1	1.199862e-07	0.0	0.1	1.199862e-07	0.0	0.1
1.238329e-07	0.999999954	0.1	1.238329e-07	0.0	0.1	1.238329e-07	0.0	0.1	1.238329e-07	0.0	0.1
1.284653e-07	0.999999983	0.1	1.284653e-07	0.0	0.1	1.284653e-07	0.0	0.1	1.284653e-07	0.0	0.1
1.330977e-07	0.999999958	0.1	1.330977e-07	0.0	0.1	1.330977e-07	0.0	0.1	1.330977e-07	0.0	0.1
1.377301e-07	1.0000000500000001	0.1	1.377301e-07	0.0	0.1	1.377301e-07	0.0	0.1	1.377301e-07	0.0	0.1
1.423625e-07	0.999999969	0.1	1.423625e-07	0.0	0.1	1.423625e-07	0.0	0.1	1.423625e-07	0.0	0.1
1.46995e-07	1.000000013	0.1	1.46995e-07	0.0	0.1	1.46995e-07	0.0	0.1	1.46995e-07	0.0	0.1
1.516274e-07	1.000000047	0.1	1.516274e-07	0.0	0.1	1.516274e-07	0.0	0.1	1.516274e-07	0.0	0.1
1.56631e-07	1.000000025	0.1	1.56631e-07	0.0	0.1	1.56631e-07	0.0	0.1	1.56631e-07	0.0	0.1
1.621913e-07	1.000000045	0.1	1.621913e-07	0.0	0.1	1.621913e-07	0.0	0.1	1.621913e-07	0.0	0.1
1.677517e-07	1.000000023	0.1	1.677517e-07	0.0	0.1	1.677517e-07	0.0	0.1	1.677517e-07	0.0	0.1
1.733121e-07	1.00000001	0.1	1.733121e-07	0.0	0.1	1.733121e-07	0.0	0.1	1.733121e-07	0.0	0.1
