# T[K]         Pr1         Pr2         Pr3         W1         sum_k_Pr_i
3.00e+02	7.49e-38	1.56e-36	2.63e-53	1.64e-36	1.64e-36
4.00e+02	6.74e-26	2.55e-25	6.03e-36	3.22e-25	3.22e-25
5.00e+02	1.67e-18	3.18e-18	1.62e-25	4.85e-18	4.85e-18
6.00e+02	1.85e-13	3.19e-13	1.40e-18	5.04e-13	5.04e-13
7.00e+02	8.93e-10	1.41e-09	1.19e-13	2.31e-09	2.31e-09
8.00e+02	5.69e-07	8.25e-07	5.49e-10	1.39e-06	1.39e-06
9.00e+02	9.08e-05	1.21e-04	3.57e-07	2.12e-04	2.12e-04
1.00e+03	5.35e-03	6.52e-03	5.85e-05	1.19e-02	1.19e-02
1.10e+03	1.50e-01	1.70e-01	3.49e-03	3.23e-01	3.23e-01
1.20e+03	2.37e+00	2.53e+00	9.74e-02	5.00e+00	5.00e+00
1.30e+03	2.37e+01	2.41e+01	1.51e+00	4.93e+01	4.93e+01
1.40e+03	1.66e+02	1.60e+02	1.49e+01	3.41e+02	3.41e+02
1.50e+03	8.53e+02	7.98e+02	1.02e+02	1.75e+03	1.75e+03
1.60e+03	3.43e+03	3.12e+03	5.12e+02	7.06e+03	7.06e+03
1.70e+03	1.11e+04	9.94e+03	2.02e+03	2.31e+04	2.31e+04
1.80e+03	3.07e+04	2.67e+04	6.54e+03	6.41e+04	6.40e+04
1.90e+03	7.27e+04	6.24e+04	1.78e+04	1.54e+05	1.53e+05
2.00e+03	1.53e+05	1.29e+05	4.23e+04	3.25e+05	3.24e+05
2.10e+03	2.89e+05	2.40e+05	8.92e+04	6.22e+05	6.18e+05
2.20e+03	5.04e+05	4.11e+05	1.70e+05	1.09e+06	1.09e+06
2.30e+03	8.14e+05	6.57e+05	3.00e+05	1.77e+06	1.77e+06
2.40e+03	1.24e+06	9.87e+05	4.92e+05	2.71e+06	2.71e+06
2.50e+03	1.78e+06	1.41e+06	7.64e+05	3.96e+06	3.96e+06
