Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
0.0001022539	9.999857000430001e-06	0.1	0.0001022539	1.6992432e-113	0.1	0.0001022539	5.664144e-114	0.1	0.0001022539	1.370723e-12	0.1	0.0001022539	3.51799985e-11	0.1	0.0001022539	2.197688e-12	0.1	0.0001022539	4.089512e-12	0.1
0.01187046	9.99492904971e-06	0.1	0.01187046	1.9721331e-111	0.1	0.01187046	6.573777e-112	0.1	0.01187046	1.591624e-10	0.1	0.01187046	4.08236663e-09	0.1	0.01187046	2.551288e-10	0.1	0.01187046	4.74629e-10	0.1
0.04355845	9.98168918211e-06	0.1	0.04355845	7.231911e-111	0.1	0.04355845	2.410637e-111	0.1	0.04355845	5.868338e-10	0.1	0.04355845	1.49452083e-08	0.1	0.04355845	9.382994e-10	0.1	0.04355845	1.740582e-09	0.1
0.09283607	9.96128138619e-06	0.1	0.09283607	1.5397539000000002e-110	0.1	0.09283607	5.132513e-111	0.1	0.09283607	1.27527e-09	0.1	0.09283607	3.16169628e-08	0.1	0.09283607	2.019681e-09	0.1	0.09283607	3.706652e-09	0.1
0.1691896	9.9304427015157e-06	0.1	0.1691896	2.8017213000000004e-110	0.1	0.1691896	9.339071e-111	0.1	0.1691896	2.457173e-09	0.1	0.1691896	5.6464128e-08	0.1	0.1691896	3.786932e-09	0.1	0.1691896	6.748592e-09	0.1
0.25647	9.896950039795e-06	0.1	0.25647	4.239612e-110	0.1	0.25647	1.413204e-110	0.1	0.25647	4.084217e-09	0.1	0.25647	8.2635171e-08	0.1	0.25647	6.007668e-09	0.1	0.25647	1.022269e-08	0.1
0.3603821	9.8602434105357e-06	0.1	0.3603821	5.945415e-110	0.1	0.3603821	1.981805e-110	0.1	0.3603821	6.543313e-09	0.1	0.3603821	1.09791707e-07	0.1	0.3603821	8.961613e-09	0.1	0.3603821	1.435899e-08	0.1
0.4867323	9.820789826922e-06	0.1	0.4867323	8.011524000000001e-110	0.1	0.4867323	2.670508e-110	0.1	0.4867323	1.042972e-08	0.1	0.4867323	1.36382787e-07	0.1	0.4867323	1.290179e-08	0.1	0.4867323	1.939353e-08	0.1
0.6423078	9.779739245642201e-06	0.1	0.6423078	1.0545087e-109	0.1	0.6423078	3.515029e-110	0.1	0.6423078	1.659478e-08	0.1	0.6423078	1.60066772e-07	0.1	0.6423078	1.789367e-08	0.1	0.6423078	2.560249e-08	0.1
0.748629	9.7557914899118e-06	0.1	0.748629	1.2270864000000001e-109	0.1	0.748629	4.090288e-110	0.1	0.748629	2.160179e-08	0.1	0.748629	1.71511738e-07	0.1	0.748629	2.114183e-08	0.1	0.748629	2.985046e-08	0.1
0.8893959	9.7281187993443e-06	0.1	0.8893959	1.4549697e-109	0.1	0.8893959	4.849899e-110	0.1	0.8893959	2.904391e-08	0.1	0.8893959	1.82244657e-07	0.1	0.8893959	2.50116e-08	0.1	0.8893959	3.547656e-08	0.1
1.081831	9.6957331329201e-06	0.1	1.081831	1.7655345e-109	0.1	1.081831	5.885115e-110	0.1	1.081831	4.032072e-08	0.1	1.081831	1.9134901e-07	0.1	1.081831	2.932891e-08	0.1	1.081831	4.316215e-08	0.1
1.292869	9.664976449717199e-06	0.1	1.292869	2.1050166000000001e-109	0.1	1.292869	7.016722e-110	0.1	1.292869	5.356551e-08	0.1	1.292869	1.9695929e-07	0.1	1.292869	3.28222e-08	0.1	1.292869	5.157016e-08	0.1
1.531808	9.6338378070448e-06	0.1	1.531808	2.4881577e-109	0.1	1.531808	8.293859e-110	0.1	1.531808	6.898432e-08	0.1	1.531808	2.0046503e-07	0.1	1.531808	3.555506e-08	0.1	1.531808	6.104889e-08	0.1
1.770748	9.605178105108802e-06	0.1	1.770748	2.870115e-109	0.1	1.770748	9.56705e-110	0.1	1.770748	8.430032e-08	0.1	1.770748	2.0252236e-07	0.1	1.770748	3.741806e-08	0.1	1.770748	7.047187e-08	0.1
2.02023	9.5771013971096e-06	0.1	2.02023	3.26775e-109	0.1	2.02023	1.08925e-109	0.1	2.02023	9.976965e-08	0.1	2.02023	2.0397025e-07	0.1	2.02023	3.880772e-08	0.1	2.02023	8.024111e-08	0.1
2.31188	9.546187763976e-06	0.1	2.31188	3.7311629999999995e-109	0.1	2.31188	1.243721e-109	0.1	2.31188	1.168217e-07	0.1	2.31188	2.0527592000000002e-07	0.1	2.31188	4.004223e-08	0.1	2.31188	9.156106e-08	0.1
2.653811	9.512280120009999e-06	0.1	2.653811	4.272624e-109	0.1	2.653811	1.424208e-109	0.1	2.653811	1.350918e-07	0.1	2.653811	2.0660406e-07	0.1	2.653811	4.123162e-08	0.1	2.653811	1.046812e-07	0.1
