Batch	m_SP	13	P2	W1	W2	W3	W4	W5	W6	R	P1	P3	P4	P5	P6																							
1.419692e-10	9.7401116498478e-06	0.1	1.419692e-10	8.395856e-118	0.1	1.419692e-10	9.566595e-14	0.1	1.419692e-10	1.452155e-10	0.1	1.419692e-10	8.395856e-118	0.1	1.419692e-10	9.751143e-08	0.1	1.419692e-10	1.522576e-10	0.1	1.419692e-10	5.527308e-09	0.1	1.419692e-10	1.494264e-07	0.1	1.419692e-10	5.738087e-09	0.1	1.419692e-10	6.025132e-12	0.1	1.419692e-10	1.283618e-09	0.1	1.419692e-10	1.403013e-15	0.1
3.048707e-10	9.4503946599324e-06	0.1	3.048707e-10	3.485593e-117	0.1	3.048707e-10	2.024854e-13	0.1	3.048707e-10	3.073814e-10	0.1	3.048707e-10	3.485593e-117	0.1	3.048707e-10	2.063791e-07	0.1	3.048707e-10	3.221042e-10	0.1	3.048707e-10	1.170802e-08	0.1	3.048707e-10	3.161502e-07	0.1	3.048707e-10	1.194252e-08	0.1	3.048707e-10	1.276067e-11	0.1	3.048707e-10	2.688194e-09	0.1	3.048707e-10	2.950607e-15	0.1
6.82826e-10	8.8112327188011e-06	0.1	6.82826e-10	1.627409e-116	0.1	6.82826e-10	4.386581e-13	0.1	6.82826e-10	6.660022e-10	0.1	6.82826e-10	1.627409e-116	0.1	6.82826e-10	4.470334e-07	0.1	6.82826e-10	6.969981e-10	0.1	6.82826e-10	2.540829e-08	0.1	6.82826e-10	6.842893e-07	0.1	6.82826e-10	2.487492e-08	0.1	6.82826e-10	2.768357e-11	0.1	6.82826e-10	5.68036e-09	0.1	6.82826e-10	6.295738e-15	0.1
1.363145e-09	7.768538214526199e-06	0.1	1.363145e-09	6.107448e-116	0.1	1.363145e-09	8.255635e-13	0.1	1.363145e-09	1.253769e-09	0.1	1.363145e-09	6.107448e-116	0.1	1.363145e-09	8.411376e-07	0.1	1.363145e-09	1.309173e-09	0.1	1.363145e-09	4.796407e-08	0.1	1.363145e-09	1.285874e-06	0.1	1.363145e-09	4.357827e-08	0.1	1.363145e-09	5.222958e-11	0.1	1.363145e-09	1.021208e-08	0.1	1.363145e-09	1.151683e-14	0.1
2.213881e-09	6.63780534538e-06	0.1	2.213881e-09	1.522799e-115	0.1	2.213881e-09	1.247679e-12	0.1	2.213881e-09	1.895468e-09	0.1	2.213881e-09	1.522799e-115	0.1	2.213881e-09	1.2709e-06	0.1	2.213881e-09	1.973966e-09	0.1	2.213881e-09	7.274872e-08	0.1	2.213881e-09	1.939863e-06	0.1	2.213881e-09	6.011724e-08	0.1	2.213881e-09	7.916587e-11	0.1	2.213881e-09	1.454964e-08	0.1	2.213881e-09	1.6766e-14	0.1
3.127833e-09	5.6070833498596e-06	0.1	3.127833e-09	2.879265e-115	0.1	3.127833e-09	1.63511e-12	0.1	3.127833e-09	2.484948e-09	0.1	3.127833e-09	2.879265e-115	0.1	3.127833e-09	1.665159e-06	0.1	3.127833e-09	2.580935e-09	0.1	3.127833e-09	9.56833e-08	0.1	3.127833e-09	2.537704e-06	0.1	3.127833e-09	7.128547e-08	0.1	3.127833e-09	1.04055e-10	0.1	3.127833e-09	1.785919e-08	0.1	3.127833e-09	2.105733e-14	0.1
4.190564e-09	4.6095011537815996e-06	0.1	4.190564e-09	4.871165e-115	0.1	4.190564e-09	2.012908e-12	0.1	4.190564e-09	3.060382e-09	0.1	4.190564e-09	4.871165e-115	0.1	4.190564e-09	2.049452e-06	0.1	4.190564e-09	3.169439e-09	0.1	4.190564e-09	1.182505e-07	0.1	4.190564e-09	3.118158e-06	0.1	4.190564e-09	7.791837e-08	0.1	4.190564e-09	1.285069e-10	0.1	4.190564e-09	2.031872e-08	0.1	4.190564e-09	2.459911e-14	0.1
5.352479e-09	3.7221606334744002e-06	0.1	5.352479e-09	7.472419e-115	0.1	5.352479e-09	2.351734e-12	0.1	5.352479e-09	3.57715e-09	0.1	5.352479e-09	7.472419e-115	0.1	5.352479e-09	2.393992e-06	0.1	5.352479e-09	3.693951e-09	0.1	5.352479e-09	1.386951e-07	0.1	5.352479e-09	3.636307e-06	0.1	5.352479e-09	7.968692e-08	0.1	5.352479e-09	1.506212e-10	0.1	5.352479e-09	2.170676e-08	0.1	5.352479e-09	2.704328e-14	0.1
6.514395e-09	3.0068263024602003e-06	0.1	6.514395e-09	1.043538e-114	0.1	6.514395e-09	2.627166e-12	0.1	6.514395e-09	3.997907e-09	0.1	6.514395e-09	1.043538e-114	0.1	6.514395e-09	2.674035e-06	0.1	6.514395e-09	4.117663e-09	0.1	6.514395e-09	1.554904e-07	0.1	6.514395e-09	4.055571e-06	0.1	6.514395e-09	7.767507e-08	0.1	6.514395e-09	1.687574e-10	0.1	6.514395e-09	2.209889e-08	0.1	6.514395e-09	2.832534e-14	0.1
7.676311e-09	2.4299265225548e-06	0.1	7.676311e-09	1.369237e-114	0.1	7.676311e-09	2.851077e-12	0.1	7.676311e-09	4.340597e-09	0.1	7.676311e-09	1.369237e-114	0.1	7.676311e-09	2.901729e-06	0.1	7.676311e-09	4.460071e-09	0.1	7.676311e-09	1.69289e-07	0.1	7.676311e-09	4.394953e-06	0.1	7.676311e-09	7.332445e-08	0.1	7.676311e-09	1.836333e-10	0.1	7.676311e-09	2.178449e-08	0.1	7.676311e-09	2.87215e-14	0.1
8.886234e-09	1.9473199844999e-06	0.1	8.886234e-09	1.733739e-114	0.1	8.886234e-09	3.039845e-12	0.1	8.886234e-09	4.630145e-09	0.1	8.886234e-09	1.733739e-114	0.1	8.886234e-09	3.09378e-06	0.1	8.886234e-09	4.747096e-09	0.1	8.886234e-09	1.810487e-07	0.1	8.886234e-09	4.679936e-06	0.1	8.886234e-09	6.739785e-08	0.1	8.886234e-09	1.96291e-10	0.1	8.886234e-09	2.094379e-08	0.1	8.886234e-09	2.843158e-14	0.1
1.028819e-08	1.5074812366896e-06	0.1	1.028819e-08	2.181975e-114	0.1	1.028819e-08	3.213253e-12	0.1	1.028819e-08	4.896906e-09	0.1	1.028819e-08	2.181975e-114	0.1	1.028819e-08	3.270383e-06	0.1	1.028819e-08	5.009256e-09	0.1	1.028819e-08	1.91983e-07	0.1	1.028819e-08	4.940736e-06	0.1	1.028819e-08	5.975323e-08	0.1	1.028819e-08	2.080409e-10	0.1	1.028819e-08	1.955597e-08	0.1	1.028819e-08	2.745657e-14	0.1
1.169014e-08	1.1676561345878e-06	0.1	1.169014e-08	2.652142e-114	0.1	1.169014e-08	3.348277e-12	0.1	1.169014e-08	5.105412e-09	0.1	1.169014e-08	2.652142e-114	0.1	1.169014e-08	3.408141e-06	0.1	1.169014e-08	5.212267e-09	0.1	1.169014e-08	2.006125e-07	0.1	1.169014e-08	5.143131e-06	0.1	1.169014e-08	5.201307e-08	0.1	1.169014e-08	2.172983e-10	0.1	1.169014e-08	1.792389e-08	0.1	1.169014e-08	2.602286e-14	0.1
1.309209e-08	9.049524730192501e-07	0.1	1.309209e-08	3.139421e-114	0.1	1.309209e-08	3.453367e-12	0.1	1.309209e-08	5.268464e-09	0.1	1.309209e-08	3.139421e-114	0.1	1.309209e-08	3.515651e-06	0.1	1.309209e-08	5.369548e-09	0.1	1.309209e-08	2.074243e-07	0.1	1.309209e-08	5.30029e-06	0.1	1.309209e-08	4.464293e-08	0.1	1.309209e-08	2.245941e-10	0.1	1.309209e-08	1.61944e-08	0.1	1.309209e-08	2.431059e-14	0.1
1.449404e-08	7.0175375247068e-07	0.1	1.449404e-08	3.640057e-114	0.1	1.449404e-08	3.535105e-12	0.1	1.449404e-08	5.396032e-09	0.1	1.449404e-08	3.640057e-114	0.1	1.449404e-08	3.599595e-06	0.1	1.449404e-08	5.491455e-09	0.1	1.449404e-08	2.128026e-07	0.1	1.449404e-08	5.422392e-06	0.1	1.449404e-08	3.78939e-08	0.1	1.449404e-08	2.303458e-10	0.1	1.449404e-08	1.446647e-08	0.1	1.449404e-08	2.245268e-14	0.1
1.613099e-08	5.218502068231201e-07	0.1	1.613099e-08	4.237641e-114	0.1	1.613099e-08	3.607773e-12	0.1	1.613099e-08	5.510363e-09	0.1	1.613099e-08	4.237641e-114	0.1	1.613099e-08	3.674667e-06	0.1	1.613099e-08	5.599606e-09	0.1	1.613099e-08	2.176691e-07	0.1	1.613099e-08	5.531014e-06	0.1	1.613099e-08	3.094429e-08	0.1	1.613099e-08	2.355422e-10	0.1	1.613099e-08	1.25351e-08	0.1	1.613099e-08	2.022606e-14	0.1
1.782668e-08	3.8428012827804e-07	0.1	1.782668e-08	4.867901e-114	0.1	1.782668e-08	3.663445e-12	0.1	1.782668e-08	5.598969e-09	0.1	1.782668e-08	4.867901e-114	0.1	1.782668e-08	3.73271e-06	0.1	1.782668e-08	5.682472e-09	0.1	1.782668e-08	2.214796e-07	0.1	1.782668e-08	5.614515e-06	0.1	1.782668e-08	2.483055e-08	0.1	1.782668e-08	2.396044e-10	0.1	1.782668e-08	1.069158e-08	0.1	1.782668e-08	1.795979e-14	0.1
1.952237e-08	2.8321419682267004e-07	0.1	1.952237e-08	5.506677e-114	0.1	1.952237e-08	3.704259e-12	0.1	1.952237e-08	5.664954e-09	0.1	1.952237e-08	5.506677e-114	0.1	1.952237e-08	3.775829e-06	0.1	1.952237e-08	5.743448e-09	0.1	1.952237e-08	2.243462e-07	0.1	1.952237e-08	5.676192e-06	0.1	1.952237e-08	1.97579e-08	0.1	1.952237e-08	2.426559e-10	0.1	1.952237e-08	9.039119e-09	0.1	1.952237e-08	1.580776e-14	0.1
2.128732e-08	2.0632849869119998e-07	0.1	2.128732e-08	6.17824e-114	0.1	2.128732e-08	3.735068e-12	0.1	2.128732e-08	5.71585e-09	0.1	2.128732e-08	6.17824e-114	0.1	2.128732e-08	3.809006e-06	0.1	2.128732e-08	5.789886e-09	0.1	2.128732e-08	2.265798e-07	0.1	2.128732e-08	5.723372e-06	0.1	2.128732e-08	1.546257e-08	0.1	2.128732e-08	2.450299e-10	0.1	2.128732e-08	7.531376e-09	0.1	2.128732e-08	1.373547e-14	0.1
2.332927e-08	1.431904089168e-07	0.1	2.332927e-08	6.961401e-114	0.1	2.332927e-08	3.759924e-12	0.1	2.332927e-08	5.758279e-09	0.1	2.332927e-08	6.961401e-114	0.1	2.332927e-08	3.836588e-06	0.1	2.332927e-08	5.828032e-09	0.1	2.332927e-08	2.284619e-07	0.1	2.332927e-08	5.762354e-06	0.1	2.332927e-08	1.155673e-08	0.1	2.332927e-08	2.470274e-10	0.1	2.332927e-08	6.048424e-09	0.1	2.332927e-08	1.158105e-14	0.1
