Batch	m_SP	18	T1a_L	C5H5	N1a	N1b	N1c	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																	
0.0	1.00000004	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.228026e-14	0.9999999799999999	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1	6.228026e-14	0.0	0.1
5.263315e-12	0.99999994	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1	5.263315e-12	0.0	0.1
1.909854e-11	1.00000002	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1	1.909854e-11	0.0	0.1
4.201186e-11	0.99999995	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1	4.201186e-11	0.0	0.1
8.281647e-11	1.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1	8.281647e-11	0.0	0.1
1.236211e-10	1.0000001	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1	1.236211e-10	0.0	0.1
1.884144e-10	1.0000001	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1	1.884144e-10	0.0	0.1
3.015145e-10	1.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1	3.015145e-10	0.0	0.1
4.630861e-10	1.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1	4.630861e-10	0.0	0.1
6.701624e-10	0.9999998999999999	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1	6.701624e-10	0.0	0.1
9.075301e-10	1.0000001	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1	9.075301e-10	0.0	0.1
1.165092e-09	1.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1	1.165092e-09	0.0	0.1
1.422654e-09	0.9999999599999999	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1	1.422654e-09	0.0	0.1
1.680216e-09	0.9999999	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1	1.680216e-09	0.0	0.1
1.937778e-09	1.00000002	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1	1.937778e-09	0.0	0.1
2.19534e-09	0.99999999	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1	2.19534e-09	0.0	0.1
2.452901e-09	0.9999999799999999	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1	2.452901e-09	0.0	0.1
2.720792e-09	1.00000002	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1	2.720792e-09	0.0	0.1
3.029998e-09	0.99999999	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1	3.029998e-09	0.0	0.1
3.339204e-09	1.00000004	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1	3.339204e-09	0.0	0.1
3.64841e-09	1.0000000999999998	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1	3.64841e-09	0.0	0.1
3.957616e-09	0.9999999500000001	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1	3.957616e-09	0.0	0.1
4.266822e-09	1.00000005	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1	4.266822e-09	0.0	0.1
4.576028e-09	1.00000003	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1	4.576028e-09	0.0	0.1
4.885234e-09	0.9999998799999998	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1	4.885234e-09	0.0	0.1
5.19444e-09	1.0000000199999999	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1	5.19444e-09	0.0	0.1
5.503646e-09	1.0000001200000002	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1	5.503646e-09	0.0	0.1
5.87605e-09	1.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1	5.87605e-09	0.0	0.1
6.248455e-09	1.0000000199999999	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1	6.248455e-09	0.0	0.1
6.62086e-09	1.00000006	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1	6.62086e-09	0.0	0.1
6.993264e-09	0.9999999799999999	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1	6.993264e-09	0.0	0.1
7.365669e-09	0.99999997	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1	7.365669e-09	0.0	0.1
7.738074e-09	1.00000006	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1	7.738074e-09	0.0	0.1
8.110478e-09	1.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1	8.110478e-09	0.0	0.1
8.497852e-09	1.0000000900000001	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1	8.497852e-09	0.0	0.1
8.945102e-09	0.9999999199999999	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1	8.945102e-09	0.0	0.1
9.392352e-09	1.00000008	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1	9.392352e-09	0.0	0.1
9.839602e-09	1.0000000820000001	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1	9.839602e-09	0.0	0.1
1.028685e-08	1.000000029	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1	1.028685e-08	0.0	0.1
1.07341e-08	0.999999927	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1	1.07341e-08	0.0	0.1
