Batch	m_SP	2	P2_L	W4_L	
1.352816e-11	9.736792060264e-06	0.1	1.352816e-11	2.5893452e-07	0.1
2.895848e-11	9.445241691388002e-06	0.1	2.895848e-11	5.4598563e-07	0.1
6.467568e-11	8.80343842771e-06	0.1	6.467568e-11	1.17793827e-06	0.1
1.289667e-10	7.7561209644782e-06	0.1	1.289667e-10	2.2093523200000002e-06	0.1
2.097586e-10	6.6148688199776e-06	0.1	2.097586e-10	3.3335290999999996e-06	0.1
2.967889e-10	5.572674126998586e-06	0.1	2.967889e-10	4.3603805e-06	0.1
3.979836e-10	4.565534310915792e-06	0.1	3.979836e-10	5.3529378e-06	0.1
5.086211e-10	3.671513891087431e-06	0.1	5.086211e-10	6.2342313e-06	0.1
6.192587e-10	2.95258505184756e-06	0.1	6.192587e-10	6.9430928e-06	0.1
7.298963e-10	2.3744488526187417e-06	0.1	7.298963e-10	7.513250100000001e-06	0.1
8.450852e-10	1.89248786022941e-06	0.1	8.450852e-10	7.9886492e-06	0.1
9.784795e-10	1.455238319121843e-06	0.1	9.784795e-10	8.4200237e-06	0.1
1.111874e-09	1.119021357218615e-06	0.1	1.111874e-09	8.751778500000001e-06	0.1
1.245268e-09	8.604887748279729e-07	0.1	1.245268e-09	9.006918300000001e-06	0.1
1.378663e-09	6.61689528773137e-07	0.1	1.378663e-09	9.203133499999998e-06	0.1
1.533976e-09	4.873244925808112e-07	0.1	1.533976e-09	9.3752532e-06	0.1
1.69477e-09	3.550566712174592e-07	0.1	1.69477e-09	9.505830700000001e-06	0.1
1.855564e-09	2.586896482335552e-07	0.1	1.855564e-09	9.6009766e-06	0.1
2.022846e-09	1.8608552160583383e-07	0.1	2.022846e-09	9.6726662e-06	0.1
2.216083e-09	1.2718927844411652e-07	0.1	2.216083e-09	9.730825099999998e-06	0.1
