Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
2.82785e-13	9.779920419648302e-06	0.1	2.82785e-13	1.791514e-08	0.1	2.82785e-13	5.033751e-08	0.1	2.82785e-13	3.284319e-10	0.1	2.82785e-13	7.3262e-08	0.1	2.82785e-13	4.188014e-08	0.1	2.82785e-13	3.044934e-10	0.1
7.074887e-13	9.507835937834401e-06	0.1	7.074887e-13	4.419768e-08	0.1	7.074887e-13	1.241824e-07	0.1	7.074887e-13	8.10195e-10	0.1	7.074887e-13	1.807192e-07	0.1	7.074887e-13	1.033216e-07	0.1	7.074887e-13	7.511502e-10	0.1
1.638659e-12	8.9375517764325e-06	0.1	1.638659e-12	9.929593e-08	0.1	1.638659e-12	2.789767e-07	0.1	1.638659e-12	1.819896e-09	0.1	1.638659e-12	4.059023e-07	0.1	1.638659e-12	2.321296e-07	0.1	1.638659e-12	1.687306e-09	0.1
3.339697e-12	7.9828271554254e-06	0.1	3.339697e-12	1.915701e-07	0.1	3.339697e-12	5.381739e-07	0.1	3.339697e-12	3.510046e-09	0.1	3.339697e-12	7.827442e-07	0.1	3.339697e-12	4.478574e-07	0.1	3.339697e-12	3.254449e-09	0.1
4.797729e-12	7.2462696511688e-06	0.1	4.797729e-12	2.62788e-07	0.1	4.797729e-12	7.381881e-07	0.1	4.797729e-12	4.813781e-09	0.1	4.797729e-12	1.073345e-06	0.1	4.797729e-12	6.143673e-07	0.1	4.797729e-12	4.463389e-09	0.1
6.264643e-12	6.5739439997424006e-06	0.1	6.264643e-12	3.278197e-07	0.1	6.264643e-12	9.207989e-07	0.1	6.264643e-12	6.003673e-09	0.1	6.264643e-12	1.338505e-06	0.1	6.264643e-12	7.664212e-07	0.1	6.264643e-12	5.566836e-09	0.1
8.34357e-12	5.7267764354437e-06	0.1	8.34357e-12	4.097984e-07	0.1	8.34357e-12	1.150954e-06	0.1	8.34357e-12	7.502785e-09	0.1	8.34357e-12	1.672478e-06	0.1	8.34357e-12	9.581107e-07	0.1	8.34357e-12	6.95714e-09	0.1
1.135923e-11	4.6884460387247995e-06	0.1	1.135923e-11	5.103343e-07	0.1	1.135923e-11	1.433137e-06	0.1	1.135923e-11	9.33982e-09	0.1	1.135923e-11	2.081586e-06	0.1	1.135923e-11	1.19321e-06	0.1	1.135923e-11	8.661e-09	0.1
1.437489e-11	3.838685708198e-06	0.1	1.437489e-11	5.926657e-07	0.1	1.437489e-11	1.664159e-06	0.1	1.437489e-11	1.084293e-08	0.1	1.437489e-11	2.416206e-06	0.1	1.437489e-11	1.385756e-06	0.1	1.437489e-11	1.005528e-08	0.1
1.875621e-11	2.8712055250845e-06	0.1	1.875621e-11	6.864708e-07	0.1	1.875621e-11	1.927291e-06	0.1	1.875621e-11	1.255391e-08	0.1	1.875621e-11	2.796973e-06	0.1	1.875621e-11	1.605156e-06	0.1	1.875621e-11	1.164253e-08	0.1
2.313752e-11	2.1478658795754e-06	0.1	2.313752e-11	7.566601e-07	0.1	2.313752e-11	2.124111e-06	0.1	2.313752e-11	1.383289e-08	0.1	2.313752e-11	3.081525e-06	0.1	2.313752e-11	1.769337e-06	0.1	2.313752e-11	1.282911e-08	0.1
2.751884e-11	1.60695737139399e-06	0.1	2.751884e-11	8.091845e-07	0.1	2.751884e-11	2.27135e-06	0.1	2.751884e-11	1.478918e-08	0.1	2.751884e-11	3.294269e-06	0.1	2.751884e-11	1.89221e-06	0.1	2.751884e-11	1.371633e-08	0.1
3.190015e-11	1.20240338088782e-06	0.1	3.190015e-11	8.484935e-07	0.1	3.190015e-11	2.381512e-06	0.1	3.190015e-11	1.550436e-08	0.1	3.190015e-11	3.453399e-06	0.1	3.190015e-11	1.984174e-06	0.1	3.190015e-11	1.437985e-08	0.1
3.628147e-11	8.9978674466772e-07	0.1	3.628147e-11	8.779145e-07	0.1	3.628147e-11	2.463942e-06	0.1	3.628147e-11	1.603934e-08	0.1	3.628147e-11	3.572486e-06	0.1	3.628147e-11	2.05301e-06	0.1	3.628147e-11	1.487614e-08	0.1
4.066278e-11	6.733917014991001e-07	0.1	4.066278e-11	8.999364e-07	0.1	4.066278e-11	2.525628e-06	0.1	4.066278e-11	1.643963e-08	0.1	4.066278e-11	3.661657e-06	0.1	4.066278e-11	2.104537e-06	0.1	4.066278e-11	1.524741e-08	0.1
4.50441e-11	5.0400020129004e-07	0.1	4.50441e-11	9.164212e-07	0.1	4.50441e-11	2.571793e-06	0.1	4.50441e-11	1.67392e-08	0.1	4.50441e-11	3.728471e-06	0.1	4.50441e-11	2.143111e-06	0.1	4.50441e-11	1.552518e-08	0.1
4.996964e-11	3.6391491107967e-07	0.1	4.996964e-11	9.300599e-07	0.1	4.996964e-11	2.609982e-06	0.1	4.996964e-11	1.698705e-08	0.1	4.996964e-11	3.783851e-06	0.1	4.996964e-11	2.175027e-06	0.1	4.996964e-11	1.575489e-08	0.1
5.525799e-11	2.5656056279757e-07	0.1	5.525799e-11	9.405164e-07	0.1	5.525799e-11	2.639254e-06	0.1	5.525799e-11	1.717712e-08	0.1	5.525799e-11	3.826447e-06	0.1	5.525799e-11	2.199497e-06	0.1	5.525799e-11	1.593092e-08	0.1
6.054634e-11	1.80890353807968e-07	0.1	6.054634e-11	9.478898e-07	0.1	6.054634e-11	2.659892e-06	0.1	6.054634e-11	1.731125e-08	0.1	6.054634e-11	3.856638e-06	0.1	6.054634e-11	2.216753e-06	0.1	6.054634e-11	1.6055e-08	0.1
