Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.0002093522	9.8452735771852e-06	0.1	0.0002093522	6.008129e-10	0.1	0.0002093522	2.566843e-12	0.1	0.0002093522	5.683381e-08	0.1	0.0002093522	9.718925e-08	0.1
0.0003981189	9.708214004365799e-06	0.1	0.0003981189	5.926022e-10	0.1	0.0003981189	2.531321e-12	0.1	0.0003981189	1.075784e-07	0.1	0.0003981189	1.835122e-07	0.1
0.00071273	9.4842654141675e-06	0.1	0.00071273	5.793896e-10	0.1	0.00071273	2.47356e-12	0.1	0.00071273	1.907505e-07	0.1	0.00071273	3.243022e-07	0.1
0.001341952	9.053437316457601e-06	0.1	0.001341952	5.546684e-10	0.1	0.001341952	2.363401e-12	0.1	0.001341952	3.524709e-07	0.1	0.001341952	5.934359e-07	0.1
0.002312661	8.4339901645792e-06	0.1	0.002312661	5.206497e-10	0.1	0.002312661	2.207115e-12	0.1	0.002312661	5.923453e-07	0.1	0.002312661	9.730438e-07	0.1
0.003051918	7.998897012084e-06	0.1	0.003051918	4.977208e-10	0.1	0.003051918	2.098671e-12	0.1	0.003051918	7.692382e-07	0.1	0.003051918	1.231269e-06	0.1
0.003619612	7.6858184632701e-06	0.1	0.003619612	4.816384e-10	0.1	0.003619612	2.021212e-12	0.1	0.003619612	9.025844e-07	0.1	0.003619612	1.411019e-06	0.1
0.00434592	7.3109901492459e-06	0.1	0.00434592	4.627497e-10	0.1	0.00434592	1.92898e-12	0.1	0.00434592	1.070763e-06	0.1	0.00434592	1.617689e-06	0.1
0.005028943	6.983658211262999e-06	0.1	0.005028943	4.46487e-10	0.1	0.005028943	1.848754e-12	0.1	0.005028943	1.226944e-06	0.1	0.005028943	1.788859e-06	0.1
0.005849939	6.6204602846434e-06	0.1	0.005849939	4.285692e-10	0.1	0.005849939	1.759914e-12	0.1	0.005849939	1.412601e-06	0.1	0.005849939	1.96642e-06	0.1
0.006877894	6.2084273225206e-06	0.1	0.006877894	4.082064e-10	0.1	0.006877894	1.659078e-12	0.1	0.006877894	1.642238e-06	0.1	0.006877894	2.148839e-06	0.1
0.00813778	5.7608381949360004e-06	0.1	0.00813778	3.857425e-10	0.1	0.00813778	1.549066e-12	0.1	0.00813778	1.919452e-06	0.1	0.00813778	2.319241e-06	0.1
0.009397666	5.367511633186e-06	0.1	0.009397666	3.654185e-10	0.1	0.009397666	1.451587e-12	0.1	0.009397666	2.191514e-06	0.1	0.009397666	2.440529e-06	0.1
0.01065755	5.0197667023699996e-06	0.1	0.01065755	3.467802e-10	0.1	0.01065755	1.364482e-12	0.1	0.01065755	2.457633e-06	0.1	0.01065755	2.522176e-06	0.1
0.01203005	4.6840473329793e-06	0.1	0.01203005	3.280341e-10	0.1	0.01203005	1.279353e-12	0.1	0.01203005	2.739828e-06	0.1	0.01203005	2.575724e-06	0.1
0.01357147	4.3509491241348e-06	0.1	0.01357147	3.085949e-10	0.1	0.01357147	1.193731e-12	0.1	0.01357147	3.046114e-06	0.1	0.01357147	2.60256e-06	0.1
