Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
2.767799e-12	9.784548054375016e-06	0.1	2.767799e-12	2.15066601e-07	0.1	2.767799e-12	1.52234235694e-17	0.1	2.767799e-12	2.27214202e-36	0.1
6.079351e-12	9.533089057195544e-06	0.1	6.079351e-12	4.6630986800000005e-07	0.1	6.079351e-12	3.3007785578e-17	0.1	6.079351e-12	1.084261e-35	0.1
1.254336e-11	9.060717779670048e-06	0.1	1.254336e-11	9.382751699999999e-07	0.1	1.254336e-11	6.6416603401e-17	0.1	1.254336e-11	4.51633394e-35	0.1
2.401196e-11	8.279492585346429e-06	0.1	2.401196e-11	1.71882906e-06	0.1	2.401196e-11	1.21671050536e-16	0.1	2.401196e-11	1.59042869e-34	0.1
3.998524e-11	7.302372723184529e-06	0.1	3.998524e-11	2.69511055e-06	0.1	3.998524e-11	1.9078401545500001e-16	0.1	3.998524e-11	4.16323243e-34	0.1
6.254701e-11	6.115451172200326e-06	0.1	6.254701e-11	3.8810120700000006e-06	0.1	6.254701e-11	2.7474191771000005e-16	0.1	6.254701e-11	9.3589004e-34	0.1
8.510878e-11	5.121455227176833e-06	0.1	8.510878e-11	4.874155150000001e-06	0.1	8.510878e-11	3.4505864243e-16	0.1	8.510878e-11	1.58733824e-33	0.1
1.194055e-10	3.911028030704943e-06	0.1	1.194055e-10	6.0835425100000005e-06	0.1	1.194055e-10	4.3069413025000003e-16	0.1	1.194055e-10	2.72456339e-33	0.1
1.537021e-10	2.986682912467053e-06	0.1	1.537021e-10	7.007093360000001e-06	0.1	1.537021e-10	4.960976655600001e-16	0.1	1.537021e-10	3.9277956e-33	0.1
1.879988e-10	2.280804567416311e-06	0.1	1.879988e-10	7.7123656e-06	0.1	1.879988e-10	5.4604944662e-16	0.1	1.879988e-10	5.1099523000000005e-33	0.1
2.222955e-10	1.7417577421684397e-06	0.1	2.222955e-10	8.2509496e-06	0.1	2.222955e-10	5.8419985297e-16	0.1	2.222955e-10	6.217636e-33	0.1
2.565922e-10	1.3301110959160266e-06	0.1	2.565922e-10	8.6622426e-06	0.1	2.565922e-10	6.133371567699999e-16	0.1	2.565922e-10	7.2221294e-33	0.1
2.908889e-10	1.0157551945167991e-06	0.1	2.908889e-10	8.9763294e-06	0.1	2.908889e-10	6.3559083653e-16	0.1	2.908889e-10	8.111723799999999e-33	0.1
3.251856e-10	7.756946093015299e-07	0.1	3.251856e-10	9.2161839e-06	0.1	3.251856e-10	6.525871056900001e-16	0.1	3.251856e-10	8.885760700000001e-33	0.1
3.594822e-10	5.92370201512017e-07	0.1	3.594822e-10	9.399351000000001e-06	0.1	3.594822e-10	6.6556796135e-16	0.1	3.594822e-10	9.550244e-33	0.1
3.937789e-10	4.523726236225749e-07	0.1	3.937789e-10	9.5392283e-06	0.1	3.937789e-10	6.7548238269e-16	0.1	3.937789e-10	1.01147959e-32	0.1
4.33844e-10	3.3014560737079166e-07	0.1	4.33844e-10	9.6613501e-06	0.1	4.33844e-10	6.8413929001e-16	0.1	4.33844e-10	1.06627354e-32	0.1
4.753513e-10	2.3822762905312597e-07	0.1	4.753513e-10	9.753188399999999e-06	0.1	4.753513e-10	6.9065072824e-16	0.1	4.753513e-10	1.11221004e-32	0.1
5.168585e-10	1.7190164080442186e-07	0.1	5.168585e-10	9.8194579e-06	0.1	5.168585e-10	6.953498089699999e-16	0.1	5.168585e-10	1.1490018199999999e-32	0.1
5.600963e-10	1.223658851174503e-07	0.1	5.600963e-10	9.8689508e-06	0.1	5.600963e-10	6.988599254499999e-16	0.1	5.600963e-10	1.17941715e-32	0.1
