Batch	m_SP	2	Pr2	Pr1	
1.192535000000e-02	9.999900000000e-06	1.000000000000e-01	1.192535000000e-02	7.736744000000e-14	1.000000000000e-01
2.404619000000e-01	9.999898000020e-06	1.000000000000e-01	2.404619000000e-01	1.946203000000e-12	1.000000000000e-01
5.644789000000e+00	9.999845000550e-06	1.000000000000e-01	5.644789000000e+00	4.613236000000e-11	1.000000000000e-01
5.273116000000e+01	9.999386005140e-06	1.000000000000e-01	5.273116000000e+01	4.314560000000e-10	1.000000000000e-01
1.458965000000e+02	9.998481014190e-06	1.000000000000e-01	1.458965000000e+02	1.199372000000e-09	1.000000000000e-01
2.789898000000e+02	9.997206026940e-06	1.000000000000e-01	2.789898000000e+02	2.320528000000e-09	1.000000000000e-01
4.002753000000e+02	9.996065038350e-06	1.000000000000e-01	4.002753000000e+02	3.370430000000e-09	1.000000000000e-01
5.826562000000e+02	9.994376055240e-06	1.000000000000e-01	5.826562000000e+02	4.987120000000e-09	1.000000000000e-01
7.968333000000e+02	9.992415074850e-06	1.000000000000e-01	7.968333000000e+02	6.916043000000e-09	1.000000000000e-01
1.097079000000e+03	9.989679102210e-06	1.000000000000e-01	1.097079000000e+03	9.638738000000e-09	1.000000000000e-01
1.305791000000e+03	9.987781121190e-06	1.000000000000e-01	1.305791000000e+03	1.153481000000e-08	1.000000000000e-01
1.639731000000e+03	9.984746151540e-06	1.000000000000e-01	1.639731000000e+03	1.456922000000e-08	1.000000000000e-01
2.207498000000e+03	9.979588203120e-06	1.000000000000e-01	2.207498000000e+03	1.972699000000e-08	1.000000000000e-01
3.276292000000e+03	9.969886300140e-06	1.000000000000e-01	3.276292000000e+03	2.942915000000e-08	1.000000000000e-01
5.681077000000e+03	9.948091523261e-06	1.000000000000e-01	5.681077000000e+03	5.122443000000e-08	1.000000000000e-01
1.209384000000e+04	9.890207107899e-06	1.000000000000e-01	1.209384000000e+04	1.091111000000e-07	1.000000000000e-01
2.705694000000e+04	9.756466483027e-06	1.000000000000e-01	2.705694000000e+04	2.428560000000e-07	1.000000000000e-01
5.620227000000e+04	9.501277235542e-06	1.000000000000e-01	5.620227000000e+04	4.980519000000e-07	1.000000000000e-01
1.006692000000e+05	9.125418531854e-06	1.000000000000e-01	1.006692000000e+05	8.739212000000e-07	1.000000000000e-01
1.722849000000e+05	8.553974483579e-06	1.000000000000e-01	1.722849000000e+05	1.445382000000e-06	1.000000000000e-01
2.439006000000e+05	8.023520716596e-06	1.000000000000e-01	2.439006000000e+05	1.975850000000e-06	1.000000000000e-01
3.119723000000e+05	7.556172302302e-06	1.000000000000e-01	3.119723000000e+05	2.443212000000e-06	1.000000000000e-01
4.037004000000e+05	6.980826248079e-06	1.000000000000e-01	4.037004000000e+05	3.018572000000e-06	1.000000000000e-01
5.397032000000e+05	6.235253952308e-06	1.000000000000e-01	5.397032000000e+05	3.764162000000e-06	1.000000000000e-01
6.757059000000e+05	5.605962272981e-06	1.000000000000e-01	6.757059000000e+05	4.393469000000e-06	1.000000000000e-01
8.117087000000e+05	5.078902323228e-06	1.000000000000e-01	8.117087000000e+05	4.920541000000e-06	1.000000000000e-01
9.477114000000e+05	4.640312538086e-06	1.000000000000e-01	9.477114000000e+05	5.359140000000e-06	1.000000000000e-01
1.105588000000e+06	4.225173241208e-06	1.000000000000e-01	1.105588000000e+06	5.774287000000e-06	1.000000000000e-01
1.291004000000e+06	3.843401735883e-06	1.000000000000e-01	1.291004000000e+06	6.156066000000e-06	1.000000000000e-01
1.427856000000e+06	3.620995614698e-06	1.000000000000e-01	1.427856000000e+06	6.378476000000e-06	1.000000000000e-01
1.564708000000e+06	3.439437904383e-06	1.000000000000e-01	1.564708000000e+06	6.560036000000e-06	1.000000000000e-01
1.782057000000e+06	3.217835939448e-06	1.000000000000e-01	1.782057000000e+06	6.781642000000e-06	1.000000000000e-01
2.019388000000e+06	3.046380210656e-06	1.000000000000e-01	2.019388000000e+06	6.953100000000e-06	1.000000000000e-01
2.286692000000e+06	2.915081151260e-06	1.000000000000e-01	2.286692000000e+06	7.084400000000e-06	1.000000000000e-01
2.553997000000e+06	2.828234353532e-06	1.000000000000e-01	2.553997000000e+06	7.171249000000e-06	1.000000000000e-01
2.821301000000e+06	2.770913339471e-06	1.000000000000e-01	2.821301000000e+06	7.228571000000e-06	1.000000000000e-01
3.088605000000e+06	2.733133715969e-06	1.000000000000e-01	3.088605000000e+06	7.266351000000e-06	1.000000000000e-01
3.355909000000e+06	2.708256146358e-06	1.000000000000e-01	3.355909000000e+06	7.291229000000e-06	1.000000000000e-01
3.623213000000e+06	2.691885429576e-06	1.000000000000e-01	3.623213000000e+06	7.307600000000e-06	1.000000000000e-01
3.944820000000e+06	2.679427645100e-06	1.000000000000e-01	3.944820000000e+06	7.320058000000e-06	1.000000000000e-01
4.266427000000e+06	2.671904775248e-06	1.000000000000e-01	4.266427000000e+06	7.327581000000e-06	1.000000000000e-01
4.626970000000e+06	2.666951860935e-06	1.000000000000e-01	4.626970000000e+06	7.332534000000e-06	1.000000000000e-01
5.013470000000e+06	2.663991912143e-06	1.000000000000e-01	5.013470000000e+06	7.335494000000e-06	1.000000000000e-01
