Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
0.0	0.9999999999999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.082259e-09	0.9999999799999999	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1	4.082259e-09	0.0	0.1
2.610983e-07	0.9999999499999999	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1	2.610983e-07	0.0	0.1
1.000197e-06	0.99999998	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1	1.000197e-06	0.0	0.1
1.902649e-06	0.9999999999999999	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1	1.902649e-06	0.0	0.1
3.456696e-06	0.9999999599999999	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1	3.456696e-06	0.0	0.1
5.437139e-06	0.99999997	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1	5.437139e-06	0.0	0.1
7.600053e-06	0.9999999900000001	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1	7.600053e-06	0.0	0.1
9.762967e-06	1.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1	9.762967e-06	0.0	0.1
1.239984e-05	0.99999998	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1	1.239984e-05	0.0	0.1
1.536869e-05	1.00000002	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1	1.536869e-05	0.0	0.1
1.868777e-05	1.00000005	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1	1.868777e-05	0.0	0.1
2.252252e-05	1.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1	2.252252e-05	0.0	0.1
2.79938e-05	1.00000004	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1	2.79938e-05	0.0	0.1
3.493331e-05	1.00000004	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1	3.493331e-05	0.0	0.1
4.338169e-05	1.00000006	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1	4.338169e-05	0.0	0.1
5.183006e-05	0.9999999399999999	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1	5.183006e-05	0.0	0.1
6.129524e-05	0.99999996	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1	6.129524e-05	0.0	0.1
7.187737e-05	1.00000003	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1	7.187737e-05	0.0	0.1
