Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
5.580986e-10	9.78036119541e-06	0.1	5.580986e-10	2.0763497800000002e-07	0.1	5.580986e-10	6.514376e-12	0.1	5.580986e-10	1.905816e-10	0.1	5.580986e-10	7.976546e-09	0.1	5.580986e-10	3.73216049e-09	0.1	5.580986e-10	6.703951e-17	0.1
1.35279e-09	9.476045238600001e-06	0.1	1.35279e-09	4.955405400000001e-07	0.1	1.35279e-09	1.554787e-11	0.1	1.35279e-09	4.547659e-10	0.1	1.35279e-09	1.909069e-08	0.1	1.35279e-09	8.75678555e-09	0.1	1.35279e-09	1.599685e-16	0.1
3.313039e-09	8.76526634646e-06	0.1	3.313039e-09	1.16841984e-06	0.1	3.313039e-09	3.666379e-11	0.1	3.313039e-09	1.07185e-09	0.1	3.313039e-09	4.532017e-08	0.1	3.313039e-09	1.97913708e-08	0.1	3.313039e-09	3.770275e-16	0.1
6.449437e-09	7.7372368531185e-06	0.1	6.449437e-09	2.1427759400000004e-06	0.1	6.449437e-09	6.724922e-11	0.1	6.449437e-09	1.964471e-09	0.1	6.449437e-09	8.397746e-08	0.1	6.449437e-09	3.3883839e-08	0.1	6.449437e-09	6.909911e-16	0.1
8.409685e-09	7.1568827147544995e-06	0.1	8.409685e-09	2.69348303e-06	0.1	8.409685e-09	8.454107e-11	0.1	8.409685e-09	2.468443e-09	0.1	8.409685e-09	1.062114e-07	0.1	8.409685e-09	4.0774818200000004e-08	0.1	8.409685e-09	8.682462e-16	0.1
1.114375e-08	6.4194061633429e-06	0.1	1.114375e-08	3.39403343e-06	0.1	1.114375e-08	1.065436e-10	0.1	1.114375e-08	3.108929e-09	0.1	1.114375e-08	1.349363e-07	0.1	1.114375e-08	4.83090554e-08	0.1	1.114375e-08	1.093506e-15	0.1
1.520592e-08	5.46164429066e-06	0.1	1.520592e-08	4.3052308e-06	0.1	1.520592e-08	1.351727e-10	0.1	1.520592e-08	3.94086e-09	0.1	1.520592e-08	1.731182e-07	0.1	1.520592e-08	5.58198547e-08	0.1	1.520592e-08	1.386079e-15	0.1
2.002454e-08	4.5090500072208e-06	0.1	2.002454e-08	5.2133141999999995e-06	0.1	2.002454e-08	1.637177e-10	0.1	2.002454e-08	4.768475e-09	0.1	2.002454e-08	2.122271e-07	0.1	2.002454e-08	6.03507714e-08	0.1	2.002454e-08	1.677111e-15	0.1
2.573069e-08	3.5934789867851997e-06	0.1	2.573069e-08	6.0881301000000006e-06	0.1	2.573069e-08	1.912323e-10	0.1	2.573069e-08	5.56412e-09	0.1	2.573069e-08	2.5109e-07	0.1	2.573069e-08	6.139887679999999e-08	0.1	2.573069e-08	1.956876e-15	0.1
3.276815e-08	2.7161140237374e-06	0.1	3.276815e-08	6.928754900000001e-06	0.1	3.276815e-08	2.176891e-10	0.1	3.276815e-08	6.326793e-09	0.1	3.276815e-08	2.897838e-07	0.1	3.276815e-08	5.86303413e-08	0.1	3.276815e-08	2.22502e-15	0.1
3.98056e-08	2.0529618542750998e-06	0.1	3.98056e-08	7.566054499999999e-06	0.1	3.98056e-08	2.377614e-10	0.1	3.98056e-08	6.90345e-09	0.1	3.98056e-08	3.20234e-07	0.1	3.98056e-08	5.34090844e-08	0.1	3.98056e-08	2.427741e-15	0.1
4.684305e-08	1.5517218619248002e-06	0.1	4.684305e-08	8.0491824e-06	0.1	4.684305e-08	2.529888e-10	0.1	4.684305e-08	7.339462e-09	0.1	4.684305e-08	3.441436e-07	0.1	4.684305e-08	4.71365519e-08	0.1	4.684305e-08	2.581003e-15	0.1
5.38805e-08	1.1728618021104e-06	0.1	5.38805e-08	8.4154152e-06	0.1	5.38805e-08	2.645399e-10	0.1	5.38805e-08	7.669135e-09	0.1	5.38805e-08	3.628797e-07	0.1	5.38805e-08	4.06658611e-08	0.1	5.38805e-08	2.696874e-15	0.1
6.091796e-08	8.865022802804e-07	0.1	6.091796e-08	8.6930207e-06	0.1	6.091796e-08	2.733018e-10	0.1	6.091796e-08	7.918404e-09	0.1	6.091796e-08	3.775345e-07	0.1	6.091796e-08	3.4488647e-08	0.1	6.091796e-08	2.784477e-15	0.1
6.795541e-08	6.7005883131568e-07	0.1	6.795541e-08	8.9034366e-06	0.1	6.795541e-08	2.799475e-10	0.1	6.795541e-08	8.106882e-09	0.1	6.795541e-08	3.889776e-07	0.1	6.795541e-08	2.8862740200000002e-08	0.1	6.795541e-08	2.85071e-15	0.1
7.499286e-08	5.0646103275048e-07	0.1	7.499286e-08	9.062916e-06	0.1	7.499286e-08	2.849879e-10	0.1	7.499286e-08	8.249394e-09	0.1	7.499286e-08	3.978991e-07	0.1	7.499286e-08	2.38984624e-08	0.1	7.499286e-08	2.900787e-15	0.1
8.260633e-08	3.7413550895024e-07	0.1	8.260633e-08	9.192272800000001e-06	0.1	8.260633e-08	2.89079e-10	0.1	8.260633e-08	8.364711e-09	0.1	8.260633e-08	4.053395e-07	0.1	8.260633e-08	1.92953569e-08	0.1	8.260633e-08	2.941304e-15	0.1
9.108384e-08	2.6704612269144e-07	0.1	9.108384e-08	9.2972765e-06	0.1	9.108384e-08	2.924024e-10	0.1	9.108384e-08	8.458077e-09	0.1	9.108384e-08	4.115562e-07	0.1	9.108384e-08	1.50572466e-08	0.1	9.108384e-08	2.974106e-15	0.1
9.956135e-08	1.9060911764456e-07	0.1	9.956135e-08	9.372460499999999e-06	0.1	9.956135e-08	2.947838e-10	0.1	9.956135e-08	8.524752e-09	0.1	9.956135e-08	4.161383e-07	0.1	9.956135e-08	1.16508783e-08	0.1	9.956135e-08	2.99753e-15	0.1
1.080389e-07	1.3605088505608002e-07	0.1	1.080389e-07	9.4262902e-06	0.1	1.080389e-07	2.964902e-10	0.1	1.080389e-07	8.572367e-09	0.1	1.080389e-07	4.195101e-07	0.1	1.080389e-07	8.9519821e-09	0.1	1.080389e-07	3.014257e-15	0.1
