Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
3.922922e-11	9.7024660062276e-06	0.1	3.922922e-11	3.764501e-08	0.1	3.922922e-11	1.318575e-08	0.1	3.922922e-11	2.546394e-10	0.1	3.922922e-11	1.619046e-07	0.1	3.922922e-11	6.571029e-08	0.1	3.922922e-11	7.303907e-10	0.1
8.378423e-11	9.3945813466308e-06	0.1	8.378423e-11	7.91249e-08	0.1	8.378423e-11	2.771408e-08	0.1	8.378423e-11	5.352046e-10	0.1	8.378423e-11	3.402882e-07	0.1	8.378423e-11	1.381149e-07	0.1	8.378423e-11	1.535154e-09	0.1
1.876276e-10	8.7144238647346e-06	0.1	1.876276e-10	1.707667e-07	0.1	1.876276e-10	5.980909e-08	0.1	1.876276e-10	1.155005e-09	0.1	1.876276e-10	7.343381e-07	0.1	1.876276e-10	2.980807e-07	0.1	1.876276e-10	3.313001e-09	0.1
3.745456e-10	7.611935817408299e-06	0.1	3.745456e-10	3.193352e-07	0.1	3.745456e-10	1.118334e-07	0.1	3.745456e-10	2.159651e-09	0.1	3.745456e-10	1.373e-06	0.1	3.745456e-10	5.574206e-07	0.1	3.745456e-10	6.19485e-09	0.1
5.542047e-10	6.6840559422284996e-06	0.1	5.542047e-10	4.443984e-07	0.1	5.542047e-10	1.556189e-07	0.1	5.542047e-10	3.005178e-09	0.1	5.542047e-10	1.910446e-06	0.1	5.542047e-10	7.757352e-07	0.1	5.542047e-10	8.620369e-09	0.1
6.918226e-10	6.0506260425808e-06	0.1	6.918226e-10	5.29788e-07	0.1	6.918226e-10	1.855099e-07	0.1	6.918226e-10	3.582383e-09	0.1	6.918226e-10	2.277302e-06	0.1	6.918226e-10	9.247975e-07	0.1	6.918226e-10	1.027623e-08	0.1
8.811985e-10	5.275994538838799e-06	0.1	8.811985e-10	6.342288e-07	0.1	8.811985e-10	2.220644e-07	0.1	8.811985e-10	4.288252e-09	0.1	8.811985e-10	2.725891e-06	0.1	8.811985e-10	1.107121e-06	0.1	8.811985e-10	1.230126e-08	0.1
1.148497e-09	4.348493633648001e-06	0.1	1.148497e-09	7.593063e-07	0.1	1.148497e-09	2.658334e-07	0.1	1.148497e-09	5.133411e-09	0.1	1.148497e-09	3.262934e-06	0.1	1.148497e-09	1.325475e-06	0.1	1.148497e-09	1.472602e-08	0.1
1.513272e-09	3.3402124947135e-06	0.1	1.513272e-09	8.953137e-07	0.1	1.513272e-09	3.134152e-07	0.1	1.513272e-09	6.052168e-09	0.1	1.513272e-09	3.84665e-06	0.1	1.513272e-09	1.562919e-06	0.1	1.513272e-09	1.736208e-08	0.1
1.878046e-09	2.5658456824618197e-06	0.1	1.878046e-09	9.997979e-07	0.1	1.878046e-09	3.499589e-07	0.1	1.878046e-09	6.757768e-09	0.1	1.878046e-09	4.294865e-06	0.1	1.878046e-09	1.745336e-06	0.1	1.878046e-09	1.93867e-08	0.1
2.24282e-09	1.9710895416968596e-06	0.1	2.24282e-09	1.080068e-06	0.1	2.24282e-09	3.78027e-07	0.1	2.24282e-09	7.299702e-09	0.1	2.24282e-09	4.639061e-06	0.1	2.24282e-09	1.885484e-06	0.1	2.24282e-09	2.09418e-08	0.1
2.607594e-09	1.5142568282988001e-06	0.1	2.607594e-09	1.141739e-06	0.1	2.607594e-09	3.995863e-07	0.1	2.607594e-09	7.715957e-09	0.1	2.607594e-09	4.903399e-06	0.1	2.607594e-09	1.993159e-06	0.1	2.607594e-09	2.213632e-08	0.1
2.972368e-09	1.16334520321646e-06	0.1	2.972368e-09	1.18912e-06	0.1	2.972368e-09	4.161472e-07	0.1	2.972368e-09	8.035695e-09	0.1	2.972368e-09	5.106419e-06	0.1	2.972368e-09	2.07589e-06	0.1	2.972368e-09	2.305392e-08	0.1
3.337142e-09	8.937829141251e-07	0.1	3.337142e-09	1.225525e-06	0.1	3.337142e-09	4.28869e-07	0.1	3.337142e-09	8.281309e-09	0.1	3.337142e-09	5.262356e-06	0.1	3.337142e-09	2.139455e-06	0.1	3.337142e-09	2.375882e-08	0.1
3.731693e-09	6.7208675480451e-07	0.1	3.731693e-09	1.25547e-06	0.1	3.731693e-09	4.39332e-07	0.1	3.731693e-09	8.483308e-09	0.1	3.731693e-09	5.390587e-06	0.1	3.731693e-09	2.191744e-06	0.1	3.731693e-09	2.433857e-08	0.1
4.170908e-09	4.893498850715999e-07	0.1	4.170908e-09	1.280158e-06	0.1	4.170908e-09	4.479563e-07	0.1	4.170908e-09	8.649807e-09	0.1	4.170908e-09	5.496273e-06	0.1	4.170908e-09	2.234853e-06	0.1	4.170908e-09	2.481646e-08	0.1
4.610122e-09	3.5631061498661995e-07	0.1	4.610122e-09	1.298135e-06	0.1	4.610122e-09	4.542352e-07	0.1	4.610122e-09	8.771024e-09	0.1	4.610122e-09	5.573208e-06	0.1	4.610122e-09	2.266243e-06	0.1	4.610122e-09	2.51644e-08	0.1
5.049337e-09	2.5944862064435997e-07	0.1	5.049337e-09	1.311225e-06	0.1	5.049337e-09	4.588068e-07	0.1	5.049337e-09	8.859278e-09	0.1	5.049337e-09	5.629216e-06	0.1	5.049337e-09	2.289102e-06	0.1	5.049337e-09	2.541773e-08	0.1
5.560261e-09	1.7938842638171003e-07	0.1	5.560261e-09	1.322046e-06	0.1	5.560261e-09	4.625854e-07	0.1	5.560261e-09	8.932223e-09	0.1	5.560261e-09	5.675505e-06	0.1	5.560261e-09	2.307999e-06	0.1	5.560261e-09	2.562712e-08	0.1
6.089111e-09	1.2244174398365002e-07	0.1	6.089111e-09	1.329744e-06	0.1	6.089111e-09	4.652731e-07	0.1	6.089111e-09	8.984109e-09	0.1	6.089111e-09	5.708428e-06	0.1	6.089111e-09	2.321442e-06	0.1	6.089111e-09	2.577607e-08	0.1
