Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
1.708008e-09	0.9889105	0.1	1.708008e-09	0.0100805606	0.1	1.708008e-09	4.384781451e-06	0.1	1.708008e-09	0.00049171895	0.1	1.708008e-09	2.3339193e-06	0.1
2.362925e-09	0.9847232	0.1	2.362925e-09	0.0138869787	0.1	2.362925e-09	7.057728019999999e-06	0.1	2.362925e-09	0.00067739074	0.1	2.362925e-09	3.4281906e-06	0.1
3.050641e-09	0.9803643	0.1	3.050641e-09	0.0178495428	0.1	3.050641e-09	1.032598883e-05	0.1	3.050641e-09	0.00087067933	0.1	3.050641e-09	4.6688069e-06	0.1
3.767223e-09	0.9758632	0.1	3.767223e-09	0.021941341	0.1	3.767223e-09	1.415482364e-05	0.1	3.767223e-09	0.0010702719000000001	0.1	3.767223e-09	6.0446802e-06	0.1
4.599271e-09	0.9706884	0.1	4.599271e-09	0.026645629999999997	0.1	4.599271e-09	1.904817393e-05	0.1	4.599271e-09	0.00129974151	0.1	4.599271e-09	7.729091399999999e-06	0.1
5.642325e-09	0.9642782	0.1	5.642325e-09	0.032472983999999996	0.1	5.642325e-09	2.5723057699999995e-05	0.1	5.642325e-09	0.00158399361	0.1	5.642325e-09	9.9436581e-06	0.1
6.901005e-09	0.9566547	0.1	6.901005e-09	0.039403416	0.1	6.901005e-09	3.437817127e-05	0.1	6.901005e-09	0.0019220521599999998	0.1	6.901005e-09	1.2727035300000001e-05	0.1
8.403997e-09	0.9477079	0.1	8.403997e-09	0.04753692699999999	0.1	8.403997e-09	4.5304845479999995e-05	0.1	8.403997e-09	0.0023187971	0.1	8.403997e-09	1.6154125e-05	0.1
9.96952e-09	0.938565	0.1	9.96952e-09	0.055848704	0.1	9.96952e-09	5.711031436e-05	0.1	9.96952e-09	0.0027242371	0.1	9.96952e-09	1.9789782e-05	0.1
1.178517e-08	0.9281798	0.1	1.178517e-08	0.06528988699999999	0.1	1.178517e-08	7.108002312e-05	0.1	1.178517e-08	0.0031847696	0.1	1.178517e-08	2.4036362999999998e-05	0.1
1.360082e-08	0.9180219	0.1	1.360082e-08	0.07452447699999999	0.1	1.360082e-08	8.51443509e-05	0.1	1.360082e-08	0.0036352241	0.1	1.360082e-08	2.8273574e-05	0.1
