	T[K]	P2	P5
600 0.98237 0.01153
700 0.97479 0.01911
800 0.96630 0.02760
900 0.95783 0.03607
1000 0.94976 0.04413
1100 0.94223 0.05164
1200 0.93519 0.05868
1300 0.92824 0.06567
1400 0.92122 0.07266
1500 0.91435 0.07951
1600 0.90670 0.08716
1700 0.89878 0.09509
1800 0.89050 0.10337
1900 0.88237 0.11152
2000 0.87335 0.12055
2100 0.86508 0.12883
2200 0.85683 0.13709
2300 0.84880 0.14514
2400 0.84199 0.15195
2500 0.83342 0.16054
