Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
1.230172e-10	9.745784541180001e-06	0.1	1.230172e-10	2.028492e-10	0.1	1.230172e-10	3.61298e-11	0.1	1.230172e-10	2.080728e-07	0.1	1.230172e-10	4.405224e-08	0.1	1.230172e-10	1.4389234499999999e-09	0.1	1.230172e-10	3.116739e-10	0.1
2.642425e-10	9.462006432769799e-06	0.1	2.642425e-10	4.293751e-10	0.1	2.642425e-10	7.647668e-11	0.1	2.642425e-10	4.40432e-07	0.1	2.642425e-10	9.324628e-08	0.1	2.642425e-10	3.0457989e-09	0.1	2.642425e-10	6.597265e-10	0.1
5.905226e-10	8.837579855766e-06	0.1	5.905226e-10	9.278264e-10	0.1	5.905226e-10	1.652566e-10	0.1	5.905226e-10	9.517189e-07	0.1	5.905226e-10	2.014937e-07	0.1	5.905226e-10	6.5815947e-09	0.1	5.905226e-10	1.425587e-09	0.1
1.177827e-09	7.8156207166992e-06	0.1	1.177827e-09	1.743609e-09	0.1	1.177827e-09	3.10557e-10	0.1	1.177827e-09	1.788509e-06	0.1	1.177827e-09	3.786552e-07	0.1	1.177827e-09	1.23684002e-08	0.1	1.177827e-09	2.679021e-09	0.1
1.920345e-09	6.6909680749866e-06	0.1	1.920345e-09	2.641367e-09	0.1	1.920345e-09	4.704582e-10	0.1	1.920345e-09	2.709385e-06	0.1	1.920345e-09	5.736195e-07	0.1	1.920345e-09	1.8736702e-08	0.1	1.920345e-09	4.05841e-09	0.1
2.722835e-09	5.656719906765201e-06	0.1	2.722835e-09	3.46696e-09	0.1	2.722835e-09	6.17506e-10	0.1	2.722835e-09	3.556238e-06	0.1	2.722835e-09	7.529121e-07	0.1	2.722835e-09	2.4593102e-08	0.1	2.722835e-09	5.326918e-09	0.1
3.656353e-09	4.653006816361999e-06	0.1	3.656353e-09	4.26818e-09	0.1	3.656353e-09	7.602124e-10	0.1	3.656353e-09	4.37809e-06	0.1	3.656353e-09	9.269116e-07	0.1	3.656353e-09	3.0276594e-08	0.1	3.656353e-09	6.557975e-09	0.1
4.677222e-09	3.7580702849568e-06	0.1	4.677222e-09	4.982567e-09	0.1	4.677222e-09	8.874533e-10	0.1	4.677222e-09	5.110874e-06	0.1	4.677222e-09	1.082055e-06	0.1	4.677222e-09	3.5344153e-08	0.1	4.677222e-09	7.655618e-09	0.1
5.69809e-09	3.0352607011665e-06	0.1	5.69809e-09	5.559553e-09	0.1	5.69809e-09	9.902213e-10	0.1	5.69809e-09	5.702718e-06	0.1	5.69809e-09	1.207358e-06	0.1	5.69809e-09	3.9437037e-08	0.1	5.69809e-09	8.542146e-09	0.1
6.718959e-09	2.4514740528771997e-06	0.1	6.718959e-09	6.025565e-09	0.1	6.718959e-09	1.073223e-09	0.1	6.718959e-09	6.180729e-06	0.1	6.718959e-09	1.308562e-06	0.1	6.718959e-09	4.2742722e-08	0.1	6.718959e-09	9.258164e-09	0.1
7.782269e-09	1.9624644313995002e-06	0.1	7.782269e-09	6.415919e-09	0.1	7.782269e-09	1.14275e-09	0.1	7.782269e-09	6.581136e-06	0.1	7.782269e-09	1.393336e-06	0.1	7.782269e-09	4.5511723000000005e-08	0.1	7.782269e-09	9.857936e-09	0.1
9.015342e-09	1.5161755637805e-06	0.1	9.015342e-09	6.772172e-09	0.1	9.015342e-09	1.206203e-09	0.1	9.015342e-09	6.946562e-06	0.1	9.015342e-09	1.470705e-06	0.1	9.015342e-09	4.8038823000000004e-08	0.1	9.015342e-09	1.040531e-08	0.1
1.024842e-08	1.1713784118527998e-06	0.1	1.024842e-08	7.047408e-09	0.1	1.024842e-08	1.255226e-09	0.1	1.024842e-08	7.228886e-06	0.1	1.024842e-08	1.530479e-06	0.1	1.024842e-08	4.9991225e-08	0.1	1.024842e-08	1.082821e-08	0.1
1.148149e-08	9.0499280196172e-07	0.1	1.148149e-08	7.260052e-09	0.1	1.148149e-08	1.293101e-09	0.1	1.148149e-08	7.447006e-06	0.1	1.148149e-08	1.576661e-06	0.1	1.148149e-08	5.1499626999999995e-08	0.1	1.148149e-08	1.115493e-08	0.1
1.271456e-08	6.9918621942552e-07	0.1	1.271456e-08	7.424338e-09	0.1	1.271456e-08	1.322362e-09	0.1	1.271456e-08	7.615523e-06	0.1	1.271456e-08	1.612341e-06	0.1	1.271456e-08	5.266501e-08	0.1	1.271456e-08	1.140735e-08	0.1
1.414689e-08	5.181247378696401e-07	0.1	1.414689e-08	7.568872e-09	0.1	1.414689e-08	1.348105e-09	0.1	1.414689e-08	7.763779e-06	0.1	1.414689e-08	1.643731e-06	0.1	1.414689e-08	5.3690264999999995e-08	0.1	1.414689e-08	1.162943e-08	0.1
1.562902e-08	3.7996985430069006e-07	0.1	1.562902e-08	7.679155e-09	0.1	1.562902e-08	1.367748e-09	0.1	1.562902e-08	7.876901e-06	0.1	1.562902e-08	1.667684e-06	0.1	1.562902e-08	5.4472558999999996e-08	0.1	1.562902e-08	1.179887e-08	0.1
1.711116e-08	2.7865311185448e-07	0.1	1.711116e-08	7.760032e-09	0.1	1.711116e-08	1.382154e-09	0.1	1.711116e-08	7.959861e-06	0.1	1.711116e-08	1.68525e-06	0.1	1.711116e-08	5.5046271e-08	0.1	1.711116e-08	1.192314e-08	0.1
1.85933e-08	2.0435198861808e-07	0.1	1.85933e-08	7.819343e-09	0.1	1.85933e-08	1.392718e-09	0.1	1.85933e-08	8.020699e-06	0.1	1.85933e-08	1.698133e-06	0.1	1.85933e-08	5.5466993000000004e-08	0.1	1.85933e-08	1.201427e-08	0.1
2.038721e-08	1.4039834328e-07	0.1	2.038721e-08	7.870394e-09	0.1	2.038721e-08	1.401811e-09	0.1	2.038721e-08	8.073065e-06	0.1	2.038721e-08	1.709223e-06	0.1	2.038721e-08	5.5829136e-08	0.1	2.038721e-08	1.209271e-08	0.1
