Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
6.044974e-11	9.861403384980002e-06	0.1	6.044974e-11	7.61119999e-10	0.1	6.044974e-11	1.3710356e-07	0.1	6.044974e-11	4.949012e-11	0.1	6.044974e-11	2.301808e-10	0.1
1.008354e-10	9.76994629956e-06	0.1	1.008354e-10	1.263735117e-09	0.1	1.008354e-10	2.2774667e-07	0.1	1.008354e-10	1.133644e-10	0.1	1.008354e-10	3.82933e-10	0.1
1.65312e-10	9.62568674217e-06	0.1	1.65312e-10	2.056530988e-09	0.1	1.65312e-10	3.7076516000000005e-07	0.1	1.65312e-10	2.413e-10	0.1	1.65312e-10	6.241294e-10	0.1
2.54258e-10	9.43017069735e-06	0.1	2.54258e-10	3.131021887e-09	0.1	2.54258e-10	5.6464373e-07	0.1	2.54258e-10	4.414893e-10	0.1	2.54258e-10	9.512779e-10	0.1
3.620687e-10	9.19850201406e-06	0.1	3.620687e-10	4.40418762e-09	0.1	3.620687e-10	7.943961699999999e-07	0.1	3.620687e-10	6.94529e-10	0.1	3.620687e-10	1.339065e-09	0.1
4.923138e-10	8.92620473706e-06	0.1	4.923138e-10	5.90064337e-09	0.1	4.923138e-10	1.06445375e-06	0.1	4.923138e-10	9.988032e-10	0.1	4.923138e-10	1.794926e-09	0.1
6.641317e-10	8.579284206300001e-06	0.1	6.641317e-10	7.807199019999999e-09	0.1	6.641317e-10	1.4085241e-06	0.1	6.641317e-10	1.389039e-09	0.1	6.641317e-10	2.375739e-09	0.1
9.12805e-10	8.10092298996e-06	0.1	9.12805e-10	1.043610679e-08	0.1	9.12805e-10	1.8829564999999998e-06	0.1	9.12805e-10	1.927883e-09	0.1	9.12805e-10	3.176617e-09	0.1
1.274832e-09	7.45178248143e-06	0.1	1.274832e-09	1.4003560590000002e-08	0.1	1.274832e-09	2.5267656e-06	0.1	1.274832e-09	2.659213e-09	0.1	1.274832e-09	4.263416e-09	0.1
1.797963e-09	6.60455495379e-06	0.1	1.797963e-09	1.865963196e-08	0.1	1.797963e-09	3.3670357e-06	0.1	1.797963e-09	3.613719e-09	0.1	1.797963e-09	5.681856e-09	0.1
2.551237e-09	5.55094648998e-06	0.1	2.551237e-09	2.444990134e-08	0.1	2.551237e-09	4.4119904e-06	0.1	2.551237e-09	4.800741e-09	0.1	2.551237e-09	7.44582e-09	0.1
3.304511e-09	4.66541834535e-06	0.1	3.304511e-09	2.9316456029999997e-08	0.1	3.304511e-09	5.2902467e-06	0.1	3.304511e-09	5.798399e-09	0.1	3.304511e-09	8.928384e-09	0.1
4.438443e-09	3.5914760848800002e-06	0.1	4.438443e-09	3.52184756e-08	0.1	4.438443e-09	6.3553695e-06	0.1	4.438443e-09	7.00833e-09	0.1	4.438443e-09	1.072639e-08	0.1
5.572376e-09	2.76474635226e-06	0.1	5.572376e-09	3.97619042e-08	0.1	5.572376e-09	7.1753102e-06	0.1	5.572376e-09	7.939744e-09	0.1	5.572376e-09	1.211051e-08	0.1
6.706308e-09	2.12832371655e-06	0.1	6.706308e-09	4.3259463299999994e-08	0.1	6.706308e-09	7.8065054e-06	0.1	6.706308e-09	8.656754e-09	0.1	6.706308e-09	1.317602e-08	0.1
7.84024e-09	1.6384006158300002e-06	0.1	7.84024e-09	4.5951906e-08	0.1	7.84024e-09	8.292404999999999e-06	0.1	7.84024e-09	9.208714e-09	0.1	7.84024e-09	1.399626e-08	0.1
8.974173e-09	1.26125338734e-06	0.1	8.974173e-09	4.8024581e-08	0.1	8.974173e-09	8.6664537e-06	0.1	8.974173e-09	9.633617e-09	0.1	8.974173e-09	1.462768e-08	0.1
1.010811e-08	9.709228906740001e-07	0.1	1.010811e-08	4.9620129900000004e-08	0.1	1.010811e-08	8.9544005e-06	0.1	1.010811e-08	9.960711e-09	0.1	1.010811e-08	1.511376e-08	0.1
1.124204e-08	7.474241256840001e-07	0.1	1.124204e-08	5.084839840000001e-08	0.1	1.124204e-08	9.1760639e-06	0.1	1.124204e-08	1.021251e-08	0.1	1.124204e-08	1.548794e-08	0.1
1.237597e-08	5.75372946213e-07	0.1	1.237597e-08	5.1793941000000005e-08	0.1	1.237597e-08	9.346702e-06	0.1	1.237597e-08	1.040635e-08	0.1	1.237597e-08	1.577599e-08	0.1
1.35099e-08	4.42926670689e-07	0.1	1.35099e-08	5.25218213e-08	0.1	1.35099e-08	9.4780601e-06	0.1	1.35099e-08	1.055556e-08	0.1	1.35099e-08	1.599774e-08	0.1
1.483072e-08	3.2657923417500006e-07	0.1	1.483072e-08	5.31612325e-08	0.1	1.483072e-08	9.5934529e-06	0.1	1.483072e-08	1.068664e-08	0.1	1.483072e-08	1.619253e-08	0.1
1.619826e-08	2.3821221785400001e-07	0.1	1.619826e-08	5.3646865500000006e-08	0.1	1.619826e-08	9.6810944e-06	0.1	1.619826e-08	1.07862e-08	0.1	1.619826e-08	1.634047e-08	0.1
1.75658e-08	1.73755862424e-07	0.1	1.75658e-08	5.40010917e-08	0.1	1.75658e-08	9.7450218e-06	0.1	1.75658e-08	1.085882e-08	0.1	1.75658e-08	1.644838e-08	0.1
1.898832e-08	1.2514264856100002e-07	0.1	1.898832e-08	5.4268251999999994e-08	0.1	1.898832e-08	9.7932347e-06	0.1	1.898832e-08	1.091359e-08	0.1	1.898832e-08	1.652977e-08	0.1
