Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
3.704619e-13	0.9875170839999999	0.1	3.704619e-13	0.0012592843	0.1	3.704619e-13	2.099243e-06	0.1	3.704619e-13	0.005356731	0.1	3.704619e-13	2.311774e-07	0.1
5.227711e-13	0.9824349170000001	0.1	5.227711e-13	0.0018176094000000001	0.1	5.227711e-13	3.011056e-06	0.1	5.227711e-13	0.007537548	0.1	5.227711e-13	3.275797e-07	0.1
7.351387e-13	0.9753968459999999	0.1	7.351387e-13	0.0026248345	0.1	7.351387e-13	4.321597e-06	0.1	7.351387e-13	0.01055758	0.1	7.351387e-13	4.628006e-07	0.1
9.875453e-13	0.967104297	0.1	9.875453e-13	0.0036173815	0.1	9.875453e-13	5.930413e-06	0.1	9.875453e-13	0.01411588	0.1	9.875453e-13	6.242361e-07	0.1
1.239952e-12	0.9588895749999999	0.1	1.239952e-12	0.0046355293	0.1	1.239952e-12	7.586487e-06	0.1	1.239952e-12	0.0176407	0.1	1.239952e-12	7.859554e-07	0.1
1.492358e-12	0.9507516300000001	0.1	1.492358e-12	0.0056708575	0.1	1.492358e-12	9.28284e-06	0.1	1.492358e-12	0.02113237	0.1	1.492358e-12	9.475538e-07	0.1
1.744765e-12	0.9426901190000001	0.1	1.744765e-12	0.0067169785999999995	0.1	1.744765e-12	1.101397e-05	0.1	1.744765e-12	0.02459122	0.1	1.744765e-12	1.108725e-06	0.1
1.997171e-12	0.934704157	0.1	1.997171e-12	0.007769048	0.1	1.997171e-12	1.277552e-05	0.1	1.997171e-12	0.02801758	0.1	1.997171e-12	1.269236e-06	0.1
2.249578e-12	0.9267929929999998	0.1	2.249578e-12	0.0088233936	0.1	2.249578e-12	1.4564e-05	0.1	2.249578e-12	0.03141178	0.1	2.249578e-12	1.428912e-06	0.1
2.501985e-12	0.918955999	0.1	2.501985e-12	0.0098772385	0.1	2.501985e-12	1.637662e-05	0.1	2.501985e-12	0.03477413	0.1	2.501985e-12	1.587622e-06	0.1
2.754391e-12	0.911192066	0.1	2.754391e-12	0.010928483999999999	0.1	2.754391e-12	1.821111e-05	0.1	2.754391e-12	0.03810496	0.1	2.754391e-12	1.745267e-06	0.1
3.006798e-12	0.903500725	0.1	3.006798e-12	0.0119755456	0.1	3.006798e-12	2.00656e-05	0.1	3.006798e-12	0.04140457	0.1	3.006798e-12	1.901774e-06	0.1
3.269833e-12	0.895562039	0.1	3.269833e-12	0.0130609661	0.1	3.269833e-12	2.201783e-05	0.1	3.269833e-12	0.04481024	0.1	3.269833e-12	2.063603e-06	0.1
3.575383e-12	0.8864372349999999	0.1	3.575383e-12	0.014313189	0.1	3.575383e-12	2.430889e-05	0.1	3.575383e-12	0.04872469	0.1	3.575383e-12	2.249908e-06	0.1
3.880933e-12	0.877415163	0.1	3.880933e-12	0.015555069000000001	0.1	3.880933e-12	2.662322e-05	0.1	3.880933e-12	0.05259487	0.1	3.880933e-12	2.434362e-06	0.1
4.186483e-12	0.8684949670000001	0.1	4.186483e-12	0.016785824999999997	0.1	4.186483e-12	2.895927e-05	0.1	4.186483e-12	0.05642128	0.1	4.186483e-12	2.616938e-06	0.1
4.51756e-12	0.8589430489999998	0.1	4.51756e-12	0.018106244	0.1	4.51756e-12	3.15135e-05	0.1	4.51756e-12	0.06051861	0.1	4.51756e-12	2.812631e-06	0.1
4.886928e-12	0.848423689	0.1	4.886928e-12	0.019562717	0.1	4.886928e-12	3.438974e-05	0.1	4.886928e-12	0.06503073	0.1	4.886928e-12	3.028324e-06	0.1
5.256297e-12	0.8380472140000002	0.1	5.256297e-12	0.021001292999999997	0.1	5.256297e-12	3.729245e-05	0.1	5.256297e-12	0.06948141	0.1	5.256297e-12	3.241247e-06	0.1
5.625665e-12	0.8278115538	0.1	5.625665e-12	0.022421821	0.1	5.625665e-12	4.022021e-05	0.1	5.625665e-12	0.07387154	0.1	5.625665e-12	3.451413e-06	0.1
6.039829e-12	0.8164993572	0.1	6.039829e-12	0.023993106	0.1	6.039829e-12	4.353132e-05	0.1	6.039829e-12	0.07872318	0.1	6.039829e-12	3.683813e-06	0.1
6.483858e-12	0.8045622314	0.1	6.483858e-12	0.025652552	0.1	6.483858e-12	4.711273e-05	0.1	6.483858e-12	0.08384274	0.1	6.483858e-12	3.929191e-06	0.1
6.927886e-12	0.7928188421	0.1	6.927886e-12	0.027286162	0.1	6.927886e-12	5.072518e-05	0.1	6.927886e-12	0.08887897	0.1	6.927886e-12	4.170707e-06	0.1
7.371915e-12	0.7812657297000001	0.1	7.371915e-12	0.028894242	0.1	7.371915e-12	5.436717e-05	0.1	7.371915e-12	0.09383335	0.1	7.371915e-12	4.408415e-06	0.1
7.815943e-12	0.7698996885	0.1	7.815943e-12	0.030477116999999998	0.1	7.815943e-12	5.803739e-05	0.1	7.815943e-12	0.09870732	0.1	7.815943e-12	4.642374e-06	0.1
8.352329e-12	0.7564142296	0.1	8.352329e-12	0.032356109	0.1	8.352329e-12	6.25069e-05	0.1	8.352329e-12	0.1044898	0.1	8.352329e-12	4.920079e-06	0.1
8.888714e-12	0.7431913559	0.1	8.888714e-12	0.03419951	0.1	8.888714e-12	6.701384e-05	0.1	8.888714e-12	0.1101595	0.1	8.888714e-12	5.192503e-06	0.1
9.4251e-12	0.7302250708	0.1	9.4251e-12	0.036008001	0.1	9.4251e-12	7.155641e-05	0.1	9.4251e-12	0.1157188	0.1	9.4251e-12	5.459753e-06	0.1
