Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
2.424813e-13	9.77428851032e-06	0.1	2.424813e-13	1.295537e-08	0.1	2.424813e-13	8.944993e-08	0.1	2.424813e-13	2.747492e-10	0.1	2.424813e-13	5.678043e-08	0.1	2.424813e-13	2.655776e-08	0.1	2.424813e-13	1.018485e-10	0.1
5.952263e-13	9.5051609424248e-06	0.1	5.952263e-13	3.136395e-08	0.1	5.952263e-13	2.165485e-07	0.1	5.952263e-13	6.651201e-10	0.1	5.952263e-13	1.374505e-07	0.1	5.952263e-13	6.429448e-08	0.1	5.952263e-13	2.465589e-10	0.1
1.356444e-12	8.9494023234448e-06	0.1	1.356444e-12	6.938238e-08	0.1	1.356444e-12	4.79029e-07	0.1	1.356444e-12	1.471237e-09	0.1	1.356444e-12	3.040151e-07	0.1	1.356444e-12	1.422313e-07	0.1	1.356444e-12	5.453908e-10	0.1
2.743149e-12	8.0192489981095e-06	0.1	2.743149e-12	1.330247e-07	0.1	2.743149e-12	9.183838e-07	0.1	2.743149e-12	2.820359e-09	0.1	2.743149e-12	5.827177e-07	0.1	2.743149e-12	2.726987e-07	0.1	2.743149e-12	1.04553e-09	0.1
4.724155e-12	6.855805339455e-06	0.1	4.724155e-12	2.126523e-07	0.1	4.724155e-12	1.468029e-06	0.1	4.724155e-12	4.507793e-09	0.1	4.724155e-12	9.311927e-07	0.1	4.724155e-12	4.359407e-07	0.1	4.724155e-12	1.671102e-09	0.1
6.002135e-12	6.196529391433201e-06	0.1	6.002135e-12	2.577862e-07	0.1	6.002135e-12	1.779541e-06	0.1	6.002135e-12	5.463976e-09	0.1	6.002135e-12	1.128593e-06	0.1	6.002135e-12	5.284708e-07	0.1	6.002135e-12	2.025583e-09	0.1
7.509583e-12	5.4999731980128e-06	0.1	7.509583e-12	3.05483e-07	0.1	7.509583e-12	2.108712e-06	0.1	7.509583e-12	6.474235e-09	0.1	7.509583e-12	1.337102e-06	0.1	7.509583e-12	6.26257e-07	0.1	7.509583e-12	2.400108e-09	0.1
9.361235e-12	4.7506879576552e-06	0.1	9.361235e-12	3.568035e-07	0.1	9.361235e-12	2.462856e-06	0.1	9.361235e-12	7.561001e-09	0.1	9.361235e-12	1.561333e-06	0.1	9.361235e-12	7.314749e-07	0.1	9.361235e-12	2.802981e-09	0.1
1.284642e-11	3.6063295770569995e-06	0.1	1.284642e-11	4.352126e-07	0.1	1.284642e-11	3.003847e-06	0.1	1.284642e-11	9.220951e-09	0.1	1.284642e-11	1.903668e-06	0.1	1.284642e-11	8.922361e-07	0.1	1.284642e-11	3.418271e-09	0.1
1.633161e-11	2.737813124025e-06	0.1	1.633161e-11	4.947488e-07	0.1	1.633161e-11	3.414547e-06	0.1	1.633161e-11	1.048109e-08	0.1	1.633161e-11	2.163393e-06	0.1	1.633161e-11	1.014307e-06	0.1	1.633161e-11	3.885248e-09	0.1
