Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.05428e-09	9.7940421357961e-06	0.1	1.05428e-09	6.779773999999999e-08	0.1	1.05428e-09	8.992248e-11	0.1	1.05428e-09	5.740518e-09	0.1	1.05428e-09	8.973363e-08	0.1	1.05428e-09	5.693227e-09	0.1	1.05428e-09	1.888591e-12	0.1
3.251909e-09	9.450963141553499e-06	0.1	3.251909e-09	2.0560433e-07	0.1	3.251909e-09	2.727478e-10	0.1	3.251909e-09	1.741576e-08	0.1	3.251909e-09	2.720285e-07	0.1	3.251909e-09	1.680528e-08	0.1	3.251909e-09	5.729217e-12	0.1
6.584601e-09	8.9538494423235e-06	0.1	6.584601e-09	4.058205e-07	0.1	6.584601e-09	5.384834e-10	0.1	6.584601e-09	3.43951e-08	0.1	6.584601e-09	5.366424e-07	0.1	6.584601e-09	3.183477e-08	0.1	6.584601e-09	1.131354e-11	0.1
1.182451e-08	8.2253800859632e-06	0.1	1.182451e-08	7.004016999999999e-07	0.1	1.182451e-08	9.297029e-10	0.1	1.182451e-08	5.941258e-08	0.1	1.182451e-08	9.254529e-07	0.1	1.182451e-08	5.148927e-08	0.1	1.182451e-08	1.953904e-11	0.1
2.000475e-08	7.2063740596265e-06	0.1	2.000475e-08	1.1149557e-06	0.1	2.000475e-08	1.480719e-09	0.1	2.000475e-08	9.468935e-08	0.1	2.000475e-08	1.471541e-06	0.1	2.000475e-08	7.400571e-08	0.1	2.000475e-08	3.113231e-11	0.1
3.068827e-08	6.0653643459222005e-06	0.1	3.068827e-08	1.5828305e-06	0.1	3.068827e-08	2.103226e-09	0.1	3.068827e-08	1.345998e-07	0.1	3.068827e-08	2.086319e-06	0.1	3.068827e-08	9.180829e-08	0.1	3.068827e-08	4.424006e-11	0.1
4.316235e-08	4.96186186697e-06	0.1	4.316235e-08	2.0393758999999997e-06	0.1	4.316235e-08	2.711234e-09	0.1	4.316235e-08	1.736375e-07	0.1	4.316235e-08	2.684569e-06	0.1	4.316235e-08	1.008522e-07	0.1	4.316235e-08	5.705153e-11	0.1
5.608409e-08	4.0316996560204e-06	0.1	5.608409e-08	2.4276257e-06	0.1	5.608409e-08	3.228669e-09	0.1	5.608409e-08	2.069026e-07	0.1	5.608409e-08	3.191996e-06	0.1	5.608409e-08	1.01539e-07	0.1	5.608409e-08	6.795988e-11	0.1
6.900582e-08	3.2770810036158e-06	0.1	6.900582e-08	2.745155e-06	0.1	6.900582e-08	3.652054e-09	0.1	6.900582e-08	2.341489e-07	0.1	6.900582e-08	3.60605e-06	0.1	6.900582e-08	9.689219e-08	0.1	6.900582e-08	7.688766e-11	0.1
8.24494e-08	2.6423160544039997e-06	0.1	8.24494e-08	3.01422e-06	0.1	8.24494e-08	4.010901e-09	0.1	8.24494e-08	2.572598e-07	0.1	8.24494e-08	3.956212e-06	0.1	8.24494e-08	8.895258e-08	0.1	8.24494e-08	8.445475e-11	0.1
9.798038e-08	2.0610877021141e-06	0.1	9.798038e-08	3.262344e-06	0.1	9.798038e-08	4.341834e-09	0.1	9.798038e-08	2.785856e-07	0.1	9.798038e-08	4.278542e-06	0.1	9.798038e-08	7.80606e-08	0.1	9.798038e-08	9.143198e-11	0.1
