Batch	m_SP	4	Pr3	W1	Pr1	Pr2					
6.091322e-09	9.8769872414213e-06	0.1	6.091322e-09	1.513084e-10	0.1	6.091322e-09	7.849641e-08	0.1	6.091322e-09	4.426495e-08	0.1
1.689324e-08	9.662726472892199e-06	0.1	1.689324e-08	4.132553e-10	0.1	1.689324e-08	2.153321e-07	0.1	1.689324e-08	1.214284e-07	0.1
3.478825e-08	9.317950296865e-06	0.1	3.478825e-08	8.297413e-10	0.1	3.478825e-08	4.355228e-07	0.1	3.478825e-08	2.455975e-07	0.1
6.461328e-08	8.7704457699072e-06	0.1	6.461328e-08	1.477559e-09	0.1	6.461328e-08	7.851936e-07	0.1	6.461328e-08	4.427848e-07	0.1
1.229355e-07	7.7910369481896e-06	0.1	1.229355e-07	2.589882e-09	0.1	1.229355e-07	1.410731e-06	0.1	1.229355e-07	7.95547e-07	0.1
2.002523e-07	6.659177431762201e-06	0.1	2.002523e-07	3.786548e-09	0.1	2.002523e-07	2.133686e-06	0.1	2.002523e-07	1.203261e-06	0.1
2.902323e-07	5.5472891178864e-06	0.1	2.902323e-07	4.843895e-09	0.1	2.902323e-07	2.84395e-06	0.1	2.902323e-07	1.603837e-06	0.1
3.989654e-07	4.448427048312e-06	0.1	3.989654e-07	5.733905e-09	0.1	3.989654e-07	3.545977e-06	0.1	3.989654e-07	1.999793e-06	0.1
5.358284e-07	3.3692310698358e-06	0.1	5.358284e-07	6.393072e-09	0.1	5.358284e-07	4.235557e-06	0.1	5.358284e-07	2.388763e-06	0.1
6.726914e-07	2.5518625968182003e-06	0.1	6.726914e-07	6.678266e-09	0.1	6.726914e-07	4.757951e-06	0.1	6.726914e-07	2.683464e-06	0.1
8.095543e-07	1.9327980157226996e-06	0.1	8.095543e-07	6.702567e-09	0.1	8.095543e-07	5.153709e-06	0.1	8.095543e-07	2.906756e-06	0.1
9.464173e-07	1.4639239169065e-06	0.1	9.464173e-07	6.549285e-09	0.1	9.464173e-07	5.453545e-06	0.1	9.464173e-07	3.075955e-06	0.1
1.08328e-06	1.1088010432642e-06	0.1	1.08328e-06	6.279429e-09	0.1	1.08328e-06	5.680721e-06	0.1	1.08328e-06	3.204177e-06	0.1
1.220143e-06	8.398333748896e-07	0.1	1.220143e-06	5.937335e-09	0.1	1.220143e-06	5.852857e-06	0.1	1.220143e-06	3.301356e-06	0.1
1.357006e-06	6.3611725908576e-07	0.1	1.357006e-06	5.554904e-09	0.1	1.357006e-06	5.983299e-06	0.1	1.357006e-06	3.375017e-06	0.1
1.493869e-06	4.818221042857501e-07	0.1	1.493869e-06	5.1548e-09	0.1	1.493869e-06	6.082155e-06	0.1	1.493869e-06	3.430859e-06	0.1
1.642257e-06	3.5652011206884e-07	0.1	1.642257e-06	4.71928e-09	0.1	1.642257e-06	6.162495e-06	0.1	1.642257e-06	3.476259e-06	0.1
1.807932e-06	2.5471448202585e-07	0.1	1.807932e-06	4.246781e-09	0.1	1.807932e-06	6.227833e-06	0.1	1.807932e-06	3.513201e-06	0.1
1.973607e-06	1.8198569661186e-07	0.1	1.973607e-06	3.799854e-09	0.1	1.973607e-06	6.274568e-06	0.1	1.973607e-06	3.539643e-06	0.1
2.139282e-06	1.3002821238708e-07	0.1	2.139282e-06	3.384864e-09	0.1	2.139282e-06	6.308007e-06	0.1	2.139282e-06	3.558577e-06	0.1
