Batch	m_SP	13	P3	W1	W2	W3	W4	W5	W6	R	P1	P2	P4	P5	P6																							
1.590587e-13	9.82839471507e-06	0.1	1.590587e-13	8.438176e-119	0.1	1.590587e-13	8.438176e-119	0.1	1.590587e-13	2.014632e-10	0.1	1.590587e-13	8.438176e-119	0.1	1.590587e-13	6.630389e-08	0.1	1.590587e-13	1.658468e-10	0.1	1.590587e-13	2.158698e-08	0.1	1.590587e-13	1.260939e-08	0.1	1.590587e-13	5.773449e-08	0.1	1.590587e-13	1.660427e-10	0.1	1.590587e-13	1.272273e-08	0.1	1.590587e-13	1.712928e-11	0.1
3.808501e-13	9.5943560960247e-06	0.1	3.808501e-13	2.02386e-118	0.1	3.808501e-13	2.02386e-118	0.1	3.808501e-13	4.797141e-10	0.1	3.808501e-13	2.02386e-118	0.1	3.808501e-13	1.572946e-07	0.1	3.808501e-13	4.156746e-10	0.1	3.808501e-13	5.117202e-08	0.1	3.808501e-13	3.063227e-08	0.1	3.808501e-13	1.352198e-07	0.1	3.808501e-13	3.948351e-10	0.1	3.808501e-13	2.989972e-08	0.1	3.808501e-13	4.025344e-11	0.1
8.510456e-13	9.1172400032034e-06	0.1	8.510456e-13	4.538049e-118	0.1	8.510456e-13	4.538049e-118	0.1	8.510456e-13	1.059372e-09	0.1	8.510456e-13	4.538049e-118	0.1	8.510456e-13	3.446977e-07	0.1	8.510456e-13	1.012423e-09	0.1	8.510456e-13	1.119595e-07	0.1	8.510456e-13	7.041041e-08	0.1	8.510456e-13	2.88352e-07	0.1	8.510456e-13	8.694847e-10	0.1	8.510456e-13	6.422304e-08	0.1	8.510456e-13	8.645288e-11	0.1
1.705252e-12	8.3128355456112e-06	0.1	1.705252e-12	9.145043e-118	0.1	1.705252e-12	9.145043e-118	0.1	1.705252e-12	2.077223e-09	0.1	1.705252e-12	9.145043e-118	0.1	1.705252e-12	6.668972e-07	0.1	1.705252e-12	2.303811e-09	0.1	1.705252e-12	2.160016e-07	0.1	1.705252e-12	1.473901e-07	0.1	1.705252e-12	5.307771e-07	0.1	1.705252e-12	1.696638e-09	0.1	1.705252e-12	1.197802e-07	0.1	1.705252e-12	1.612103e-10	0.1
2.925547e-12	7.290225722788201e-06	0.1	2.925547e-12	1.580135e-117	0.1	2.925547e-12	1.580135e-117	0.1	2.925547e-12	3.454043e-09	0.1	2.925547e-12	1.580135e-117	0.1	2.925547e-12	1.089276e-06	0.1	2.925547e-12	4.526389e-09	0.1	2.925547e-12	3.514591e-07	0.1	2.925547e-12	2.654711e-07	0.1	2.925547e-12	8.069238e-07	0.1	2.925547e-12	2.803167e-09	0.1	2.925547e-12	1.855448e-07	0.1	2.925547e-12	2.496622e-10	0.1
3.724807e-12	6.6926247188724e-06	0.1	3.724807e-12	2.020029e-117	0.1	3.724807e-12	2.020029e-117	0.1	3.724807e-12	4.307847e-09	0.1	3.724807e-12	2.020029e-117	0.1	3.724807e-12	1.343715e-06	0.1	3.724807e-12	6.16888e-09	0.1	3.724807e-12	4.325244e-07	0.1	3.724807e-12	3.464601e-07	0.1	3.724807e-12	9.493673e-07	0.1	3.724807e-12	3.482494e-09	0.1	3.724807e-12	2.209931e-07	0.1	3.724807e-12	2.973184e-10	0.1
4.670823e-12	6.051117436976e-06	0.1	4.670823e-12	2.543936e-117	0.1	4.670823e-12	2.543936e-117	0.1	4.670823e-12	5.270862e-09	0.1	4.670823e-12	2.543936e-117	0.1	4.670823e-12	1.624048e-06	0.1	4.670823e-12	8.255285e-09	0.1	4.670823e-12	5.213551e-07	0.1	4.670823e-12	4.44695e-07	0.1	4.670823e-12	1.084488e-06	0.1	4.670823e-12	4.242629e-09	0.1	4.670823e-12	2.561341e-07	0.1	4.670823e-12	3.44545e-10	0.1
5.836971e-12	5.3481371001936e-06	0.1	5.836971e-12	3.193623e-117	0.1	5.836971e-12	3.193623e-117	0.1	5.836971e-12	6.389414e-09	0.1	5.836971e-12	3.193623e-117	0.1	5.836971e-12	1.941063e-06	0.1	5.836971e-12	1.097972e-08	0.1	5.836971e-12	6.211733e-07	0.1	5.836971e-12	5.67686e-07	0.1	5.836971e-12	1.208468e-06	0.1	5.836971e-12	5.117686e-09	0.1	5.836971e-12	2.905545e-07	0.1	5.836971e-12	3.907844e-10	0.1
7.977853e-12	4.272296440786399e-06	0.1	7.977853e-12	4.394174e-117	0.1	7.977853e-12	4.394174e-117	0.1	7.977853e-12	8.256577e-09	0.1	7.977853e-12	4.394174e-117	0.1	7.977853e-12	2.450408e-06	0.1	7.977853e-12	1.62181e-08	0.1	7.977853e-12	7.800591e-07	0.1	7.977853e-12	7.934753e-07	0.1	7.977853e-12	1.339508e-06	0.1	7.977853e-12	6.560326e-09	0.1	7.977853e-12	3.327452e-07	0.1	7.977853e-12	4.474296e-10	0.1
1.011874e-11	3.4226212703222002e-06	0.1	1.011874e-11	5.60061e-117	0.1	1.011874e-11	5.60061e-117	0.1	1.011874e-11	9.900854e-09	0.1	1.011874e-11	5.60061e-117	0.1	1.011874e-11	2.879183e-06	0.1	1.011874e-11	2.151234e-08	0.1	1.011874e-11	9.122977e-07	0.1	1.011874e-11	1.012665e-06	0.1	1.011874e-11	1.379534e-06	0.1	1.011874e-11	7.812841e-09	0.1	1.011874e-11	3.539856e-07	0.1	1.011874e-11	4.759258e-10	0.1
1.225962e-11	2.7500771736347e-06	0.1	1.225962e-11	6.809317e-117	0.1	1.225962e-11	6.809317e-117	0.1	1.225962e-11	1.134399e-08	0.1	1.225962e-11	6.809317e-117	0.1	1.225962e-11	3.240785e-06	0.1	1.225962e-11	2.665811e-08	0.1	1.225962e-11	1.022675e-06	0.1	1.225962e-11	1.220128e-06	0.1	1.225962e-11	1.358863e-06	0.1	1.225962e-11	8.898904e-09	0.1	1.225962e-11	3.600857e-07	0.1	1.225962e-11	4.841007e-10	0.1
1.44005e-11	2.2164872935625e-06	0.1	1.44005e-11	8.017851e-117	0.1	1.44005e-11	8.017851e-117	0.1	1.44005e-11	1.260711e-08	0.1	1.44005e-11	8.017851e-117	0.1	1.44005e-11	3.546264e-06	0.1	1.44005e-11	3.152737e-08	0.1	1.44005e-11	1.115063e-06	0.1	1.44005e-11	1.412928e-06	0.1	1.44005e-11	1.299346e-06	0.1	1.44005e-11	9.839685e-09	0.1	1.44005e-11	3.554682e-07	0.1	1.44005e-11	4.779032e-10	0.1
1.654138e-11	1.7920930609151998e-06	0.1	1.654138e-11	9.224613e-117	0.1	1.654138e-11	9.224613e-117	0.1	1.654138e-11	1.371015e-08	0.1	1.654138e-11	9.224613e-117	0.1	1.654138e-11	3.80475e-06	0.1	1.654138e-11	3.60462e-08	0.1	1.654138e-11	1.192607e-06	0.1	1.654138e-11	1.589655e-06	0.1	1.654138e-11	1.216557e-06	0.1	1.654138e-11	1.065398e-08	0.1	1.654138e-11	3.434808e-07	0.1	1.654138e-11	4.618298e-10	0.1
1.868227e-11	1.453670102043e-06	0.1	1.868227e-11	1.042861e-116	0.1	1.868227e-11	1.042861e-116	0.1	1.868227e-11	1.467162e-08	0.1	1.868227e-11	1.042861e-116	0.1	1.868227e-11	4.023808e-06	0.1	1.868227e-11	4.017847e-08	0.1	1.868227e-11	1.257864e-06	0.1	1.868227e-11	1.749943e-06	0.1	1.868227e-11	1.121448e-06	0.1	1.868227e-11	1.135839e-08	0.1	1.868227e-11	3.266405e-07	0.1	1.868227e-11	4.392566e-10	0.1
2.082315e-11	1.1830673833043998e-06	0.1	2.082315e-11	1.162929e-116	0.1	2.082315e-11	1.162929e-116	0.1	2.082315e-11	1.550843e-08	0.1	2.082315e-11	1.162929e-116	0.1	2.082315e-11	4.209719e-06	0.1	2.082315e-11	4.391392e-08	0.1	2.082315e-11	1.312923e-06	0.1	2.082315e-11	1.894118e-06	0.1	2.082315e-11	1.021575e-06	0.1	2.082315e-11	1.196749e-08	0.1	2.082315e-11	3.068235e-07	0.1	2.082315e-11	4.126974e-10	0.1
2.323283e-11	9.4203757652732e-07	0.1	2.323283e-11	1.297642e-116	0.1	2.323283e-11	1.297642e-116	0.1	2.323283e-11	1.632018e-08	0.1	2.323283e-11	1.297642e-116	0.1	2.323283e-11	4.385799e-06	0.1	2.323283e-11	4.765278e-08	0.1	2.323283e-11	1.364814e-06	0.1	2.323283e-11	2.038081e-06	0.1	2.323283e-11	9.097247e-07	0.1	2.323283e-11	1.255492e-08	0.1	2.323283e-11	2.826665e-07	0.1	2.323283e-11	3.803218e-10	0.1
2.582172e-11	7.4105872146432e-07	0.1	2.582172e-11	1.441861e-116	0.1	2.582172e-11	1.441861e-116	0.1	2.582172e-11	1.705995e-08	0.1	2.582172e-11	1.441861e-116	0.1	2.582172e-11	4.542533e-06	0.1	2.582172e-11	5.114956e-08	0.1	2.582172e-11	1.410825e-06	0.1	2.582172e-11	2.172773e-06	0.1	2.582172e-11	7.951539e-07	0.1	2.582172e-11	1.30874e-08	0.1	2.582172e-11	2.560511e-07	0.1	2.582172e-11	3.446471e-10	0.1
2.84106e-11	5.8587451482012e-07	0.1	2.84106e-11	1.585564e-116	0.1	2.84106e-11	1.585564e-116	0.1	2.84106e-11	1.768308e-08	0.1	2.84106e-11	1.585564e-116	0.1	2.84106e-11	4.67169e-06	0.1	2.84106e-11	5.415135e-08	0.1	2.84106e-11	1.448655e-06	0.1	2.84106e-11	2.288793e-06	0.1	2.84106e-11	6.894597e-07	0.1	2.84106e-11	1.353391e-08	0.1	2.84106e-11	2.298899e-07	0.1	2.84106e-11	3.095719e-10	0.1
3.099948e-11	4.6549982946243e-07	0.1	3.099948e-11	1.728785e-116	0.1	3.099948e-11	1.728785e-116	0.1	3.099948e-11	1.820761e-08	0.1	3.099948e-11	1.728785e-116	0.1	3.099948e-11	4.778274e-06	0.1	3.099948e-11	5.670845e-08	0.1	3.099948e-11	1.47986e-06	0.1	3.099948e-11	2.388265e-06	0.1	3.099948e-11	5.941114e-07	0.1	3.099948e-11	1.390844e-08	0.1	3.099948e-11	2.049306e-07	0.1	3.099948e-11	2.760951e-10	0.1
3.412846e-11	3.5485923190119997e-07	0.1	3.412846e-11	1.9013e-116	0.1	3.412846e-11	1.9013e-116	0.1	3.412846e-11	1.873188e-08	0.1	3.412846e-11	1.9013e-116	0.1	3.412846e-11	4.882691e-06	0.1	3.412846e-11	5.927848e-08	0.1	3.412846e-11	1.510489e-06	0.1	3.412846e-11	2.489328e-06	0.1	3.412846e-11	4.931601e-07	0.1	3.412846e-11	1.428167e-08	0.1	3.412846e-11	1.76986e-07	0.1	3.412846e-11	2.385924e-10	0.1
3.725744e-11	2.7243905855511e-07	0.1	3.725744e-11	2.073244e-116	0.1	3.725744e-11	2.073244e-116	0.1	3.725744e-11	1.915743e-08	0.1	3.725744e-11	2.073244e-116	0.1	3.725744e-11	4.965713e-06	0.1	3.725744e-11	6.135998e-08	0.1	3.725744e-11	1.534964e-06	0.1	3.725744e-11	2.572562e-06	0.1	3.725744e-11	4.072454e-07	0.1	3.725744e-11	1.458396e-08	0.1	3.725744e-11	1.51818e-07	0.1	3.725744e-11	2.047895e-10	0.1
4.038641e-11	2.1061270925706e-07	0.1	4.038641e-11	2.244692e-116	0.1	4.038641e-11	2.244692e-116	0.1	4.038641e-11	1.950298e-08	0.1	4.038641e-11	2.244692e-116	0.1	4.038641e-11	5.031789e-06	0.1	4.038641e-11	6.303148e-08	0.1	4.038641e-11	1.554608e-06	0.1	4.038641e-11	2.640932e-06	0.1	4.038641e-11	3.35048e-07	0.1	4.038641e-11	1.482913e-08	0.1	4.038641e-11	1.295208e-07	0.1	4.038641e-11	1.748141e-10	0.1
4.417569e-11	1.5559797491713998e-07	0.1	4.417569e-11	2.451752e-116	0.1	4.417569e-11	2.451752e-116	0.1	4.417569e-11	1.983599e-08	0.1	4.417569e-11	2.451752e-116	0.1	4.417569e-11	5.094061e-06	0.1	4.417569e-11	6.460499e-08	0.1	4.417569e-11	1.573378e-06	0.1	4.417569e-11	2.707477e-06	0.1	4.417569e-11	2.636508e-07	0.1	4.417569e-11	1.506534e-08	0.1	4.417569e-11	1.062352e-07	0.1	4.417569e-11	1.434725e-10	0.1
4.796496e-11	1.1604742889296001e-07	0.1	4.796496e-11	2.658286e-116	0.1	4.796496e-11	2.658286e-116	0.1	4.796496e-11	2.009546e-08	0.1	4.796496e-11	2.658286e-116	0.1	4.796496e-11	5.141318e-06	0.1	4.796496e-11	6.578173e-08	0.1	4.796496e-11	1.587931e-06	0.1	4.796496e-11	2.759771e-06	0.1	4.796496e-11	2.070405e-07	0.1	4.796496e-11	1.524959e-08	0.1	4.796496e-11	8.669911e-08	0.1	4.796496e-11	1.171384e-10	0.1
