Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
3.858432e+16	9.85321246689e-06	0.1	3.858432e+16	1.461124e-07	0.1	3.858432e+16	5.73596e-10	0.1	3.858432e+16	4.414162e-12	0.1
7.884964e+16	9.70242797475e-06	0.1	7.884964e+16	2.963054e-07	0.1	7.884964e+16	1.163212e-09	0.1	7.884964e+16	8.951607e-12	0.1
1.459585e+17	9.45623143674e-06	0.1	1.459585e+17	5.415371e-07	0.1	1.459585e+17	2.125922e-09	0.1	1.459585e+17	1.636024e-11	0.1
2.801762e+17	8.98242117489e-06	0.1	2.801762e+17	1.01349e-06	0.1	2.801762e+17	3.978677e-09	0.1	2.801762e+17	3.061829e-11	0.1
5.217681e+17	8.18858711331e-06	0.1	5.217681e+17	1.804212e-06	0.1	5.217681e+17	7.08283e-09	0.1	5.217681e+17	5.450659e-11	0.1
8.975627e+17	7.090915090140001e-06	0.1	8.975627e+17	2.89758e-06	0.1	8.975627e+17	1.137509e-08	0.1	8.975627e+17	8.753804e-11	0.1
1.34493e+18	5.97435225588e-06	0.1	1.34493e+18	4.009766e-06	0.1	1.34493e+18	1.574121e-08	0.1	1.34493e+18	1.21138e-10	0.1
1.884949e+18	4.8581214183e-06	0.1	1.884949e+18	5.12162e-06	0.1	1.884949e+18	2.010604e-08	0.1	1.884949e+18	1.547279e-10	0.1
2.424968e+18	3.95044449516e-06	0.1	2.424968e+18	6.025739e-06	0.1	2.424968e+18	2.365536e-08	0.1	2.424968e+18	1.82042e-10	0.1
2.964988e+18	3.21235487613e-06	0.1	2.964988e+18	6.760935e-06	0.1	2.964988e+18	2.654153e-08	0.1	2.964988e+18	2.042528e-10	0.1
3.505007e+18	2.6121678780600003e-06	0.1	3.505007e+18	7.358769e-06	0.1	3.505007e+18	2.888846e-08	0.1	3.505007e+18	2.223139e-10	0.1
4.088778e+18	2.08882111158e-06	0.1	4.088778e+18	7.880064e-06	0.1	4.088778e+18	3.093491e-08	0.1	4.088778e+18	2.380626e-10	0.1
4.738177e+18	1.62886671117e-06	0.1	4.738177e+18	8.338215e-06	0.1	4.738177e+18	3.273349e-08	0.1	4.738177e+18	2.519037e-10	0.1
5.387576e+18	1.2701932979400002e-06	0.1	5.387576e+18	8.695482e-06	0.1	5.387576e+18	3.413602e-08	0.1	5.387576e+18	2.62697e-10	0.1
6.036975e+18	9.904987949130002e-07	0.1	6.036975e+18	8.97408e-06	0.1	6.036975e+18	3.522972e-08	0.1	6.036975e+18	2.711136e-10	0.1
6.686374e+18	7.72392675996e-07	0.1	6.686374e+18	9.191331e-06	0.1	6.686374e+18	3.608258e-08	0.1	6.686374e+18	2.776769e-10	0.1
7.442133e+18	5.782707172350001e-07	0.1	7.442133e+18	9.384692e-06	0.1	7.442133e+18	3.684166e-08	0.1	7.442133e+18	2.835185e-10	0.1
8.224483e+18	4.28549914458e-07	0.1	8.224483e+18	9.533826e-06	0.1	8.224483e+18	3.742712e-08	0.1	8.224483e+18	2.880239e-10	0.1
9.006833e+18	3.17593524033e-07	0.1	9.006833e+18	9.644347e-06	0.1	9.006833e+18	3.7861e-08	0.1	9.006833e+18	2.913629e-10	0.1
9.789183e+18	2.35365046326e-07	0.1	9.789183e+18	9.726254e-06	0.1	9.789183e+18	3.818254e-08	0.1	9.789183e+18	2.938373e-10	0.1
1.073014e+19	1.6414585852500003e-07	0.1	1.073014e+19	9.797193e-06	0.1	1.073014e+19	3.846103e-08	0.1	1.073014e+19	2.959805e-10	0.1
1.167111e+19	1.1447695521900001e-07	0.1	1.167111e+19	9.846668e-06	0.1	1.167111e+19	3.865525e-08	0.1	1.167111e+19	2.974751e-10	0.1
