	T[K]	P2	P5
600 1.00000 0.00000
700 0.99759 0.00000
800 0.99766 0.00000
900 0.99653 0.00001
1000 0.99649 0.00006
1100 0.99613 0.00018
1200 0.99515 0.00046
1300 0.99544 0.00102
1400 0.99508 0.00194
1500 0.99391 0.00326
1600 0.99208 0.00489
1700 0.98923 0.00670
1800 0.98850 0.00854
1900 0.98735 0.01026
2000 0.98517 0.01171
2100 0.98350 0.01304
2200 0.98294 0.01412
2300 0.98221 0.01499
2400 0.98158 0.01568
2500 0.98099 0.01617
