Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
7.577856e-14	9.81270587196e-06	0.1	7.577856e-14	1.8698631000000002e-07	0.1	7.577856e-14	1.216913e-13	0.1	7.577856e-14	2.817595e-11	0.1	7.577856e-14	2.547554e-11	0.1	7.577856e-14	1.18455115e-10	0.1	7.577856e-14	7.65697e-17	0.1
1.79846e-13	9.56132738577e-06	0.1	1.79846e-13	4.3808757e-07	0.1	1.79846e-13	2.851797e-13	0.1	1.79846e-13	6.601282e-11	0.1	1.79846e-13	5.982659e-11	0.1	1.79846e-13	2.7401013000000003e-10	0.1	1.79846e-13	1.793955e-16	0.1
3.981243e-13	9.05479145118e-06	0.1	3.981243e-13	9.440720399999999e-07	0.1	3.981243e-13	6.148736e-13	0.1	3.981243e-13	1.422556e-10	0.1	3.981243e-13	1.295511e-10	0.1	3.981243e-13	5.748007300000001e-10	0.1	3.981243e-13	3.866009e-16	0.1
7.935887e-13	8.204446954710001e-06	0.1	7.935887e-13	1.7935142999999998e-06	0.1	7.935887e-13	1.169173e-12	0.1	7.935887e-13	2.702489e-10	0.1	7.935887e-13	2.482145e-10	0.1	7.935887e-13	1.0393582499999999e-09	0.1	7.935887e-13	7.344719e-16	0.1
1.38306e-12	7.0828661706300005e-06	0.1	1.38306e-12	2.9139543e-06	0.1	1.38306e-12	1.902031e-12	0.1	1.38306e-12	4.390705e-10	0.1	1.38306e-12	4.081433e-10	0.1	1.38306e-12	1.5665059e-09	0.1	1.38306e-12	1.193359e-15	0.1
2.070618e-12	5.9668603308e-06	0.1	2.070618e-12	4.0288912e-06	0.1	2.070618e-12	2.633518e-12	0.1	2.070618e-12	6.070559e-10	0.1	2.070618e-12	5.717045e-10	0.1	2.070618e-12	1.9798876e-09	0.1	2.070618e-12	1.650037e-15	0.1
2.79548e-12	4.980153197970001e-06	0.1	2.79548e-12	5.0147161e-06	0.1	2.79548e-12	3.282485e-12	0.1	2.79548e-12	7.555815e-10	0.1	2.79548e-12	7.206598e-10	0.1	2.79548e-12	2.2360701e-09	0.1	2.79548e-12	2.053875e-15	0.1
3.669552e-12	4.00479095169e-06	0.1	3.669552e-12	5.9892765e-06	0.1	3.669552e-12	3.926476e-12	0.1	3.669552e-12	9.024026e-10	0.1	3.669552e-12	8.727463e-10	0.1	3.669552e-12	2.3671064e-09	0.1	3.669552e-12	2.453149e-15	0.1
4.543625e-12	3.22045279515e-06	0.1	4.543625e-12	6.7730344999999996e-06	0.1	4.543625e-12	4.446543e-12	0.1	4.543625e-12	1.020472e-09	0.1	4.543625e-12	9.993367e-10	0.1	4.543625e-12	2.3639142e-09	0.1	4.543625e-12	2.774295e-15	0.1
5.417698e-12	2.5897281024600003e-06	0.1	5.417698e-12	7.403346e-06	0.1	5.417698e-12	4.866527e-12	0.1	5.417698e-12	1.115419e-09	0.1	5.417698e-12	1.104588e-09	0.1	5.417698e-12	2.2736288999999998e-09	0.1	5.417698e-12	3.032601e-15	0.1
6.291771e-12	2.08253017449e-06	0.1	6.291771e-12	7.9102511e-06	0.1	6.291771e-12	5.205686e-12	0.1	6.291771e-12	1.191773e-09	0.1	6.291771e-12	1.192007e-09	0.1	6.291771e-12	2.1301375000000003e-09	0.1	6.291771e-12	3.240363e-15	0.1
7.309369e-12	1.61578784196e-06	0.1	7.309369e-12	8.376767e-06	0.1	7.309369e-12	5.519206e-12	0.1	7.309369e-12	1.262039e-09	0.1	7.309369e-12	1.27521e-09	0.1	7.309369e-12	1.9275301e-09	0.1	7.309369e-12	3.431598e-15	0.1
8.362849e-12	1.24248657501e-06	0.1	8.362849e-12	8.749924e-06	0.1	8.362849e-12	5.771208e-12	0.1	8.362849e-12	1.31824e-09	0.1	8.362849e-12	1.344183e-09	0.1	8.362849e-12	1.7030299e-09	0.1	8.362849e-12	3.584589e-15	0.1
9.416329e-12	9.55429845606e-07	0.1	9.416329e-12	9.0368985e-06	0.1	9.416329e-12	5.965967e-12	0.1	9.416329e-12	1.361457e-09	0.1	9.416329e-12	1.399125e-09	0.1	9.416329e-12	1.4811198e-09	0.1	9.416329e-12	3.702266e-15	0.1
1.046981e-11	7.34693152995e-07	0.1	1.046981e-11	9.257595e-06	0.1	1.046981e-11	6.116484e-12	0.1	1.046981e-11	1.394691e-09	0.1	1.046981e-11	1.442841e-09	0.1	1.046981e-11	1.2722937e-09	0.1	1.046981e-11	3.792779e-15	0.1
1.160989e-11	5.528846710979999e-07	0.1	1.160989e-11	9.43939e-06	0.1	1.160989e-11	6.241101e-12	0.1	1.160989e-11	1.422065e-09	0.1	1.160989e-11	1.480103e-09	0.1	1.160989e-11	1.06739474e-09	0.1	1.160989e-11	3.867351e-15	0.1
1.287986e-11	4.02805471905e-07	0.1	1.287986e-11	9.589477099999999e-06	0.1	1.287986e-11	6.344556e-12	0.1	1.287986e-11	1.444663e-09	0.1	1.287986e-11	1.511999e-09	0.1	1.287986e-11	8.6818e-10	0.1	1.287986e-11	3.928928e-15	0.1
1.414983e-11	2.93464865322e-07	0.1	1.414983e-11	9.698836500000001e-06	0.1	1.414983e-11	6.42038e-12	0.1	1.414983e-11	1.461127e-09	0.1	1.414983e-11	1.536118e-09	0.1	1.414983e-11	6.9956665e-10	0.1	1.414983e-11	3.973805e-15	0.1
1.541981e-11	2.13804561933e-07	0.1	1.541981e-11	9.7785218e-06	0.1	1.541981e-11	6.475953e-12	0.1	1.541981e-11	1.473123e-09	0.1	1.541981e-11	1.554332e-09	0.1	1.541981e-11	5.594058699999999e-10	0.1	1.541981e-11	4.006511e-15	0.1
1.689487e-11	1.4800151997e-07	0.1	1.689487e-11	9.844354699999999e-06	0.1	1.689487e-11	6.522152e-12	0.1	1.689487e-11	1.483033e-09	0.1	1.689487e-11	1.569947e-09	0.1	1.689487e-11	4.2807831e-10	0.1	1.689487e-11	4.033538e-15	0.1
1.842121e-11	1.01149188498e-07	0.1	1.842121e-11	9.891236300000001e-06	0.1	1.842121e-11	6.555277e-12	0.1	1.842121e-11	1.490089e-09	0.1	1.842121e-11	1.581513e-09	0.1	1.842121e-11	3.2218592999999997e-10	0.1	1.842121e-11	4.052789e-15	0.1
