Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
1.857484e-11	9.735821306058301e-06	0.1	1.857484e-11	2.708323e-07	0.1	1.857484e-11	2.377562e-09	0.1	1.857484e-11	1.747177e-08	0.1	1.857484e-11	3.051452e-08	0.1	1.857484e-11	2.881824e-08	0.1	1.857484e-11	2.558258e-08	0.1	1.857484e-11	2.356657e-08	0.1	1.857484e-11	2.822918e-11	0.1	1.857484e-11	1.846613e-10	0.1	1.857484e-11	5.746038e-12	0.1	1.857484e-11	7.710734e-12	0.1	1.857484e-11	2.033019e-12	0.1	1.857484e-11	3.927862e-13	0.1	1.857484e-11	1.798327e-13	0.1	1.857484e-11	6.86371e-12	0.1	1.857484e-11	1.509652e-13	0.1	1.857484e-11	4.281769e-14	0.1	1.857484e-11	7.735861e-16	0.1	1.857484e-11	9.814214e-15	0.1	1.857484e-11	2.271923e-15	0.1
3.967978e-11	9.4443502757974e-06	0.1	3.967978e-11	5.705095e-07	0.1	3.967978e-11	4.979927e-09	0.1	3.967978e-11	3.64992e-08	0.1	3.967978e-11	6.441768e-08	0.1	3.967978e-11	6.079588e-08	0.1	3.967978e-11	5.386094e-08	0.1	3.967978e-11	4.915546e-08	0.1	3.967978e-11	5.925602e-11	0.1	3.967978e-11	3.887364e-10	0.1	3.967978e-11	1.211112e-11	0.1	3.967978e-11	1.638775e-11	0.1	3.967978e-11	4.310098e-12	0.1	3.967978e-11	8.297885e-13	0.1	3.967978e-11	3.825211e-13	0.1	3.967978e-11	1.450901e-11	0.1	3.967978e-11	3.18411e-13	0.1	3.967978e-11	8.931304e-14	0.1	3.967978e-11	3.478406e-15	0.1	3.967978e-11	4.392973e-14	0.1	3.967978e-11	1.021727e-14	0.1
8.878068e-11	8.7996227240376e-06	0.1	8.878068e-11	1.235965e-06	0.1	8.878068e-11	1.064698e-08	0.1	8.878068e-11	7.758179e-08	0.1	8.878068e-11	1.401871e-07	0.1	8.878068e-11	1.320951e-07	0.1	8.878068e-11	1.165196e-07	0.1	8.878068e-11	1.041131e-07	0.1	8.878068e-11	1.273135e-10	0.1	8.878068e-11	8.408664e-10	0.1	8.878068e-11	2.628163e-11	0.1	8.878068e-11	3.623167e-11	0.1	8.878068e-11	9.479656e-12	0.1	8.878068e-11	1.810621e-12	0.1	8.878068e-11	8.480321e-13	0.1	8.878068e-11	3.16958e-11	0.1	8.878068e-11	6.925825e-13	0.1	8.878068e-11	1.894669e-13	0.1	8.878068e-11	1.682778e-14	0.1	8.878068e-11	2.103047e-13	0.1	8.878068e-11	4.944793e-14	0.1
1.771446e-10	7.748398730464402e-06	0.1	1.771446e-10	2.329773e-06	0.1	1.771446e-10	1.959976e-08	0.1	1.771446e-10	1.414776e-07	0.1	1.771446e-10	2.659609e-07	0.1	1.771446e-10	2.498771e-07	0.1	1.771446e-10	2.189416e-07	0.1	1.771446e-10	1.886806e-07	0.1	1.771446e-10	2.363429e-10	0.1	1.771446e-10	1.580444e-09	0.1	1.771446e-10	4.974179e-11	0.1	1.771446e-10	7.0755e-11	0.1	1.771446e-10	1.837359e-11	0.1	1.771446e-10	3.463116e-12	0.1	1.771446e-10	1.668688e-12	0.1	1.771446e-10	6.069206e-11	0.1	1.771446e-10	1.319822e-12	0.1	1.771446e-10	3.461785e-13	0.1	1.771446e-10	6.30357e-14	0.1	1.771446e-10	7.732378e-13	0.1	1.771446e-10	1.853626e-13	0.1
2.614067e-10	6.86339044756408e-06	0.1	2.614067e-10	3.260974e-06	0.1	2.614067e-10	2.68258e-08	0.1	2.614067e-10	1.921226e-07	0.1	2.614067e-10	3.738742e-07	0.1	2.614067e-10	3.50274e-07	0.1	2.614067e-10	3.053073e-07	0.1	2.614067e-10	2.547578e-07	0.1	2.614067e-10	3.258838e-10	0.1	2.614067e-10	2.205766e-09	0.1	2.614067e-10	6.997614e-11	0.1	2.614067e-10	1.022971e-10	0.1	2.614067e-10	2.642802e-11	0.1	2.614067e-10	4.92451e-12	0.1	2.614067e-10	2.437323e-12	0.1	2.614067e-10	8.629925e-11	0.1	2.614067e-10	1.874668e-12	0.1	2.614067e-10	4.740925e-13	0.1	2.614067e-10	1.296146e-13	0.1	2.614067e-10	1.562401e-12	0.1	2.614067e-10	3.81423e-13	0.1
3.247923e-10	6.26505349232367e-06	0.1	3.247923e-10	3.897197e-06	0.1	3.247923e-10	3.152791e-08	0.1	3.247923e-10	2.246181e-07	0.1	3.247923e-10	4.47785e-07	0.1	3.247923e-10	4.186291e-07	0.1	3.247923e-10	3.636854e-07	0.1	3.247923e-10	2.966072e-07	0.1	3.247923e-10	3.849955e-10	0.1	3.247923e-10	2.630182e-09	0.1	3.247923e-10	8.400689e-11	0.1	3.247923e-10	1.251737e-10	0.1	3.247923e-10	3.225113e-11	0.1	3.247923e-10	5.962513e-12	0.1	3.247923e-10	3.010646e-12	0.1	3.247923e-10	1.044125e-10	0.1	3.247923e-10	2.271245e-12	0.1	3.247923e-10	5.601662e-13	0.1	3.247923e-10	1.917338e-13	0.1	3.247923e-10	2.281488e-12	0.1	3.247923e-10	5.645489e-13	0.1
4.118195e-10	5.5277597282091e-06	0.1	4.118195e-10	4.690346e-06	0.1	4.118195e-10	3.709111e-08	0.1	4.118195e-10	2.625799e-07	0.1	4.118195e-10	5.397663e-07	0.1	4.118195e-10	5.031645e-07	0.1	4.118195e-10	4.354821e-07	0.1	4.118195e-10	3.448262e-07	0.1	4.118195e-10	4.55907e-10	0.1	4.118195e-10	3.15533e-09	0.1	4.118195e-10	1.018259e-10	0.1	4.118195e-10	1.554497e-10	0.1	4.118195e-10	3.996341e-11	0.1	4.118195e-10	7.316536e-12	0.1	4.118195e-10	3.796032e-12	0.1	4.118195e-10	1.278731e-10	0.1	4.118195e-10	2.794862e-12	0.1	4.118195e-10	6.681908e-13	0.1	4.118195e-10	2.908973e-13	0.1	4.118195e-10	3.401529e-12	0.1	4.118195e-10	8.572393e-13	0.1
5.351821e-10	4.629121053633521e-06	0.1	5.351821e-10	5.674649e-06	0.1	5.351821e-10	4.347195e-08	0.1	5.351821e-10	3.054483e-07	0.1	5.351821e-10	6.528572e-07	0.1	5.351821e-10	6.061557e-07	0.1	5.351821e-10	5.224835e-07	0.1	5.351821e-10	3.981643e-07	0.1	5.351821e-10	5.387188e-10	0.1	5.351821e-10	3.799325e-09	0.1	5.351821e-10	1.246501e-10	0.1	5.351821e-10	1.9626e-10	0.1	5.351821e-10	5.042896e-11	0.1	5.351821e-10	9.123372e-12	0.1	5.351821e-10	4.915953e-12	0.1	5.351821e-10	1.587306e-10	0.1	5.351821e-10	3.511319e-12	0.1	5.351821e-10	8.083242e-13	0.1	5.351821e-10	4.531306e-13	0.1	5.351821e-10	5.172201e-12	0.1	5.351821e-10	1.336988e-12	0.1
7.041824e-10	3.63078223770752e-06	0.1	7.041824e-10	6.800208e-06	0.1	7.041824e-10	4.992624e-08	0.1	7.041824e-10	3.480351e-07	0.1	7.041824e-10	7.787712e-07	0.1	7.041824e-10	7.193025e-07	0.1	7.041824e-10	6.177049e-07	0.1	7.041824e-10	4.49477e-07	0.1	7.041824e-10	6.243384e-10	0.1	7.041824e-10	4.521372e-09	0.1	7.041824e-10	1.52209e-10	0.1	7.041824e-10	2.485383e-10	0.1	7.041824e-10	6.408358e-11	0.1	7.041824e-10	1.144527e-11	0.1	7.041824e-10	6.48491e-12	0.1	7.041824e-10	1.973002e-10	0.1	7.041824e-10	4.475869e-12	0.1	7.041824e-10	9.889847e-13	0.1	7.041824e-10	7.039697e-13	0.1	7.041824e-10	7.783736e-12	0.1	7.041824e-10	2.080949e-12	0.1
8.731827e-10	2.84822362582837e-06	0.1	8.731827e-10	7.718541e-06	0.1	8.731827e-10	5.437661e-08	0.1	8.731827e-10	3.76903e-07	0.1	8.731827e-10	8.762453e-07	0.1	8.731827e-10	8.054385e-07	0.1	8.731827e-10	6.901799e-07	0.1	8.731827e-10	4.827223e-07	0.1	8.731827e-10	6.845687e-10	0.1	8.731827e-10	5.09407e-09	0.1	8.731827e-10	1.764909e-10	0.1	8.731827e-10	2.971458e-10	0.1	8.731827e-10	7.717896e-11	0.1	8.731827e-10	1.365519e-11	0.1	8.731827e-10	8.11798e-12	0.1	8.731827e-10	2.325461e-10	0.1	8.731827e-10	5.45354e-12	0.1	8.731827e-10	1.168716e-12	0.1	8.731827e-10	9.74008e-13	0.1	8.731827e-10	1.044823e-11	0.1	8.731827e-10	2.884994e-12	0.1
