Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
0.0	1.00000004	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
2.110031e-13	0.9999966599999999	0.1	2.110031e-13	3.111690243e-11	0.1	2.110031e-13	9.28256716e-09	0.1	2.110031e-13	1.7792164000000001e-12	0.1
9.462654e-12	0.9998533100000001	0.1	9.462654e-12	1.396866195e-09	0.1	9.462654e-12	4.1623826400000003e-07	0.1	9.462654e-12	7.9800007e-11	0.1
3.40356e-11	0.99947282	0.1	3.40356e-11	5.037800981e-09	0.1	3.40356e-11	1.4966803399999998e-06	0.1	3.40356e-11	2.8711712999999997e-10	0.1
7.180654e-11	0.99888837	0.1	7.180654e-11	1.0672342585e-08	0.1	7.180654e-11	3.15612957e-06	0.1	7.180654e-11	6.0603754e-10	0.1
1.632704e-10	0.99747632	0.1	1.632704e-10	2.4508292649999998e-08	0.1	1.632704e-10	7.16811081e-06	0.1	1.632704e-10	1.37960893e-09	0.1
2.995871e-10	0.99537966	0.1	2.995871e-10	4.563511989e-08	0.1	2.995871e-10	1.3130783600000001e-05	0.1	2.995871e-10	2.5360002000000004e-09	0.1
3.838899e-10	0.9940875600000001	0.1	3.838899e-10	5.900527243e-08	0.1	3.838899e-10	1.68083962e-05	0.1	3.838899e-10	3.2532779e-09	0.1
5.04537e-10	0.99224431	0.1	5.04537e-10	7.854666421e-08	0.1	5.04537e-10	2.2058465299999998e-05	0.1	5.04537e-10	4.2826776e-09	0.1
6.819641e-10	0.98954559	0.1	6.819641e-10	1.081607587e-07	0.1	6.819641e-10	2.9751900400000002e-05	0.1	6.819641e-10	5.8028788e-09	0.1
8.911871e-10	0.98638111	0.1	8.911871e-10	1.444313263e-07	0.1	8.911871e-10	3.8782648299999996e-05	0.1	8.911871e-10	7.6054844e-09	0.1
1.136444e-09	0.98269534	0.1	1.136444e-09	1.8882337222e-07	0.1	1.136444e-09	4.9312643300000005e-05	0.1	1.136444e-09	9.7327402e-09	0.1
1.43575e-09	0.97823087	0.1	1.43575e-09	2.45764745e-07	0.1	1.43575e-09	6.208279159999999e-05	0.1	1.43575e-09	1.23502844e-08	0.1
1.735057e-09	0.9738018800000001	0.1	1.735057e-09	3.057744987e-07	0.1	1.735057e-09	7.47660978e-05	0.1	1.735057e-09	1.49922634e-08	0.1
2.034363e-09	0.9694076099999999	0.1	2.034363e-09	3.68879484e-07	0.1	2.034363e-09	8.73640959e-05	0.1	2.034363e-09	1.7659503e-08	0.1
2.33367e-09	0.96504742	0.1	2.33367e-09	4.351040415e-07	0.1	2.33367e-09	9.98782076e-05	0.1	2.33367e-09	2.0352751e-08	0.1
2.632976e-09	0.9607208600000001	0.1	2.632976e-09	5.044700910999999e-07	0.1	2.632976e-09	0.00011230970300000001	0.1	2.632976e-09	2.3072754000000002e-08	0.1
2.944764e-09	0.95624932	0.1	2.944764e-09	5.800910418e-07	0.1	2.944764e-09	0.000125173074	0.1	2.944764e-09	2.5935382e-08	0.1
3.306474e-09	0.9511067200000001	0.1	3.306474e-09	6.721456728999999e-07	0.1	3.306474e-09	0.000139987212	0.1	3.306474e-09	2.9294705e-08	0.1
3.668184e-09	0.94601208	0.1	3.668184e-09	7.688735164e-07	0.1	3.668184e-09	0.000154686391	0.1	3.668184e-09	3.269629e-08	0.1
4.059179e-09	0.9405586200000001	0.1	4.059179e-09	8.787170638000001e-07	0.1	4.059179e-09	0.000170448333	0.1	4.059179e-09	3.642209e-08	0.1
4.494099e-09	0.93455765	0.1	4.494099e-09	1.0073836005e-06	0.1	4.494099e-09	0.000187828792	0.1	4.494099e-09	4.0627699e-08	0.1
4.929018e-09	0.92862518	0.1	4.929018e-09	1.1429083546e-06	0.1	4.929018e-09	0.000205051845	0.1	4.929018e-09	4.4899556e-08	0.1
5.454049e-09	0.9215545540000001	0.1	5.454049e-09	1.3156859400999998e-06	0.1	5.454049e-09	0.00022563833800000002	0.1	5.454049e-09	5.0147292999999996e-08	0.1
5.97908e-09	0.9145832090000001	0.1	5.97908e-09	1.498531969e-06	0.1	5.97908e-09	0.00024600562799999997	0.1	5.97908e-09	5.5497201e-08	0.1
6.614896e-09	0.906273358	0.1	6.614896e-09	1.7334752354e-06	0.1	6.614896e-09	0.000270385045	0.1	6.614896e-09	6.2116992e-08	0.1
7.277142e-09	0.89777178	0.1	7.277142e-09	1.9939536449e-06	0.1	7.277142e-09	0.000295454783	0.1	7.277142e-09	6.9181338e-08	0.1
8.045113e-09	0.888108394	0.1	8.045113e-09	2.3161761489e-06	0.1	8.045113e-09	0.000324127746	0.1	8.045113e-09	7.7597053e-08	0.1
8.909178e-09	0.8774856940000001	0.1	8.909178e-09	2.7045813813e-06	0.1	8.909178e-09	0.00035589511700000003	0.1	8.909178e-09	8.7362648e-08	0.1
9.876424e-09	0.8659057979999999	0.1	9.876424e-09	3.1717743073e-06	0.1	9.876424e-09	0.00039086256699999997	0.1	9.876424e-09	9.8680634e-08	0.1
1.100014e-08	0.8528616579999999	0.1	1.100014e-08	3.7573388845e-06	0.1	1.100014e-08	0.000430738261	0.1	1.100014e-08	1.1236108e-07	0.1
1.226505e-08	0.838698017	0.1	1.226505e-08	4.4711090175000004e-06	0.1	1.226505e-08	0.00047471599700000004	0.1	1.226505e-08	1.2847026e-07	0.1
1.362408e-08	0.8240838500000001	0.1	1.362408e-08	5.3018436770000006e-06	0.1	1.362408e-08	0.000520962986	0.1	1.362408e-08	1.46648757e-07	0.1
1.526631e-08	0.80724077	0.1	1.526631e-08	6.3927985910000005e-06	0.1	1.526631e-08	0.0005755625080000001	0.1	1.526631e-08	1.69866891e-07	0.1
1.711386e-08	0.7893324220000001	0.1	1.711386e-08	7.732185649e-06	0.1	1.711386e-08	0.000635448601	0.1	1.711386e-08	1.9769047999999999e-07	0.1
1.919017e-08	0.7704762260000001	0.1	1.919017e-08	9.376082914e-06	0.1	1.919017e-08	0.0007009940900000001	0.1	1.919017e-08	2.3119829999999998e-07	0.1
2.163407e-08	0.74992907	0.1	2.163407e-08	1.1494382862999998e-05	0.1	2.163407e-08	0.000776027029	0.1	2.163407e-08	2.7379657e-07	0.1
2.461579e-08	0.7271375059999999	0.1	2.461579e-08	1.4339383015999999e-05	0.1	2.461579e-08	0.000864870614	0.1	2.461579e-08	3.305801e-07	0.1
2.819262e-08	0.7028556539999999	0.1	2.819262e-08	1.8116689552e-05	0.1	2.819262e-08	0.000968114156	0.1	2.819262e-08	4.0595366e-07	0.1
3.246045e-08	0.677827245	0.1	3.246045e-08	2.3122590368e-05	0.1	3.246045e-08	0.00108734454	0.1	3.246045e-08	5.0664591e-07	0.1
3.672828e-08	0.656591244	0.1	3.672828e-08	2.864769348e-05	0.1	3.672828e-08	0.00120299148	0.1	3.672828e-08	6.194348499999999e-07	0.1
4.099611e-08	0.63864919	0.1	4.099611e-08	3.4669441978e-05	0.1	4.099611e-08	0.00131558387	0.1	4.099611e-08	7.446371400000001e-07	0.1
4.526394e-08	0.623542649	0.1	4.526394e-08	4.1167213450000006e-05	0.1	4.526394e-08	0.00142545545	0.1	4.526394e-08	8.8247976e-07	0.1
4.953177e-08	0.6108601960000001	0.1	4.953177e-08	4.8121812510000005e-05	0.1	4.953177e-08	0.00153279006	0.1	4.953177e-08	1.0331100299999999e-06	0.1
5.379961e-08	0.600237216	0.1	5.379961e-08	5.5515007329999996e-05	0.1	5.379961e-08	0.00163766694	0.1	5.379961e-08	1.19660314e-06	0.1
5.806744e-08	0.591355623	0.1	5.806744e-08	6.332920187000001e-05	0.1	5.806744e-08	0.0017400866200000002	0.1	5.806744e-08	1.3729696e-06	0.1
6.233527e-08	0.58394026	0.1	6.233527e-08	7.154723192000001e-05	0.1	6.233527e-08	0.00184000062	0.1	6.233527e-08	1.56216209e-06	0.1
6.66031e-08	0.5777552039999999	0.1	6.66031e-08	8.015221067e-05	0.1	6.66031e-08	0.00193733252	0.1	6.66031e-08	1.76407952e-06	0.1
7.105496e-08	0.572398319	0.1	7.105496e-08	8.952271329e-05	0.1	7.105496e-08	0.00203601279	0.1	7.105496e-08	1.9881079300000003e-06	0.1
