Batch	m_SP	2	P2_L	W4_L	
1.550695e-13	9.81286523877e-06	0.1	1.550695e-13	1.7803482e-07	0.1
3.717633e-13	9.557484846480002e-06	0.1	3.717633e-13	4.2133397999999996e-07	0.1
8.288875e-13	9.040349789388001e-06	0.1	8.288875e-13	9.1428358e-07	0.1
1.657864e-12	8.172910338524e-06	0.1	1.657864e-12	1.7420144999999999e-06	0.1
2.891609e-12	7.03366102057176e-06	0.1	2.891609e-12	2.8308172e-06	0.1
4.323323e-12	5.90921852232027e-06	0.1	4.323323e-12	3.9074856e-06	0.1
5.832842e-12	4.91782254977986e-06	0.1	5.832842e-12	4.8585455000000005e-06	0.1
7.653577e-12	3.940747589381321e-06	0.1	7.653577e-12	5.7976412000000006e-06	0.1
9.474313e-12	3.1578413103169803e-06	0.1	9.474313e-12	6.5515033e-06	0.1
1.129505e-11	2.53050458277486e-06	0.1	1.129505e-11	7.156546999999999e-06	0.1
1.311578e-11	2.0278153673021344e-06	0.1	1.311578e-11	7.6420635e-06	0.1
1.523169e-11	1.567696351893996e-06	0.1	1.523169e-11	8.087057500000001e-06	0.1
1.742139e-11	1.2011624960274478e-06	0.1	1.742139e-11	8.4419932e-06	0.1
1.961109e-11	9.2033350888758e-07	0.1	1.961109e-11	8.7142384e-06	0.1
2.180079e-11	7.05166185355314e-07	0.1	2.180079e-11	8.9230269e-06	0.1
2.417146e-11	5.28545003175264e-07	0.1	2.417146e-11	9.0945561e-06	0.1
2.681358e-11	3.83299177200216e-07	0.1	2.681358e-11	9.2357251e-06	0.1
2.94557e-11	2.7796856492156393e-07	0.1	2.94557e-11	9.3381695e-06	0.1
3.209782e-11	2.0158355093001538e-07	0.1	3.209782e-11	9.412503300000001e-06	0.1
3.517089e-11	1.3872520269429902e-07	0.1	3.517089e-11	9.473705199999999e-06	0.1
