Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
3.549127e-11	9.89940000501e-06	0.1	3.549127e-11	2.593943027e-10	0.1	3.549127e-11	9.9939037e-08	0.1	3.549127e-11	1.835973e-11	0.1	3.549127e-11	3.530058e-11	0.1
6.922116e-11	9.80482395078e-06	0.1	6.922116e-11	5.035005310000001e-10	0.1	6.922116e-11	1.9407588e-07	0.1	6.922116e-11	5.838352e-11	0.1	6.922116e-11	6.863026e-11	0.1
1.167097e-10	9.673199267040001e-06	0.1	1.167097e-10	8.432319959999999e-10	0.1	1.167097e-10	3.2511931e-07	0.1	1.167097e-10	1.400111e-10	0.1	1.167097e-10	1.150472e-10	0.1
1.978731e-10	9.4523154759e-06	0.1	1.978731e-10	1.4133475000000001e-09	0.1	1.978731e-10	5.4507721e-07	0.1	1.978731e-10	3.196353e-10	0.1	1.978731e-10	1.929917e-10	0.1
3.042231e-10	9.17050329405e-06	0.1	3.042231e-10	2.1407236649999997e-09	0.1	3.042231e-10	8.257543e-07	0.1	3.042231e-10	5.888243e-10	0.1	3.042231e-10	2.924839e-10	0.1
4.270133e-10	8.8555614435e-06	0.1	4.270133e-10	2.953610256e-09	0.1	4.270133e-10	1.13945288e-06	0.1	4.270133e-10	9.115421e-10	0.1	4.270133e-10	4.036984e-10	0.1
5.691812e-10	8.50440395511e-06	0.1	5.691812e-10	3.85997059e-09	0.1	5.691812e-10	1.4892346e-06	0.1	5.691812e-10	1.280715e-09	0.1	5.691812e-10	5.277126e-10	0.1
7.610401e-10	8.052482474370001e-06	0.1	7.610401e-10	5.0264098e-09	0.1	7.610401e-10	1.9393907e-06	0.1	7.610401e-10	1.759857e-09	0.1	7.610401e-10	6.873173e-10	0.1
1.029058e-09	7.461090388350001e-06	0.1	1.029058e-09	6.55283564e-09	0.1	1.029058e-09	2.5284741e-06	0.1	1.029058e-09	2.388229e-09	0.1	1.029058e-09	8.961806e-10	0.1
1.373144e-09	6.76507534857e-06	0.1	1.373144e-09	8.34929712e-09	0.1	1.373144e-09	3.2217717999999996e-06	0.1	1.373144e-09	3.127997e-09	0.1	1.373144e-09	1.141994e-09	0.1
1.860023e-09	5.88970710234e-06	0.1	1.860023e-09	1.06086827e-08	0.1	1.860023e-09	4.0937229e-06	0.1	1.860023e-09	4.05842e-09	0.1	1.860023e-09	1.45115e-09	0.1
2.50406e-09	4.903311966390001e-06	0.1	2.50406e-09	1.315463778e-08	0.1	2.50406e-09	5.0762688e-06	0.1	2.50406e-09	5.106852e-09	0.1	2.50406e-09	1.799517e-09	0.1
3.200104e-09	4.02214077819e-06	0.1	3.200104e-09	1.542899944e-08	0.1	3.200104e-09	5.9539993e-06	0.1	3.200104e-09	6.043441e-09	0.1	3.200104e-09	2.110723e-09	0.1
4.104172e-09	3.10965990309e-06	0.1	4.104172e-09	1.7784171619999997e-08	0.1	4.104172e-09	6.862918500000001e-06	0.1	4.104172e-09	7.01331e-09	0.1	4.104172e-09	2.432986e-09	0.1
5.00824e-09	2.40418895787e-06	0.1	5.00824e-09	1.960504052e-08	0.1	5.00824e-09	7.5656356e-06	0.1	5.00824e-09	7.76315e-09	0.1	5.00824e-09	2.682139e-09	0.1
5.912308e-09	1.8587644121700001e-06	0.1	5.912308e-09	2.101282391e-08	0.1	5.912308e-09	8.1089319e-06	0.1	5.912308e-09	8.342878e-09	0.1	5.912308e-09	2.874768e-09	0.1
6.816376e-09	1.43707662909e-06	0.1	6.816376e-09	2.2101229400000004e-08	0.1	6.816376e-09	8.5289728e-06	0.1	6.816376e-09	8.791086e-09	0.1	6.816376e-09	3.023696e-09	0.1
7.720444e-09	1.11105488934e-06	0.1	7.720444e-09	2.2942716470000002e-08	0.1	7.720444e-09	8.8537214e-06	0.1	7.720444e-09	9.137612e-09	0.1	7.720444e-09	3.138838e-09	0.1
8.624512e-09	8.589963099510001e-07	0.1	8.624512e-09	2.359328829e-08	0.1	8.624512e-09	9.1047967e-06	0.1	8.624512e-09	9.405523e-09	0.1	8.624512e-09	3.227858e-09	0.1
9.52858e-09	6.64120658727e-07	0.1	9.52858e-09	2.4096275449999995e-08	0.1	9.52858e-09	9.2989108e-06	0.1	9.52858e-09	9.612655e-09	0.1	9.52858e-09	3.296683e-09	0.1
1.043265e-08	5.134552653959999e-07	0.1	1.043265e-08	2.4485159309999998e-08	0.1	1.043265e-08	9.448988699999999e-06	0.1	1.043265e-08	9.772796e-09	0.1	1.043265e-08	3.349894e-09	0.1
1.144892e-08	3.84494355018e-07	0.1	1.144892e-08	2.481801999e-08	0.1	1.144892e-08	9.5774464e-06	0.1	1.144892e-08	9.909867e-09	0.1	1.144892e-08	3.395439e-09	0.1
1.253999e-08	2.81858881383e-07	0.1	1.253999e-08	2.508292017e-08	0.1	1.253999e-08	9.6796809e-06	0.1	1.253999e-08	1.001896e-08	0.1	1.253999e-08	3.431687e-09	0.1
1.363106e-08	2.0662063377300002e-07	0.1	1.363106e-08	2.52771149e-08	0.1	1.363106e-08	9.7546248e-06	0.1	1.363106e-08	1.009893e-08	0.1	1.363106e-08	3.458259e-09	0.1
1.472213e-08	1.51466085324e-07	0.1	1.472213e-08	2.541947948e-08	0.1	1.472213e-08	9.809565e-06	0.1	1.472213e-08	1.015755e-08	0.1	1.472213e-08	3.477738e-09	0.1
1.599677e-08	1.05382246167e-07	0.1	1.599677e-08	2.5538422699999998e-08	0.1	1.599677e-08	9.8554686e-06	0.1	1.599677e-08	1.020653e-08	0.1	1.599677e-08	3.494014e-09	0.1
