Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
1.698648e-11	9.73505704142033e-06	0.1	1.698648e-11	1.211334e-07	0.1	1.698648e-11	2.0410186800000003e-07	0.1	1.698648e-11	5.928088778e-12	0.1	1.698648e-11	4.8762913e-17	0.1
3.634739e-11	9.441846665067355e-06	0.1	3.634739e-11	2.552863e-07	0.1	3.634739e-11	4.30154793e-07	0.1	3.634739e-11	1.250700838e-11	0.1	3.634739e-11	2.210167e-16	0.1
8.119496e-11	8.796131424907204e-06	0.1	8.119496e-11	5.506952e-07	0.1	8.119496e-11	9.2798398e-07	0.1	8.119496e-11	2.704912272e-11	0.1	8.119496e-11	1.07751841e-15	0.1
1.619206e-10	7.743109672997596e-06	0.1	1.619206e-10	1.032367e-06	0.1	1.619206e-10	1.73987651e-06	0.1	1.619206e-10	5.0949473579999996e-11	0.1	1.619206e-10	4.1121490000000005e-15	0.1
2.631094e-10	6.599386789899552e-06	0.1	2.631094e-10	1.555405e-06	0.1	2.631094e-10	2.6217616100000003e-06	0.1	2.631094e-10	7.72385563e-11	0.1	2.631094e-10	1.03236155e-14	0.1
3.719606e-10	5.55696842121248e-06	0.1	3.719606e-10	2.031989e-06	0.1	3.719606e-10	3.4255990999999996e-06	0.1	3.719606e-10	1.0160579789999998e-10	0.1	3.719606e-10	1.9572059e-14	0.1
4.984869e-10	4.5504139991780355e-06	0.1	4.984869e-10	2.492041e-06	0.1	4.984869e-10	4.2018480100000005e-06	0.1	4.984869e-10	1.256591816e-10	0.1	4.984869e-10	3.3123259e-14	0.1
6.367968e-10	3.6575059419315304e-06	0.1	6.367968e-10	2.900017e-06	0.1	6.367968e-10	4.8905213e-06	0.1	6.367968e-10	1.476357877e-10	0.1	6.367968e-10	5.0767074000000004e-14	0.1
7.751066e-10	2.93983459820104e-06	0.1	7.751066e-10	3.227817e-06	0.1	7.751066e-10	5.44409718e-06	0.1	7.751066e-10	1.6596537600000002e-10	0.1	7.751066e-10	7.0801285e-14	0.1
9.134164e-10	2.363002461733842e-06	0.1	9.134164e-10	3.491199e-06	0.1	9.134164e-10	5.8890793e-06	0.1	9.134164e-10	1.813642806e-10	0.1	9.134164e-10	9.275524e-14	0.1
1.057355e-09	1.88255837106876e-06	0.1	1.057355e-09	3.710497e-06	0.1	1.057355e-09	6.259741400000001e-06	0.1	1.057355e-09	1.948962043e-10	0.1	1.057355e-09	1.17234885e-13	0.1
1.223811e-09	1.44742266600078e-06	0.1	1.223811e-09	3.909044e-06	0.1	1.223811e-09	6.5954863000000005e-06	0.1	1.223811e-09	2.080393066e-10	0.1	1.223811e-09	1.47181834e-13	0.1
1.390267e-09	1.112877490156572e-06	0.1	1.390267e-09	4.061634e-06	0.1	1.390267e-09	6.8536451999999995e-06	0.1	1.390267e-09	2.1909062170000002e-10	0.1	1.390267e-09	1.7849382999999998e-13	0.1
1.556722e-09	8.556657633687045e-07	0.1	1.556722e-09	4.178908e-06	0.1	1.556722e-09	7.0521513e-06	0.1	1.556722e-09	2.285342214e-10	0.1	1.556722e-09	2.1085198e-13	0.1
1.723178e-09	6.579090728881528e-07	0.1	1.723178e-09	4.26904e-06	0.1	1.723178e-09	7.2047883e-06	0.1	1.723178e-09	2.367421608e-10	0.1	1.723178e-09	2.4401126e-13	0.1
1.917023e-09	4.84454004882328e-07	0.1	1.917023e-09	4.348066e-06	0.1	1.917023e-09	7.338685399999999e-06	0.1	1.917023e-09	2.4511969620000003e-10	0.1	1.917023e-09	2.8338822e-13	0.1
2.117715e-09	3.5289945645813977e-07	0.1	2.117715e-09	4.407977e-06	0.1	2.117715e-09	7.440252e-06	0.1	2.117715e-09	2.527957134e-10	0.1	2.117715e-09	3.2479371999999996e-13	0.1
2.318408e-09	2.5707286085579043e-07	0.1	2.318408e-09	4.451599e-06	0.1	2.318408e-09	7.514241999999999e-06	0.1	2.318408e-09	2.5973001039999997e-10	0.1	2.318408e-09	3.6666707e-13	0.1
2.527223e-09	1.8488419547974e-07	0.1	2.527223e-09	4.484447e-06	0.1	2.527223e-09	7.569989399999999e-06	0.1	2.527223e-09	2.663739309e-10	0.1	2.527223e-09	4.1058821e-13	0.1
2.768527e-09	1.263219779570715e-07	0.1	2.768527e-09	4.511082e-06	0.1	2.768527e-09	7.615220100000001e-06	0.1	2.768527e-09	2.735359323e-10	0.1	2.768527e-09	4.6165143e-13	0.1
