Batch	m_SP	2	Pr2	Pr1	
3.300300000000e+06	9.999900000000e-06	1.000000000000e-01	3.300300000000e+06	5.120060000000e-15	1.000000000000e-01
2.333003000000e+08	9.999900000000e-06	1.000000000000e-01	2.333003000000e+08	4.655579000000e-13	1.000000000000e-01
1.333300000000e+09	9.999897000030e-06	1.000000000000e-01	1.333300000000e+09	2.668734000000e-12	1.000000000000e-01
4.533300000000e+09	9.999891000090e-06	1.000000000000e-01	4.533300000000e+09	9.117762000000e-12	1.000000000000e-01
6.933300000000e+09	9.999886000140e-06	1.000000000000e-01	6.933300000000e+09	1.389924000000e-11	1.000000000000e-01
1.333330000000e+10	9.999873000270e-06	1.000000000000e-01	1.333330000000e+10	2.671470000000e-11	1.000000000000e-01
3.573330000000e+10	9.999828000720e-06	1.000000000000e-01	3.573330000000e+10	7.156993000000e-11	1.000000000000e-01
1.061333000000e+11	9.999687002130e-06	1.000000000000e-01	1.061333000000e+11	2.125414000000e-10	1.000000000000e-01
3.109333000000e+11	9.999277006230e-06	1.000000000000e-01	3.109333000000e+11	6.225823000000e-10	1.000000000000e-01
9.253333000000e+11	9.998048018520e-06	1.000000000000e-01	9.253333000000e+11	1.851560000000e-09	1.000000000000e-01
2.154133000000e+12	9.995603042970e-06	1.000000000000e-01	2.154133000000e+12	4.297045000000e-09	1.000000000000e-01
4.344973000000e+12	9.991330085700e-06	1.000000000000e-01	4.344973000000e+12	8.570402000000e-09	1.000000000000e-01
6.985632000000e+12	9.986433134670e-06	1.000000000000e-01	6.985632000000e+12	1.346747000000e-08	1.000000000000e-01
9.140140000000e+12	9.982724171760e-06	1.000000000000e-01	9.140140000000e+12	1.717592000000e-08	1.000000000000e-01
1.301826000000e+13	9.976848230520e-06	1.000000000000e-01	1.301826000000e+13	2.305202000000e-08	1.000000000000e-01
1.732727000000e+13	9.971620282800e-06	1.000000000000e-01	1.732727000000e+13	2.828046000000e-08	1.000000000000e-01
2.371863000000e+13	9.966195337050e-06	1.000000000000e-01	2.371863000000e+13	3.370527000000e-08	1.000000000000e-01
3.063058000000e+13	9.962715371850e-06	1.000000000000e-01	3.063058000000e+13	3.718470000000e-08	1.000000000000e-01
3.754253000000e+13	9.960809390910e-06	1.000000000000e-01	3.754253000000e+13	3.909154000000e-08	1.000000000000e-01
4.095010000000e+13	9.960229396710e-06	1.000000000000e-01	4.095010000000e+13	3.967113000000e-08	1.000000000000e-01
4.427455000000e+13	9.959816400840e-06	1.000000000000e-01	4.427455000000e+13	4.008393000000e-08	1.000000000000e-01
4.960831000000e+13	9.959374405260e-06	1.000000000000e-01	4.960831000000e+13	4.052666000000e-08	1.000000000000e-01
5.715996000000e+13	9.959031408690e-06	1.000000000000e-01	5.715996000000e+13	4.086921000000e-08	1.000000000000e-01
6.630621000000e+13	9.958843410570e-06	1.000000000000e-01	6.630621000000e+13	4.105686000000e-08	1.000000000000e-01
7.582081000000e+13	9.958764411360e-06	1.000000000000e-01	7.582081000000e+13	4.113626000000e-08	1.000000000000e-01
