Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
2.945972e-05	0.9890084	0.1	2.945972e-05	2.890089e-06	0.1	2.945972e-05	4.620307e-07	0.1	2.945972e-05	0.005436629	0.1	2.945972e-05	5.03192611e-06	0.1	2.945972e-05	4.58596e-07	0.1	2.945972e-05	7.798925e-06	0.1
3.368353e-05	0.9874573	0.1	3.368353e-05	3.299812e-06	0.1	3.368353e-05	5.277478e-07	0.1	3.368353e-05	0.006209052	0.1	3.368353e-05	5.7455507e-06	0.1	3.368353e-05	5.236446e-07	0.1	3.368353e-05	8.905516e-06	0.1
3.857012e-05	0.9856679	0.1	3.857012e-05	3.772385e-06	0.1	3.857012e-05	6.036264e-07	0.1	3.857012e-05	0.007100478	0.1	3.857012e-05	6.568436899999999e-06	0.1	3.857012e-05	5.986607e-07	0.1	3.857012e-05	1.018192e-05	0.1
4.345671e-05	0.9838836	0.1	4.345671e-05	4.243435e-06	0.1	4.345671e-05	6.793489e-07	0.1	4.345671e-05	0.007989547	0.1	4.345671e-05	7.3883065999999994e-06	0.1	4.345671e-05	6.734125e-07	0.1	4.345671e-05	1.145416e-05	0.1
4.936074e-05	0.9817345	0.1	4.936074e-05	4.810572e-06	0.1	4.936074e-05	7.706381e-07	0.1	4.936074e-05	0.009060591	0.1	4.936074e-05	8.3747113e-06	0.1	4.936074e-05	7.633651e-07	0.1	4.936074e-05	1.298561e-05	0.1
5.526477e-05	0.9795924	0.1	5.526477e-05	5.375578e-06	0.1	5.526477e-05	8.617184e-07	0.1	5.526477e-05	0.01012821	0.1	5.526477e-05	9.3563837e-06	0.1	5.526477e-05	8.529079e-07	0.1	5.526477e-05	1.451072e-05	0.1
6.250748e-05	0.9769743	0.1	6.250748e-05	6.065861e-06	0.1	6.250748e-05	9.731799e-07	0.1	6.250748e-05	0.01143324	0.1	6.250748e-05	1.05539146e-05	0.1	6.250748e-05	9.621751e-07	0.1	6.250748e-05	1.63728e-05	0.1
7.009105e-05	0.9742441	0.1	7.009105e-05	6.785388e-06	0.1	7.009105e-05	1.089587e-06	0.1	7.009105e-05	0.01279422	0.1	7.009105e-05	1.1799556e-05	0.1	7.009105e-05	1.075878e-06	0.1	7.009105e-05	1.831185e-05	0.1
7.903809e-05	0.9710376	0.1	7.903809e-05	7.630165e-06	0.1	7.903809e-05	1.226557e-06	0.1	7.903809e-05	0.0143927	0.1	7.903809e-05	1.3257796100000001e-05	0.1	7.903809e-05	1.209059e-06	0.1	7.903809e-05	2.058512e-05	0.1
8.964098e-05	0.9672579	0.1	8.964098e-05	8.625755e-06	0.1	8.964098e-05	1.388406e-06	0.1	8.964098e-05	0.01627703	0.1	8.964098e-05	1.49692676e-05	0.1	8.964098e-05	1.365482e-06	0.1	8.964098e-05	2.325839e-05	0.1
0.0001018863	0.9629198	0.1	0.0001018863	9.768459e-06	0.1	0.0001018863	1.574759e-06	0.1	0.0001018863	0.01843983	0.1	0.0001018863	1.69222426e-05	0.1	0.0001018863	1.544152e-06	0.1	0.0001018863	2.631694e-05	0.1
0.0001159742	0.9579646	0.1	0.0001159742	1.107424e-05	0.1	0.0001159742	1.788502e-06	0.1	0.0001159742	0.02091046	0.1	0.0001159742	1.9136119e-05	0.1	0.0001159742	1.746957e-06	0.1	0.0001159742	2.979626e-05	0.1
0.0001352862	0.951233	0.1	0.0001352862	1.28499e-05	0.1	0.0001352862	2.080578e-06	0.1	0.0001352862	0.02426691	0.1	0.0001352862	2.21102017e-05	0.1	0.0001352862	2.019931e-06	0.1	0.0001352862	3.449456e-05	0.1
0.0001603028	0.9426169	0.1	0.0001603028	1.512772e-05	0.1	0.0001603028	2.457752e-06	0.1	0.0001603028	0.02856335	0.1	0.0001603028	2.58515167e-05	0.1	0.0001603028	2.364372e-06	0.1	0.0001603028	4.04528e-05	0.1
0.0001917213	0.9319587	0.1	0.0001917213	1.795698e-05	0.1	0.0001917213	2.930347e-06	0.1	0.0001917213	0.03387847	0.1	0.0001917213	3.03598432e-05	0.1	0.0001917213	2.781358e-06	0.1	0.0001917213	4.772103e-05	0.1
0.0002335353	0.9180485	0.1	0.0002335353	2.167634e-05	0.1	0.0002335353	3.558904e-06	0.1	0.0002335353	0.04081598	0.1	0.0002335353	3.6008297899999995e-05	0.1	0.0002335353	3.30762e-06	0.1	0.0002335353	5.700298e-05	0.1
0.0002753493	0.9044429	0.1	0.0002753493	2.535208e-05	0.1	0.0002753493	4.188561e-06	0.1	0.0002753493	0.04760226	0.1	0.0002753493	4.12333987e-05	0.1	0.0002753493	3.799352e-06	0.1	0.0002753493	6.581577e-05	0.1
0.0003264065	0.8882293	0.1	0.0003264065	2.979163e-05	0.1	0.0003264065	4.960606e-06	0.1	0.0003264065	0.05569038	0.1	0.0003264065	4.70202728e-05	0.1	0.0003264065	4.351232e-06	0.1	0.0003264065	7.59136e-05	0.1
0.0003774637	0.8724395	0.1	0.0003774637	3.418514e-05	0.1	0.0003774637	5.737215e-06	0.1	0.0003774637	0.06356809	0.1	0.0003774637	5.2151031e-05	0.1	0.0003774637	4.849023e-06	0.1	0.0003774637	8.526221e-05	0.1
0.0004402928	0.8535679	0.1	0.0004402928	3.953344e-05	0.1	0.0004402928	6.699341e-06	0.1	0.0004402928	0.07298478	0.1	0.0004402928	5.7586271e-05	0.1	0.0004402928	5.38828e-06	0.1	0.0004402928	9.572551e-05	0.1
0.0005061547	0.834419	0.1	0.0005061547	4.506963e-05	0.1	0.0005061547	7.714159e-06	0.1	0.0005061547	0.08254152	0.1	0.0005061547	6.2302783e-05	0.1	0.0005061547	5.8703e-06	0.1	0.0005061547	0.0001054699	0.1
0.0005841473	0.8125414	0.1	0.0005841473	5.152146e-05	0.1	0.0005841473	8.920081e-06	0.1	0.0005841473	0.09346221	0.1	0.0005841473	6.671452700000001e-05	0.1	0.0005841473	6.339179e-06	0.1	0.0005841473	0.0001154386	0.1
0.0006760937	0.7878015	0.1	0.0006760937	5.895651e-05	0.1	0.0006760937	1.033911e-05	0.1	0.0006760937	0.1058145	0.1	0.0006760937	7.0511103e-05	0.1	0.0006760937	6.766217e-06	0.1	0.0006760937	0.0001251342	0.1
0.0007715285	0.7632552	0.1	0.0007715285	6.644102e-05	0.1	0.0007715285	1.17972e-05	0.1	0.0007715285	0.1180729	0.1	0.0007715285	7.3144256e-05	0.1	0.0007715285	7.087889e-06	0.1	0.0007715285	0.0001330611	0.1
0.0008860506	0.7352215	0.1	0.0008860506	7.50595e-05	0.1	0.0008860506	1.351022e-05	0.1	0.0008860506	0.1320761	0.1	0.0008860506	7.496332599999999e-05	0.1	0.0008860506	7.343191e-06	0.1	0.0008860506	0.0001400769	0.1
0.001000573	0.7086317	0.1	0.001000573	8.323848e-05	0.1	0.001000573	1.51668e-05	0.1	0.001000573	0.145361	0.1	0.001000573	7.5725181e-05	0.1	0.001000573	7.489529e-06	0.1	0.001000573	0.0001448186	0.1
0.001134733	0.6791807	0.1	0.001134733	9.222506e-05	0.1	0.001134733	1.701827e-05	0.1	0.001134733	0.1600785	0.1	0.001134733	7.5712443e-05	0.1	0.001134733	7.561042e-06	0.1	0.001134733	0.0001480782	0.1
0.001273804	0.6504351	0.1	0.001273804	0.0001008486	0.1	0.001273804	1.882216e-05	0.1	0.001273804	0.174446	0.1	0.001273804	7.5045014e-05	0.1	0.001273804	7.556767e-06	0.1	0.001273804	0.000149472	0.1
0.001435731	0.6190579	0.1	0.001435731	0.0001100148	0.1	0.001435731	2.07639e-05	0.1	0.001435731	0.1901313	0.1	0.001435731	7.3785102e-05	0.1	0.001435731	7.48721e-06	0.1	0.001435731	0.0001492785	0.1
0.001603372	0.5887358	0.1	0.001603372	0.0001185553	0.1	0.001603372	2.259002e-05	0.1	0.001603372	0.2052912	0.1	0.001603372	7.2199722e-05	0.1	0.001603372	7.371207e-06	0.1	0.001603372	0.0001476913	0.1
0.001791852	0.5570228	0.1	0.001791852	0.0001270819	0.1	0.001791852	2.442193e-05	0.1	0.001791852	0.2211482	0.1	0.001791852	7.0280414e-05	0.1	0.001791852	7.212038e-06	0.1	0.001791852	0.0001448613	0.1
0.001994224	0.5254994	0.1	0.001994224	0.0001350769	0.1	0.001994224	2.613838e-05	0.1	0.001994224	0.2369119	0.1	0.001994224	6.8195508e-05	0.1	0.001994224	7.025881e-06	0.1	0.001994224	0.0001411298	0.1
0.002196596	0.4963284	0.1	0.002196596	0.0001419878	0.1	0.002196596	2.761117e-05	0.1	0.002196596	0.2515003	0.1	0.002196596	6.6159479e-05	0.1	0.002196596	6.835543e-06	0.1	0.002196596	0.0001370559	0.1
0.002416317	0.4670471	0.1	0.002416317	0.0001483936	0.1	0.002416317	2.895585e-05	0.1	0.002416317	0.2661449	0.1	0.002416317	6.404203700000001e-05	0.1	0.002416317	6.631526e-06	0.1	0.002416317	0.0001325122	0.1
0.002662061	0.4369348	0.1	0.002662061	0.000154359	0.1	0.002662061	3.01758e-05	0.1	0.002662061	0.281206	0.1	0.002662061	6.1804505e-05	0.1	0.002662061	6.4113e-06	0.1	0.002662061	0.0001274794	0.1
0.002918116	0.4081961	0.1	0.002918116	0.0001593923	0.1	0.002918116	3.116376e-05	0.1	0.002918116	0.2955808	0.1	0.002918116	5.9619606000000004e-05	0.1	0.002918116	6.193078e-06	0.1	0.002918116	0.0001224148	0.1
0.003215418	0.3778113	0.1	0.003215418	0.0001639237	0.1	0.003215418	3.199666e-05	0.1	0.003215418	0.3107799	0.1	0.003215418	5.7258026000000004e-05	0.1	0.003215418	5.954757e-06	0.1	0.003215418	0.000116841	0.1
0.003537223	0.3480941	0.1	0.003537223	0.0001674651	0.1	0.003537223	3.257674e-05	0.1	0.003537223	0.325646	0.1	0.003537223	5.4892977e-05	0.1	0.003537223	5.714218e-06	0.1	0.003537223	0.0001112078	0.1
0.003895781	0.3183609	0.1	0.003895781	0.0001700003	0.1	0.003895781	3.290123e-05	0.1	0.003895781	0.3405211	0.1	0.003895781	5.2463567e-05	0.1	0.003895781	5.465564e-06	0.1	0.003895781	0.0001054096	0.1
0.004315939	0.2874194	0.1	0.004315939	0.0001714008	0.1	0.004315939	3.294241e-05	0.1	0.004315939	0.3560019	0.1	0.004315939	4.9855476e-05	0.1	0.004315939	5.196991e-06	0.1	0.004315939	9.920628e-05	0.1
0.004792728	0.2566384	0.1	0.004792728	0.0001713264	0.1	0.004792728	3.265901e-05	0.1	0.004792728	0.3714037	0.1	0.004792728	4.7162164e-05	0.1	0.004792728	4.917849e-06	0.1	0.004792728	9.285079e-05	0.1
0.005331366	0.2265047	0.1	0.005331366	0.0001695686	0.1	0.005331366	3.204527e-05	0.1	0.005331366	0.3864831	0.1	0.005331366	4.4407301999999996e-05	0.1	0.005331366	4.630371e-06	0.1	0.005331366	8.642346e-05	0.1
0.005989217	0.1951958	0.1	0.005989217	0.0001656057	0.1	0.005989217	3.103063e-05	0.1	0.005989217	0.4021525	0.1	0.005989217	4.1388932e-05	0.1	0.005989217	4.313131e-06	0.1	0.005989217	7.948251e-05	0.1
0.006647067	0.16881	0.1	0.006647067	0.0001602011	0.1	0.006647067	2.985631e-05	0.1	0.006647067	0.4153598	0.1	0.006647067	3.8688022e-05	0.1	0.006647067	4.027431e-06	0.1	0.006647067	7.337033e-05	0.1
0.007304918	0.1464278	0.1	0.007304918	0.0001538044	0.1	0.007304918	2.861355e-05	0.1	0.007304918	0.4265647	0.1	0.007304918	3.6252964e-05	0.1	0.007304918	3.768661e-06	0.1	0.007304918	6.794433e-05	0.1
0.007962768	0.1273365	0.1	0.007962768	0.0001467562	0.1	0.007962768	2.735889e-05	0.1	0.007962768	0.4361235	0.1	0.007962768	3.4043648e-05	0.1	0.007962768	3.533208e-06	0.1	0.007962768	6.309329e-05	0.1
0.008620619	0.1109752	0.1	0.008620619	0.0001393163	0.1	0.008620619	2.612628e-05	0.1	0.008620619	0.4443166	0.1	0.008620619	3.2028163000000005e-05	0.1	0.008620619	3.318139e-06	0.1	0.008620619	5.872946e-05	0.1
0.009278469	0.0968968	0.1	0.009278469	0.0001316829	0.1	0.009278469	2.49352e-05	0.1	0.009278469	0.4513675	0.1	0.009278469	3.0180749e-05	0.1	0.009278469	3.121012e-06	0.1	0.009278469	5.47827e-05	0.1
0.00993632	0.08474066	0.1	0.00993632	0.0001240071	0.1	0.00993632	2.379606e-05	0.1	0.00993632	0.4574567	0.1	0.00993632	2.8480275700000002e-05	0.1	0.00993632	2.93977e-06	0.1	0.00993632	5.119631e-05	0.1
0.01059417	0.07421277	0.1	0.01059417	0.0001164037	0.1	0.01059417	2.271353e-05	0.1	0.01059417	0.4627311	0.1	0.01059417	2.6909272e-05	0.1	0.01059417	2.772656e-06	0.1	0.01059417	4.792392e-05	0.1
0.01125202	0.06507133	0.1	0.01125202	0.0001089584	0.1	0.01125202	2.168887e-05	0.1	0.01125202	0.4673116	0.1	0.01125202	2.54531332e-05	0.1	0.01125202	2.618167e-06	0.1	0.01125202	4.492719e-05	0.1
0.01190987	0.05711582	0.1	0.01190987	0.0001017348	0.1	0.01190987	2.072123e-05	0.1	0.01190987	0.4712987	0.1	0.01190987	2.4099548699999998e-05	0.1	0.01190987	2.475006e-06	0.1	0.01190987	4.217415e-05	0.1
0.01256772	0.0501788	0.1	0.01256772	9.477854e-05	0.1	0.01256772	1.980858e-05	0.1	0.01256772	0.4747759	0.1	0.01256772	2.28380922e-05	0.1	0.01256772	2.342053e-06	0.1	0.01256772	3.963786e-05	0.1
0.01322557	0.04411951	0.1	0.01322557	8.812137e-05	0.1	0.01322557	1.894827e-05	0.1	0.01322557	0.4778137	0.1	0.01322557	2.16598338e-05	0.1	0.01322557	2.218334e-06	0.1	0.01322557	3.729543e-05	0.1
0.01388342	0.03881899	0.1	0.01388342	8.178378e-05	0.1	0.01388342	1.813738e-05	0.1	0.01388342	0.4804716	0.1	0.01388342	2.0557103199999998e-05	0.1	0.01388342	2.102997e-06	0.1	0.01388342	3.512731e-05	0.1
0.01454127	0.03417614	0.1	0.01454127	7.577755e-05	0.1	0.01454127	1.737288e-05	0.1	0.01454127	0.4828002	0.1	0.01454127	1.9523263600000002e-05	0.1	0.01454127	1.9953e-06	0.1	0.01454127	3.311659e-05	0.1
0.01519912	0.03010472	0.1	0.01519912	7.010755e-05	0.1	0.01519912	1.665181e-05	0.1	0.01519912	0.4848426	0.1	0.01519912	1.85525075e-05	0.1	0.01519912	1.894587e-06	0.1	0.01519912	3.124862e-05	0.1
0.01585697	0.02653079	0.1	0.01585697	6.477326e-05	0.1	0.01585697	1.597133e-05	0.1	0.01585697	0.4866359	0.1	0.01585697	1.7639772e-05	0.1	0.01585697	1.80028e-06	0.1	0.01585697	2.951059e-05	0.1
0.01651482	0.02339081	0.1	0.01651482	5.976999e-05	0.1	0.01651482	1.532876e-05	0.1	0.01651482	0.4882117	0.1	0.01651482	1.67805554e-05	0.1	0.01651482	1.711864e-06	0.1	0.01651482	2.789124e-05	0.1
0.01717267	0.02062995	0.1	0.01717267	5.508984e-05	0.1	0.01717267	1.472159e-05	0.1	0.01717267	0.4895977	0.1	0.01717267	1.5970894699999998e-05	0.1	0.01717267	1.628882e-06	0.1	0.01717267	2.638059e-05	0.1
0.01783053	0.01820077	0.1	0.01783053	5.072256e-05	0.1	0.01783053	1.414748e-05	0.1	0.01783053	0.4908174	0.1	0.01783053	1.5207232400000001e-05	0.1	0.01783053	1.550925e-06	0.1	0.01783053	2.496981e-05	0.1
0.01848838	0.01606215	0.1	0.01848838	4.665614e-05	0.1	0.01848838	1.360427e-05	0.1	0.01848838	0.4918915	0.1	0.01848838	1.44863953e-05	0.1	0.01848838	1.477623e-06	0.1	0.01848838	2.365097e-05	0.1
0.01914623	0.01417834	0.1	0.01914623	4.287739e-05	0.1	0.01914623	1.308996e-05	0.1	0.01914623	0.4928379	0.1	0.01914623	1.38055016e-05	0.1	0.01914623	1.408644e-06	0.1	0.01914623	2.241699e-05	0.1
0.01980408	0.0125182	0.1	0.01980408	3.937231e-05	0.1	0.01980408	1.260269e-05	0.1	0.01980408	0.4936722	0.1	0.01980408	1.31619505e-05	0.1	0.01980408	1.343688e-06	0.1	0.01980408	2.126145e-05	0.1
0.02046193	0.01105458	0.1	0.02046193	3.612648e-05	0.1	0.02046193	1.214076e-05	0.1	0.02046193	0.4944079	0.1	0.02046193	1.255337e-05	0.1	0.02046193	1.28248e-06	0.1	0.02046193	2.017858e-05	0.1
