Batch	m_SP	2	P2_L	W4_L	
2.581123e-10	9.7719836019438e-06	0.1	2.581123e-10	8.920903e-09	0.1
5.549109e-10	9.5174078409192e-06	0.1	5.549109e-10	1.896112e-08	0.1
1.274382e-09	8.9314643284941e-06	0.1	1.274382e-09	4.236747e-08	0.1
2.34755e-09	8.133073135168e-06	0.1	2.34755e-09	7.496838e-08	0.1
3.011317e-09	7.680434794794301e-06	0.1	3.011317e-09	9.38392e-08	0.1
3.96445e-09	7.0801004021984e-06	0.1	3.96445e-09	1.193324e-07	0.1
5.365207e-09	6.2926156372209e-06	0.1	5.365207e-09	1.536367e-07	0.1
7.016153e-09	5.4893913493764005e-06	0.1	7.016153e-09	1.897295e-07	0.1
8.952187e-09	4.691220593134399e-06	0.1	8.952187e-09	2.268119e-07	0.1
1.131585e-08	3.8874966438464996e-06	0.1	1.131585e-08	2.655056e-07	0.1
1.367952e-08	3.2334382284202003e-06	0.1	1.367952e-08	2.980903e-07	0.1
1.604319e-08	2.69789940377115e-06	0.1	1.604319e-08	3.255571e-07	0.1
1.840686e-08	2.2570304585322e-06	0.1	1.840686e-08	3.487237e-07	0.1
2.077052e-08	1.89239044708098e-06	0.1	2.077052e-08	3.682689e-07	0.1
2.332756e-08	1.56718108788135e-06	0.1	2.332756e-08	3.859876e-07	0.1
2.617466e-08	1.27299672778675e-06	0.1	2.617466e-08	4.022312e-07	0.1
2.902176e-08	1.0358135856459301e-06	0.1	2.902176e-08	4.154507e-07	0.1
3.221057e-08	8.235281464213799e-07	0.1	3.221057e-08	4.273404e-07	0.1
3.562718e-08	6.4502662269824e-07	0.1	3.562718e-08	4.373352e-07	0.1
3.904379e-08	5.057745826921199e-07	0.1	3.904379e-08	4.450812e-07	0.1
4.316812e-08	3.77512294072552e-07	0.1	4.316812e-08	4.521076e-07	0.1
4.729245e-08	2.8202790454471197e-07	0.1	4.729245e-08	4.571933e-07	0.1
5.191294e-08	2.03599774351818e-07	0.1	5.191294e-08	4.611808e-07	0.1
5.686421e-08	1.4371599899784699e-07	0.1	5.686421e-08	4.639934e-07	0.1
6.181548e-08	1.01541154602284e-07	0.1	6.181548e-08	4.657286e-07	0.1
